SystematicName	StandardName	Aliases	Timepoint1	Timepoint2	Timepoint3	Timepoint4	Timepoint5	Timepoint6	Timepoint7	Timepoint8	Timepoint9	Timepoint10	Timepoint11	Timepoint12	Timepoint13	Timepoint14	Timepoint15
YDR348C	-	-	1607.443282	1522.877946	2126.471245	2418.575498	3056.680583	2927.73173	2456.910729	2162.173875	2302.083689	2495.148958	2697.952016	2471.784301	2365.186375	2361.362893	2390.519308
YLR045C	STU2	-	606.4436274	649.4887133	837.8242397	940.2688552	1667.181017	2275.917347	2274.2656	1470.823685	1170.718616	1342.578661	1626.379802	1773.13438	1695.228897	1530.980425	1490.716193
YPL183C	RTT10	-	2218.869063	5038.991795	5835.389873	5524.099727	5375.80753	4988.810677	5098.693935	4929.452941	4827.178076	4573.635502	4556.039214	4261.405019	4278.687474	4507.116615	4495.453898
YGR003W	CUL3	CULB	1502.538172	1878.233457	1935.418167	1581.785343	1428.141582	1552.785672	1266.742623	1515.099774	1626.732188	1374.06625	1421.843502	1338.152385	1346.055927	1371.10196	1340.037841
YBL095W	-	-	2516.655973	2044.960625	1917.054953	1684.953136	1896.865112	2143.1855	2352.722086	2164.381983	1990.836633	1951.652851	1949.729206	2187.797349	2280.09263	2144.030846	2150.123902
YGL060W	YBP2	-	1940.830912	1574.253268	1816.621559	2165.359499	2449.283611	2365.92667	1893.651241	1673.98628	1852.423186	1928.4756	2176.210223	1889.172538	1794.82404	1880.665446	1836.07337
YLL007C	-	-	557.1064546	481.1864394	577.0981512	528.7131737	579.0108662	623.9740883	627.4979575	598.5823348	549.3337325	526.8575707	523.2941658	530.4177413	555.4026411	522.3547022	497.8517027
YEL009C	GCN4	ARG9|AAS3	19758.5904	19748.97987	19465.36681	19272.70923	19205.57379	19760.50279	19653.17765	19120.27507	19448.64421	18844.8564	19941.05359	19658.39882	19304.72981	18995.56734	19127.33856
YEL015W	EDC3	LSM16|DCP3	2253.971816	2794.194416	2946.645775	2737.626474	2960.434019	3177.788868	3379.510324	3268.104798	3193.126259	3082.583728	3018.341481	3041.666944	3127.175137	2973.170124	2994.457996
YOR083W	WHI5	-	392.0458442	481.1349494	589.0572306	800.4700223	1005.848486	1043.176622	897.0300364	849.3707301	734.2376952	814.9239704	920.9046684	936.3666033	1015.402835	945.8864897	894.9049343
YDR329C	PEX3	PAS3	1787.858554	999.3364681	913.6202989	821.9058686	986.7402446	1041.55099	1053.008558	1059.263397	1137.604423	1072.999735	1225.820099	1171.946923	1118.27862	1084.589708	1086.693161
YBR252W	DUT1	-	3132.316131	4946.654268	6805.757356	7544.270998	8606.894959	9366.275546	7961.618885	6955.808163	6717.059842	6925.509688	7124.003003	7241.762903	6920.658283	6343.49367	6707.130088
YDL202W	MRPL11	-	1431.91434	1631.192137	1695.786412	1499.651176	1472.682511	1623.306543	1624.419694	1700.250951	1836.282692	1661.509119	1619.605231	1585.075541	1633.507601	1707.059819	1750.687314
YHR209W	CRG1	-	1647.260151	641.0690446	441.919947	331.3432055	335.1720504	338.8118726	298.4386091	285.4641529	289.3103136	257.3929648	301.6244648	273.3186322	284.7023582	287.1763227	286.5918121
YPR008W	HAA1	-	1279.187008	1045.38742	1382.068147	1428.470153	1307.19832	992.2197936	974.1899713	1177.662723	1254.762364	1102.024462	1031.299093	1082.999137	1060.305256	1042.594763	1086.230035
YER075C	PTP3	-	4049.488381	3275.13235	2839.214202	2538.586077	2399.573384	2760.354269	2771.95178	2885.704632	2816.690054	2504.684274	2469.721182	2468.46708	2470.967253	2828.222728	2500.628098
YDL203C	ACK1	-	1660.581401	2538.838972	3219.069892	3177.062096	3160.815475	3119.127178	3145.184406	3392.811352	3504.644881	3449.31589	2992.84085	3209.488526	3389.107074	3361.297621	3135.470983
YBR050C	REG2	-	1658.7965	541.0266669	465.0755569	396.2721466	423.8514102	431.874053	417.2862281	396.0448661	403.5123164	390.9877378	422.8402366	380.3814557	374.7675061	374.9584072	371.4239635
YMR197C	VTI1	-	4132.836943	2024.177262	1816.463251	1382.115204	1337.187936	1484.604959	1553.127198	1666.051119	1724.116643	1685.17903	1644.000494	1587.896271	1669.290998	1586.030904	1700.278582
YBL049W	MOH1	-	471.3059124	408.5735433	375.1253069	387.463941	381.181136	349.8338985	389.4225165	366.6894244	353.8215306	351.4067477	330.3455931	341.6165327	373.2223587	350.9133291	332.9830898
YER054C	GIP2	-	337.5562027	212.528335	232.7165312	229.0623466	244.5725168	214.1837758	208.1404881	211.1894745	225.3677488	203.8987799	215.243534	253.7394974	211.9986722	204.8738104	215.6325424
YDR305C	HNT2	APH1	1978.508589	1313.131243	1435.553465	1338.230115	1288.033146	1328.461857	1357.191613	1504.961419	1577.832493	1417.974927	1425.316316	1308.348565	1267.155575	1338.19835	1354.951155
YNL201C	PSY2	-	1112.298642	1370.099199	1439.000141	1409.064917	1447.198607	1420.709374	1209.841768	1181.686624	1327.150533	1368.438583	1445.266246	1271.402951	1172.115532	1205.583052	1238.934697
YCR061W	-	YCR062W	4280.287216	3555.704368	2060.930031	1483.574706	1571.963968	1495.228388	1600.305351	1764.222654	1846.954852	2130.015284	2418.708477	2774.32807	2497.57274	2151.402585	2182.809815
YDL116W	NUP84	-	5105.627942	4220.094126	4681.657168	4272.039533	4046.33964	3997.132855	3914.991103	3825.948525	4082.361817	3821.320279	4010.39	3878.039702	3737.881686	3967.419765	3911.733389
YPL171C	OYE3	ZRG6	907.5378962	833.4940445	684.7847494	570.4716125	577.0558215	500.6811943	446.5218686	446.2468806	429.6784974	453.1433958	463.2105396	421.5020708	444.3275484	480.4525355	457.5750882
YHR051W	COX6	-	6138.993648	5824.330761	7157.642561	7800.393612	7164.841547	6606.72722	6581.895011	6733.590459	6138.262652	5641.608473	5221.380843	5117.5548	5153.340878	4967.495384	5047.895828
YPR124W	CTR1	-	701.6607439	1124.709393	1590.907391	2073.05053	2311.513016	2426.698984	3131.002682	3638.683529	3580.232076	3828.265091	4534.431804	4663.385069	5113.85964	4556.597261	4615.612661
YGL167C	PMR1	SSC1|LDB1|BSD1	8168.342276	6329.780146	7097.360632	7340.917349	7595.843488	7813.36395	7144.126036	7072.374896	7666.917668	7259.563395	7837.778502	7828.180528	7440.524371	7288.374733	7271.346466
YJL023C	PET130	-	964.951165	759.9140238	782.2389492	593.9642334	546.0122202	588.9239372	487.3343542	555.733258	574.8010564	571.1094354	595.1079316	516.5932139	495.8462351	493.7751634	500.6210014
YDL165W	CDC36	NOT2|DNA19	2760.998267	3241.631134	3571.242746	3242.544138	3146.083929	3280.745589	3060.528394	3011.132422	3120.350231	2806.608561	2634.335169	2537.062335	2784.601497	2619.979116	2804.933423
YLR154C-H	-	-	863.0382955	389.5220451	451.8987294	532.5707874	527.4737958	427.3909511	483.0807603	449.9049781	557.3426671	558.2543258	474.9700006	530.1334508	589.5220222	465.5083057	954.0262067
YPL119C-A	-	-	901.2084491	463.5764199	366.4655462	301.4876777	377.3936485	341.8830047	339.3492388	325.4323231	361.5906563	367.1244079	423.9373117	402.7684	376.8232395	407.3728321	411.8749043
YIL143C	SSL2	RAD25|LOM3	2856.823699	2392.091907	2554.862504	2316.155799	2135.213643	1979.932763	2054.062791	2188.775247	2182.700223	2011.344658	2137.607409	2226.422982	2104.362435	2113.478051	2125.554036
YGR240C	PFK1	-	13721.42945	14821.86363	15699.82166	15045.14958	15943.64612	16903.7029	16948.83696	17099.00284	17198.48504	17096.94956	17094.03437	17714.84316	17332.63557	16563.16081	16680.26001
YOR094W	ARF3	ARL2	2662.028454	2432.277741	2144.904226	1773.221819	1593.175524	1674.043553	1992.106092	2073.655318	2004.047045	1787.186241	1931.770553	1684.166418	1873.76986	1788.913642	1890.296202
YDR167W	TAF10	TAF25|TAF23	2074.73244	2486.817358	2625.546937	2328.059097	2437.122457	2385.982052	2529.192688	2481.80435	2484.465517	2482.983954	2501.871419	2325.842503	2420.89914	2268.909664	2357.601464
YBR063C	-	-	3030.732178	2107.422985	2316.557863	1916.932267	1802.681264	1833.059559	1964.871505	1891.583548	1967.636582	1744.34326	1769.641254	1659.497329	1692.606274	1687.628315	1667.881362
YER052C	HOM3	SIL4|BOR1	3899.287739	4984.524184	6797.671764	6830.440616	7567.840266	8547.633523	7840.72619	8110.632494	8759.99605	8552.889938	9245.303169	9145.75958	8599.727481	8362.367584	8646.23527
YPL118W	MRP51	-	2988.250747	2747.505921	2597.729113	2665.032453	2530.216576	2389.964719	2716.275905	2766.39951	2763.419824	2603.673361	2672.468168	2408.090031	2902.023926	2899.449689	2935.340481
YPR187W	RPO26	RPB6	7588.455009	12476.74529	13504.1593	12437.23964	11793.77913	11572.72289	11083.81629	10797.86152	11452.49309	10889.80753	11084.24495	10279.35588	10415.34646	9997.769783	10416.07474
YGR178C	PBP1	MRS16	3459.440292	2828.079823	2934.167919	2775.412159	2855.883674	3072.931897	3305.898175	3381.550293	3381.962682	3368.31	3158.97232	3326.758162	3214.092571	3370.313984	3234.531109
YOL141W	PPM2	TYW4	294.2673682	572.737745	608.240325	636.282165	704.0690994	597.7968826	653.8080394	712.0416915	505.7112646	578.8889898	564.1563155	556.2093056	606.807512	641.8279225	586.2111997
YJL065C	DLS1	-	2496.521935	2932.304656	3088.906555	3067.976751	2912.732653	2910.492244	2736.258794	2796.126492	2474.39059	2477.582777	2242.235667	2274.578389	2548.904148	2369.613114	2464.913799
YPR086W	SUA7	SOH4	2731.025007	4799.618099	5015.066056	4423.567063	4807.008157	4416.643019	4496.351102	4664.737428	4297.250428	4147.198447	4014.592224	3538.285528	4122.205899	3529.7416	3637.284008
YBR122C	MRPL36	-	3096.74459	2733.956863	2870.461315	2736.111463	2760.890395	2867.393309	2881.474802	2900.060793	2981.872338	2762.999081	2914.83144	2729.167436	2887.818248	2662.762197	2885.938009
YBR279W	PAF1	-	2774.650639	2817.427127	2633.505276	2296.290106	2476.88288	2299.583889	2984.676053	3273.634381	2886.281759	2787.426491	2687.664011	2424.899964	2946.696151	2908.980009	2976.427662
YBR271W	-	-	599.9635665	1686.746572	2045.59422	1975.051859	2132.106839	1891.834065	1650.081521	1517.243346	1544.685368	1617.389962	1534.229995	1344.203913	1347.422863	1186.140432	1237.251607
YMR221C	-	-	4656.704918	4640.407864	5423.193033	5380.2202	5648.092839	5659.917226	4936.368659	4975.261754	5506.651246	5391.696837	5868.18309	6082.871148	5189.94509	5043.227951	5203.486787
YER130C	-	-	1564.939769	2226.569944	1940.07283	1463.448516	1264.527066	1410.203719	1469.033414	1315.205266	1287.004308	1377.16906	1331.55553	1148.214765	1072.514587	1244.837882	1164.922985
YBR155W	CNS1	-	1128.82403	3171.165086	3276.512686	2632.792005	2935.132056	2906.351549	3015.488516	2816.911547	2718.948763	2783.749	2738.904184	2269.258342	2583.248417	2561.999885	2711.742054
YDR363W	ESC2	-	700.6671612	921.9877508	986.5844972	631.1153153	631.8246682	783.4108331	756.3811452	715.3731029	941.0010868	817.4393181	775.1689115	755.9171991	713.1266922	722.9818679	714.9270273
YLR443W	ECM7	ZRG15	1311.968535	1322.2585	1593.882976	1688.374694	1759.550494	1822.028243	1620.92965	1476.997902	1522.043195	1434.722365	1626.717536	1704.565197	1549.560405	1505.029653	1504.442202
YPL147W	PXA1	SSH2|PAT2|PAL1|LPI1	1356.002464	421.9905595	341.3689805	371.5307546	388.3442985	426.342065	468.6461243	498.660054	460.9048694	527.2148316	443.8752548	424.3987001	546.7218448	544.4636673	497.9092874
YGR266W	-	-	7149.740586	4926.352373	4237.302899	2859.06698	2635.378542	3018.034727	2598.176265	3017.938278	3888.752141	3436.596647	3300.733844	3124.318313	2599.955972	2636.424232	2714.192624
YBR067C	TIP1	-	15545.81207	9683.728949	5468.32259	3675.124057	4264.536038	3661.125626	3343.585379	7146.849292	10828.06647	10882.45385	10472.35134	10152.15586	10290.83493	10669.50044	11056.45514
YAL034C	FUN19	-	2612.851344	1133.741603	1110.980723	1032.733502	1084.131183	1200.414199	1194.76281	1090.002772	1041.765548	960.9876833	971.4292883	982.1650871	981.5384417	970.9325493	949.6682873
YLR270W	DCS1	DcpS	12149.38912	7013.235505	2688.395252	1884.730954	1746.775558	1716.125872	2137.948852	2495.858319	2671.951911	2386.952454	2221.279682	2105.488518	2378.826965	2612.353612	2661.754704
YCR095C	OCA4	-	1583.802098	1293.490759	1282.683081	1165.823209	998.7907797	947.3415834	1018.091713	1020.454191	1215.217487	1075.482043	1109.900914	976.1996735	995.481109	1030.567707	1016.500567
YPR084W	-	-	1003.78381	1196.406407	1185.620137	1052.971284	1041.556893	983.7073756	1019.980253	944.6132535	962.9632672	951.4132331	939.4386026	894.2313887	1034.407943	935.9700058	1033.259621
YBR184W	-	-	236.9554269	215.3110942	228.7637099	209.9009402	322.1218378	409.4261029	340.2811091	249.2909348	208.9164206	247.453673	310.6708028	273.4853515	243.9098438	244.7567619	264.347765
YMR113W	FOL3	-	3085.232318	2168.045708	1778.277357	1713.910213	1557.936382	1471.965796	1410.955379	1356.79897	1405.904901	1296.131955	1387.254229	1395.97511	1326.430728	1414.363644	1401.770466
YGR035C	-	-	361.2414353	329.5599748	408.075221	346.3593196	361.6965271	453.6835462	427.8714093	382.9257726	354.9044001	416.8628255	368.9408135	402.8040331	394.2745634	356.6763584	350.9410578
YCL008C	STP22	VPL15|VPS23	2560.465867	1798.068921	1845.507179	1738.438622	1772.257664	1870.298394	1714.194961	1744.358913	1927.6588	1928.027376	1859.231656	1871.743598	1759.141671	1903.669565	1860.583076
YDL222C	FMP45	-	15529.68601	5234.314437	877.4737718	570.3814023	696.7130648	609.7027108	531.1712144	527.0990337	502.7762708	494.9542061	493.0653327	498.249794	522.7216496	454.5801072	458.7721201
YEL065W	SIT1	ARN3	10523.69145	13466.75331	8939.851115	3834.692888	2707.505947	2146.277096	2630.776181	2967.797464	2753.341705	2483.783891	3382.284582	4316.429487	3942.650104	4164.130869	4022.375661
YMR296C	LCB1	TSC2|END8	6570.423674	6687.346087	7304.665089	8521.364788	9994.242987	9232.022762	8224.532184	8106.088926	8708.725726	8838.16122	9614.909628	9412.710035	9248.209518	8805.546913	9005.310158
YDR232W	HEM1	OLE3|CYD1	3426.925437	3914.921226	5139.730709	5993.888472	6521.775791	6253.723124	6641.873609	6477.280893	5896.989083	5625.625227	6034.457978	6152.469516	6286.740123	5774.81965	5757.10821
YHR116W	COX23	-	579.5535666	525.3694163	518.3609423	461.5811057	477.5312892	495.1549421	456.5817854	491.119068	499.8172802	523.3662997	490.0312706	494.0584615	542.0822615	513.8453716	535.2781277
YDR313C	PIB1	-	1368.167381	1112.678448	1053.451846	1014.090663	953.0712149	984.5403994	945.1831007	984.101912	958.94672	864.412584	974.3518113	962.7176591	864.64062	942.4664172	919.8034887
YFR018C	-	-	1241.854296	1641.799402	2233.680387	2467.27551	2749.154626	2948.872484	2435.750717	2004.551063	2041.523511	2091.623292	2393.952368	2409.06498	2279.386938	2159.310011	2249.357862
YKL007W	CAP1	-	5740.181368	3703.717542	2735.718106	2185.981414	2277.849963	2181.200846	2055.819706	2219.838784	2532.236956	2566.595881	2545.674438	2164.44718	2350.493941	2361.104657	2437.120119
YIL048W	NEO1	-	4818.240826	3403.308815	3373.836816	3196.419784	3356.851893	3684.211757	3784.431316	3862.519495	3856.690221	3354.365974	3808.369071	4077.113795	3831.796599	3517.311296	3548.619138
YDL213C	NOP6	-	1311.557588	4106.427837	5255.676966	4688.042359	4381.100803	3871.507062	4307.226841	4156.018447	3606.488669	3813.710075	3770.922129	3190.636089	3569.722504	3515.323723	3668.779915
YDR443C	SSN2	MED13|RYE3|UME2|SRB9|SCA1|NUT8	1421.218916	1083.323287	1164.968021	1228.767642	1209.724372	1332.553174	1282.415372	1490.548627	1404.246432	1252.178674	1163.697169	1271.371673	1422.82543	1273.712227	1264.592291
YNL292W	PUS4	-	736.1031948	1426.446179	1665.398119	1638.460449	1871.633182	1694.205973	1639.279158	1813.458576	1763.503134	1818.892553	1808.390316	1606.213555	1707.779602	1510.567932	1651.24549
YKL183C-A	-	-	321.2569036	262.8567238	275.1798983	218.3846017	277.056039	269.1530653	271.3939489	243.3663595	243.7037891	251.7771234	249.0240157	260.6387026	236.9196495	253.4140912	250.729758
YOR324C	FRT1	HPH1	751.0469907	746.3840381	810.6014038	703.1574661	793.9443127	747.8524571	755.9372985	786.5851652	807.9855209	768.8821738	785.3884995	789.0652523	742.7308699	734.3798229	728.420383
YNL134C	-	-	10309.12557	7193.276083	3577.506467	2721.959223	2312.54213	2195.136223	2351.596166	2516.88462	3151.256641	3231.383945	3155.035906	3199.983432	3314.57564	4011.093673	4636.198701
YKL100C	-	-	6257.141636	2773.822055	2292.466328	2306.087692	2175.093596	2166.294632	2637.028363	2955.162441	3060.018824	2876.112775	3397.535756	3717.895014	3435.215141	3375.412341	3352.804473
YIL146C	ATG32	ECM37	1500.387707	1435.158658	1747.817999	1760.188844	1801.458526	1658.246347	1712.174089	1739.41001	1787.175657	1654.08203	1832.900913	1896.176065	1650.578099	1646.569458	1567.187981
YPL021W	ECM23	SRD2	249.2627995	271.4063459	294.7590182	359.6734005	319.8444049	346.5364291	307.4884539	318.8287133	302.6224617	352.6292157	306.2286934	322.0090064	321.8561591	340.8762589	302.9089691
YNL218W	MGS1	-	446.5725932	519.4863703	601.564933	722.9586172	791.4872351	775.4062862	592.7295774	573.4681306	685.4315946	707.7476465	676.2039278	638.4346831	637.0918488	570.1393919	578.6513331
YIL121W	QDR2	-	619.476085	867.0877213	998.5581351	1057.543164	1398.996189	1337.905947	1314.351421	1315.928584	1415.27473	1376.329264	1290.881203	1412.821482	1448.044556	1176.819578	1255.03509
YDL167C	NRP1	-	961.6353111	3130.236708	3154.032632	3090.824926	2858.140081	2358.992888	2433.635526	2697.489486	2312.318904	2226.881033	2134.663958	2216.985651	2287.070585	2083.783413	1966.411068
YPL214C	THI6	-	3908.462894	2407.232299	2073.657378	1602.993573	1454.740492	1377.247919	1598.421706	1605.494114	1649.018125	1521.3898	1600.022713	1559.090427	1611.336972	1802.976341	1847.281809
YOR228C	-	-	2297.615462	1200.141115	1377.23031	1405.290143	1166.992746	1033.22151	1105.760234	1408.810792	1480.72454	1282.498319	1293.340384	1251.411881	1297.231978	1270.681176	1265.257288
YBR270C	BIT2	-	739.6684462	717.9168725	723.3830164	643.9208088	578.6805403	547.9663203	503.5956848	528.949264	555.2286869	549.665572	586.2713975	544.4105137	535.6406114	556.9350629	570.9998809
YGR222W	PET54	-	4097.080992	1929.513929	2150.043327	2025.423163	1972.568754	1832.239061	1591.092101	1833.650216	2175.521025	2055.326227	1892.953419	1683.596183	1764.6591	1820.64381	1843.47716
YEL063C	CAN1	-	3968.161268	4286.290201	5058.705697	5365.010927	5669.043319	5242.534137	5201.656106	5464.851206	5613.697265	5391.177628	5923.192181	6120.344832	5739.302142	5498.299575	5580.726778
YML020W	-	-	1014.990641	688.2869023	823.4123389	971.1272975	1196.097909	1013.378529	779.8954877	731.0523558	800.3392443	861.4907875	877.804376	894.3095969	803.8282333	816.5523378	810.4376435
YGR121C	MEP1	AMT1	2159.780179	2424.91582	2755.018094	3817.119679	3187.785478	3305.797324	3653.882898	3400.731111	2900.929069	2853.357468	2548.203731	2850.511553	3170.643711	3144.942379	2983.950722
YBR222C	PCS60	FAT2	6819.945204	6147.353756	5446.25278	4752.64821	4453.956192	4636.105275	4571.387667	4594.035917	4834.535064	4666.954155	4913.294996	4970.558895	4759.964496	4671.897498	4648.355941
YDL095W	PMT1	-	5512.649336	6388.524722	7080.972775	8506.160019	10884.76305	10238.69473	9705.600259	8795.030426	8432.696489	8821.564649	9896.482946	10065.48005	10200.89826	9603.030198	9830.983885
YDL003W	MCD1	SCC1|RHC21|PDS3	325.2718237	317.9975208	673.0757034	2370.974445	3928.178312	3413.907993	1447.37209	742.3182814	1531.142495	2439.180303	2702.320121	2275.205077	1859.380591	1680.258935	1887.599706
YOR323C	PRO2	-	6691.266016	8456.849214	9144.99953	8806.82401	8865.491801	8483.474837	8231.547501	8307.115391	8712.929751	8487.052749	8561.610211	8163.224251	8166.338858	8355.018556	8354.193112
YMR183C	SSO2	-	2248.169241	3510.927211	4080.219146	3694.361278	3592.223212	3785.972086	4300.323676	3982.284116	3798.1137	3486.320895	3363.401908	3718.994454	3795.540652	3328.352213	3348.696288
YOR274W	MOD5	-	649.0973935	1078.598051	1160.308606	1164.764094	1006.33821	905.4257997	915.1149237	1022.032309	921.8290777	869.0187748	930.9301076	866.7242563	914.3813578	860.7350439	857.7614199
YER146W	LSM5	-	3661.026712	5014.574995	5113.457703	5043.61065	5160.87462	4737.488713	4899.07057	4882.071459	4480.023841	4534.176501	4526.391126	4529.27858	5150.15283	4690.717159	4751.377431
YPL063W	TIM50	-	2508.063939	3439.928172	3590.507916	3899.285197	3676.604102	2975.297883	3420.748015	3835.388976	3640.721199	3422.047739	3290.724914	3472.877639	3621.520905	3761.896621	3516.664891
YML075C	HMG1	-	14450.59305	12707.27633	12534.6987	10476.00542	9456.925191	8861.899416	9048.34725	9837.471634	10884.01025	10250.08594	10578.42934	10598.68733	10158.98549	9931.962193	9985.040677
YDR457W	TOM1	-	6866.540792	7629.537072	7291.389916	7110.025211	6704.255545	6224.853812	6715.839049	6625.423299	7124.148765	6495.05447	6349.776215	6604.937513	6484.979823	6583.238495	6739.46316
YLR273C	PIG1	-	1068.117264	598.7825452	635.4245681	948.9592343	755.9073332	506.614972	435.4749676	613.2657135	835.0787176	757.8475921	620.0028972	533.688599	627.7731331	660.106971	671.2800921
YDR181C	SAS4	-	717.413906	683.638756	830.1527876	777.2116308	817.2211077	928.6687745	855.347381	827.4376483	838.1346836	794.6801023	842.8308617	779.7887431	766.6421458	701.9495004	752.6955401
YGL097W	SRM1	PRP20|MTR1	2355.781627	3772.635301	3900.170367	3805.48821	3998.246284	4100.301596	4247.669238	4177.086872	3523.571744	3495.960257	3384.069043	3354.655524	3936.522599	3752.964144	3787.929194
YCL056C	-	-	3568.163043	3159.320503	3462.194958	3058.483789	3109.736342	2984.004887	3082.250405	2752.121128	2540.405533	2564.964757	2884.064696	2511.068784	2765.038113	2604.282712	2834.803273
YMR242W-A	-	-	216.2108243	209.0489692	202.8892138	238.9178931	239.5810857	238.1168979	232.8355373	214.6660874	231.625816	213.4588619	231.2566496	242.2246367	222.3785739	223.2349053	217.843724
YJL083W	TAX4	-	883.926679	881.6678018	802.6294194	783.9196708	824.1837855	771.6685047	787.5024266	947.5387952	926.3618012	835.5623574	804.219987	850.1352268	874.5079743	893.4089399	825.6345709
YOR026W	BUB3	-	675.9598893	769.9344434	1210.816307	1897.12034	2353.043761	2239.12395	2006.631971	1670.223624	1474.548004	1495.417393	1604.950918	1647.58743	1716.725419	1586.162165	1596.948003
YPL140C	MKK2	SSP33|LPI6	790.8794862	810.6585491	1065.681976	1137.02027	1196.549599	1129.894497	1036.763003	1080.723808	1032.17934	1060.518401	934.3925736	1016.895946	999.6121955	1012.918851	1021.967289
YNR016C	ACC1	MTR7|FAS3|ABP2	20296.9348	17824.59968	15898.72828	14385.7636	14048.74216	13865.60944	14753.16245	15528.09943	17218.03788	17375.03502	17797.73454	17567.62583	17296.83984	17544.62393	17847.74377
