chr,start,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140
1,36000,2.1045088356968407,2.289888099017955,2.1983806807457387,2.6858374670438203,2.9336544181152697,2.679025062622156,3.2205809575249362,3.022332276870565,2.3623733831628657,2.29058382413467,2.390334826587957,2.248207050847168,2.3531745425965815,2.5755831742524564,2.7167552616088906
1,38000,1.9501113645836696,2.142897903823205,2.0385968296145993,2.6079550984462254,2.874601487761534,2.5841035683740854,3.1557466229911433,2.912182642662778,2.2800186648901257,2.1826836605987827,2.2950668768051132,2.145519181819348,2.258309484671114,2.454262618604399,2.60596321555266
1,40000,1.992462735409837,2.2044731440960637,2.046752241258179,2.5756075144564914,2.881940909961474,2.600502188197028,3.160867702384526,2.8954426657815717,2.2722858294592525,2.184257240611458,2.294218921428571,2.147998619953976,2.2387769301066034,2.433377246795635,2.585198368864179
1,42000,2.056124091043685,2.26165866645551,2.0351826461999014,2.5408896249944988,2.9151332457091406,2.691351640381496,3.23832313060183,2.988702107618663,2.3143911894308564,2.2362388690696773,2.3530254550018546,2.2106994271466767,2.2889828477909564,2.4921658855231184,2.609118967892161
1,44000,1.9443273517558344,2.14031252464414,1.910001154118053,2.422178452200182,2.8013440314783074,2.595436963359035,3.1327662361484125,2.8892526562933663,2.2109643394177336,2.1465562979018715,2.283362329350354,2.1045815987868375,2.187205977799185,2.388273782296864,2.511829113451341
1,46000,1.7998807392396179,1.9945041515115167,1.8125152927480968,2.3633367908861564,2.708613137485861,2.5431905204497647,3.0411497440790773,2.8051193495731512,2.1147959320929743,2.117329783630261,2.2450875698692863,2.0442838504793936,2.1019598118244045,2.3193078882758447,2.4333893114784204
1,48000,2.0073976592529417,2.1909545303183755,1.9532531335912047,2.4770803517495197,2.8706720238649672,2.709924807536437,3.274444679506,3.055562852268969,2.27402507182168,2.251699038800015,2.4258470901160534,2.2330060682338035,2.307199709590614,2.564498882265596,2.654714611521652
1,50000,1.864587511850605,2.0540046076845058,1.8277813033650752,2.449526094779127,2.851776625100229,2.652863252588602,3.302946378472293,3.1119524516019856,2.323440573937851,2.2404647490956906,2.4210401160438875,2.214795036839124,2.3468370632997715,2.590836613920414,2.6638841205712103
1,52000,1.8029730747202395,1.9804327598556826,1.813829157527575,2.411446540091189,2.7405581651075677,2.4369456412936903,3.1667902568165145,2.9733841396930023,2.2413733377752885,2.104991958648658,2.2857765582847986,2.0667090900766323,2.270728557538354,2.5076925166094037,2.6087118804571037
1,54000,1.7995999955553021,1.964079267088529,1.8430222679957071,2.4870252037186957,2.780675037615842,2.4478882628890823,3.1634830759948915,2.9616395194951703,2.27194670315395,2.1156753403644566,2.2795813414954784,2.0858305317303945,2.279226543589364,2.500557805304687,2.622010015958254
1,56000,1.7356613916583867,1.930428115840039,1.8228692495075676,2.4853718122011697,2.7736369977420163,2.428124068673291,3.1201041109585073,2.924251077070104,2.273292301799891,2.0951215567612493,2.25634995617796,2.06829840360331,2.2463427800595395,2.4494892429969606,2.5762456131171567
1,58000,1.5530350777918882,1.742682595654944,1.7297274344505866,2.3543530291493053,2.5431911582620033,2.192378030156839,2.7753917278170723,2.612493625022648,2.103433665492482,1.9444987827059594,2.035682689604225,1.8333460549714917,1.999974835545941,2.1636404816136965,2.334675956503442
1,60000,1.9597188301320096,2.140268013993357,2.0683827113811364,2.5131815332121263,2.677884421516312,2.3598263147789043,2.898279320826884,2.694839223231507,2.237543485179729,2.0539457531689362,2.142121806996904,1.9610128084296692,2.144996756022456,2.3183940171919137,2.5344938697032546
