orf_name,coverage_rep1,coverage_rep2
YGL045W,0.98,0.98
YGL044C,0.98,0.98
YGL043W,0.98,0.98
YGL041C-B,0.98,0.98
YGL041W-A,0.98,0.98
YGL040C,0.98,0.98
YGL039W,0.98,0.98
YGL038C,0.98,0.98
YGL037C,0.98,0.98
YGL036W,0.98,0.98
YGL035C,0.98,0.98
YGL033W,0.98,0.98
YGL032C,0.98,0.98
YGL031C,0.98,0.98
YGL030W,0.98,0.98
YGL029W,0.98,0.98
YGL028C,0.98,0.98
YGL027C,0.98,0.98
YGL026C,0.98,0.98
YGL025C,0.98,0.98
YGL023C,0.98,0.98
YGL022W,0.98,0.98
YGL021W,0.98,0.98
YGL020C,0.98,0.98
YGL019W,0.98,0.98
YGL018C,0.98,0.98
YGL017W,0.98,0.98
YGL016W,0.98,0.98
YGL015C,0.98,0.98
YGL014W,0.98,0.98
YGL013C,0.98,0.98
YGL012W,0.98,0.98
YGL011C,0.98,0.98
YGL010W,0.98,0.98
YGL009C,0.98,0.98
YGL008C,0.98,0.98
YGL007C-A,0.98,0.98
YGL006W-A,0.98,0.98
YGL006W,0.98,0.98
YGL005C,0.98,0.98
YGL004C,0.98,0.98
YGL003C,0.98,0.98
YGL002W,0.98,0.98
YGL001C,0.98,0.98
YGR001C,0.98,0.98
YGR002C,0.98,0.98
YGR003W,0.98,0.98
YGR004W,0.98,0.98
YGR005C,0.98,0.98
YGR006W,0.98,0.98
YGR007W,0.98,0.98
YGR008C,0.98,0.98
YGR009C,0.98,0.98
YGR010W,0.98,0.98
YGR012W,0.98,0.98
YGR013W,0.98,0.98
YGR014W,0.98,0.98
YGR015C,0.98,0.98
YGR016W,0.98,0.98
YGR017W,0.98,0.98
YGR019W,0.98,0.98
YGR020C,0.98,0.98
YGR021W,0.98,0.98
YGR023W,0.98,0.98
YGR024C,0.98,0.98
YGR026W,0.98,0.98
YGR027C,0.98,0.98
YGR028W,0.98,0.98
YGR029W,0.98,0.98
YGR030C,0.98,0.98
YGR031W,0.98,0.98
YGR031C-A,0.98,0.98
YGR032W,0.98,0.98
YGR033C,0.98,0.98
YGR034W,0.98,0.98
YGR035C,0.98,0.98
YGR035W-A,0.98,0.98
YGR036C,0.98,0.98
YGR037C,0.98,0.98
YGR038W,0.98,0.98
YGR040W,0.98,0.98
YGR041W,0.98,0.98
YGR042W,0.98,0.98
YGR043C,0.98,0.98
YGR044C,0.98,0.98
YGR046W,0.98,0.98
YGR047C,0.98,0.98
YGR048W,0.98,0.98
YGR049W,0.98,0.98
YGR052W,0.98,0.98
YGR053C,0.98,0.98
YGR054W,0.98,0.98
YGR055W,0.98,0.98
YGR056W,0.98,0.98
YGR057C,0.98,0.98
YGR058W,0.98,0.98
YGR059W,0.98,0.98
YGR060W,0.98,0.98
YGR061C,0.98,0.98
YGR062C,0.98,0.98
YGR063C,0.98,0.98
YGR065C,0.98,0.98
YGR066C,0.98,0.98
YGR067C,0.98,0.98
YGR068C,0.98,0.98
YGR070W,0.98,0.98
YGR071C,0.98,0.98
YGR072W,0.98,0.98
YGR074W,0.98,0.98
YGR075C,0.98,0.98
YGR076C,0.98,0.98
YGR077C,0.98,0.98
YGR078C,0.98,0.98
YGR079W,0.98,0.98
YGR080W,0.98,0.98
YGR081C,0.98,0.98
YGR082W,0.98,0.98
YGR083C,0.98,0.98
YGR084C,0.98,0.98
YGR085C,0.88,0.84
YGR086C,0.98,0.98
YGR087C,0.98,0.98
YGR088W,0.98,0.98
YGR089W,0.98,0.98
YGR090W,0.98,0.98
YGR091W,0.98,0.98
YGR092W,0.98,0.98
YGR093W,0.98,0.98
YGR094W,0.98,0.98
YGR095C,0.98,0.98
YGR096W,0.98,0.98
YGR097W,0.98,0.98
YGR098C,0.98,0.98
YGR099W,0.98,0.98
YGR100W,0.98,0.98
YGR101W,0.98,0.98
YGR102C,0.98,0.98
YGR103W,0.98,0.98
YGR104C,0.98,0.98
YGR105W,0.98,0.98
YGR106C,0.98,0.98
YGR108W,0.98,0.98
YGR109C,0.98,0.98
YGR110W,0.98,0.98
YGR111W,0.98,0.98
YGR112W,0.98,0.98
YGR113W,0.98,0.98
YGR116W,0.98,0.98
YGR117C,0.98,0.98
YGR118W,0.98,0.98
YGR119C,0.98,0.98
YGR120C,0.98,0.94
YGR121C,0.98,0.98
YGR121W-A,0.98,0.98
YGR122W,0.98,0.98
YGR123C,0.98,0.98
YGR124W,0.98,0.98
YGR125W,0.98,0.98
YGR126W,0.98,0.98
YGR127W,0.98,0.98
YGR128C,0.98,0.98
YGR129W,0.98,0.98
YGR130C,0.98,0.98
YGR131W,0.98,0.98
YGR132C,0.98,0.98
YGR133W,0.98,0.98
YGR134W,0.98,0.98
YGR135W,0.98,0.98
YGR136W,0.98,0.98
YGR138C,0.98,0.98
YGR140W,0.98,0.98
YGR141W,0.98,0.98
YGR142W,0.98,0.98
YGR143W,0.98,0.98
YGR144W,0.98,0.98
YGR145W,0.98,0.98
YGR146C,0.98,0.98
YGR146C-A,0.98,0.98
YGR147C,0.98,0.98
YGR148C,0.98,0.98
YGR149W,0.98,0.98
YGR150C,0.98,0.98
YGR152C,0.98,0.98
YGR153W,0.98,0.98
YGR154C,0.98,0.98
YGR155W,0.98,0.98
YGR156W,0.98,0.98
YGR157W,0.98,0.98
YGR158C,0.98,0.98
YGR159C,0.98,0.98
YGR161C,0.98,0.98
YGR161W-C,0.98,0.98
YGR162W,0.98,0.98
YGR163W,0.98,0.98
YGR165W,0.98,0.98
YGR166W,0.98,0.98
YGR167W,0.98,0.98
YGR168C,0.98,0.98
YGR169C,0.98,0.98
YGR169C-A,0.98,0.98
YGR170W,0.98,0.98
YGR171C,0.98,0.98
YGR172C,0.98,0.98
YGR173W,0.98,0.98
YGR174C,0.98,0.98
YGR174W-A,0.98,0.98
YGR175C,0.98,0.98
YGR177C,0.98,0.98
YGR178C,0.98,0.98
YGR179C,0.98,0.98
YGR180C,0.98,0.98
YGR181W,0.98,0.98
YGR183C,0.98,0.98
YGR184C,0.98,0.98
YGR185C,0.98,0.98
YGR186W,0.98,0.98
YGR187C,0.98,0.98
YGR188C,0.98,0.98
YGR189C,0.98,0.98
YGR191W,0.98,0.98
YGR192C,0.98,0.98
YGR193C,0.98,0.98
YGR194C,0.98,0.98
YGR195W,0.98,0.98
YGR196C,0.98,0.98
YGR197C,0.98,0.98
YGR198W,0.98,0.98
YGR199W,0.98,0.98
YGR200C,0.98,0.98
YGR201C,0.98,0.98
YGR202C,0.98,0.98
YGR203W,0.98,0.98
YGR204W,0.98,0.98
YGR204C-A,0.98,0.98
YGR205W,0.98,0.98
YGR206W,0.98,0.98
YGR207C,0.98,0.98
YGR208W,0.98,0.98
YGR209C,0.98,0.98
YGR210C,0.98,0.98
YGR211W,0.98,0.98
YGR212W,0.98,0.98
YGR213C,0.98,0.98
YGR214W,0.98,0.98
YGR215W,0.98,0.98
YGR216C,0.98,0.98
YGR217W,0.98,0.98
YGR218W,0.98,0.98
YGR220C,0.98,0.98
YGR221C,0.98,0.98
YGR222W,0.98,0.98
YGR223C,0.98,0.98
YGR224W,0.98,0.98
YGR225W,0.98,0.98
YGR227W,0.98,0.98
YGR229C,0.98,0.98
YGR230W,0.98,0.98
YGR231C,0.98,0.98
YGR232W,0.98,0.98
YGR233C,0.98,0.98
YGR234W,0.98,0.98
YGR235C,0.98,0.98
YGR236C,0.98,0.98
YGR237C,0.98,0.98
YGR238C,0.98,0.98
YGR239C,0.98,0.98
YGR240C,0.98,0.98
YGR240C-A,0.98,0.98
YGR241C,0.98,0.98
YGR243W,0.98,0.98
YGR244C,0.98,0.98
YGR245C,0.98,0.98
YGR246C,0.98,0.98
YGR247W,0.98,0.98
YGR248W,0.98,0.98
YGR249W,0.98,0.98
YGR250C,0.98,0.98
YGR251W,0.98,0.98
YGR252W,0.98,0.98
YGR253C,0.98,0.98
YGR254W,0.98,0.98
YGR255C,0.98,0.98
YGR256W,0.98,0.98
YGR257C,0.98,0.98
YGR258C,0.98,0.98
YGR260W,0.98,0.98
YGR261C,0.98,0.98
YGR262C,0.98,0.98
YGR263C,0.98,0.98
YGR264C,0.98,0.98
YGR266W,0.98,0.98
YGR267C,0.98,0.98
YGR268C,0.98,0.98
YGR270W,0.98,0.98
YGR271W,0.98,0.98
YGR271C-A,0.98,0.98
YGR273C,0.98,0.98
YGR274C,0.98,0.98
YGR275W,0.98,0.98
YGR276C,0.98,0.98
YGR277C,0.98,0.98
YGR278W,0.98,0.98
YGR279C,0.98,0.98
YGR280C,0.98,0.98
YGR281W,0.98,0.98
YGR282C,0.98,0.98
YGR283C,0.98,0.98
YGR284C,0.98,0.98
YGR285C,0.98,0.98
YGR286C,0.98,0.98
YGR287C,0.98,0.98
YGR288W,0.98,0.98
YGR289C,0.98,0.98
YGR292W,0.94,0.88
YGR294W,0.76,0.68
YGR295C,0.98,0.98
YGR296W,0.0,0.0
YHL050C,0.36,0.3
YHL049C,0.52,0.56
YHL048C-A,0.98,0.98
YHL048W,0.96,0.94
YHL047C,0.98,0.98
YHL046C,0.92,0.86
YHL044W,0.98,0.98
YHL043W,0.98,0.98
YHL042W,0.98,0.98
YHL040C,0.98,0.98
YHL039W,0.98,0.98
YHL038C,0.98,0.98
YHL036W,0.98,0.98
YHL035C,0.98,0.98
YHL034C,0.98,0.98
YHL033C,0.98,0.98
YHL032C,0.98,0.98
YHL031C,0.98,0.98
YHL030W,0.98,0.98
YHL029C,0.98,0.98
YHL028W,0.98,0.98
YHL027W,0.98,0.98
YHL026C,0.98,0.98
YHL025W,0.98,0.98
YHL024W,0.98,0.98
YHL023C,0.98,0.98
YHL022C,0.98,0.98
YHL021C,0.98,0.98
YHL020C,0.98,0.98
YHL019C,0.98,0.98
YHL018W,0.98,0.98
YHL017W,0.98,0.98
YHL016C,0.98,0.98
YHL015W-A,0.98,0.98
YHL015W,0.98,0.98
YHL014C,0.98,0.98
YHL013C,0.98,0.98
YHL012W,0.98,0.98
YHL011C,0.98,0.98
YHL010C,0.98,0.98
YHL009C,0.92,0.92
YHL008C,0.4,0.4
YHL007C,0.98,0.98
YHL006C,0.98,0.98
YHL004W,0.98,0.98
YHL003C,0.98,0.98
YHL002W,0.98,0.98
YHL001W,0.98,0.98
YHR001W,0.98,0.98
YHR001W-A,0.98,0.98
YHR002W,0.98,0.98
YHR003C,0.98,0.98
YHR004C,0.98,0.98
YHR005C,0.98,0.98
YHR005C-A,0.98,0.98
YHR006W,0.98,0.98
YHR007C,0.98,0.98
YHR007C-A,0.98,0.98
YHR008C,0.98,0.98
YHR009C,0.98,0.98
YHR010W,0.98,0.98
YHR011W,0.98,0.98
YHR012W,0.98,0.98
YHR013C,0.98,0.98
YHR014W,0.98,0.98
YHR015W,0.98,0.98
YHR016C,0.98,0.98
YHR017W,0.98,0.98
YHR018C,0.98,0.98
YHR019C,0.98,0.98
YHR020W,0.98,0.98
YHR021C,0.98,0.98
YHR021W-A,0.98,0.98
YHR022C,0.98,0.98
YHR022C-A,0.98,0.98
YHR023W,0.98,0.98
YHR024C,0.98,0.98
YHR025W,0.98,0.98
YHR026W,0.98,0.98
YHR027C,0.98,0.98
YHR028C,0.98,0.98
YHR029C,0.98,0.98
YHR030C,0.98,0.98
YHR031C,0.98,0.98
YHR032W,0.98,0.98
YHR033W,0.98,0.98
YHR034C,0.98,0.98
YHR035W,0.98,0.98
YHR036W,0.98,0.98
YHR037W,0.98,0.98
YHR038W,0.98,0.98
YHR039C,0.98,0.98
YHR039C-A,0.98,0.98
YHR040W,0.98,0.98
YHR041C,0.98,0.98
YHR042W,0.98,0.98
YHR043C,0.98,0.98
YHR044C,0.96,0.98
YHR045W,0.98,0.98
YHR046C,0.98,0.98
YHR047C,0.98,0.98
YHR048W,0.98,0.98
YHR049W,0.98,0.98
YHR050W,0.98,0.98
YHR050W-A,0.98,0.98
YHR051W,0.98,0.98
YHR052W,0.98,0.98
YHR053C,0.16,0.16
YHR054C,0.3,0.32
YHR055C,0.14,0.14
YHR056C,0.98,0.98
YHR057C,0.98,0.98
YHR058C,0.98,0.98
YHR059W,0.98,0.98
YHR060W,0.98,0.98
YHR061C,0.98,0.98
YHR062C,0.98,0.98
YHR063C,0.98,0.98
YHR064C,0.98,0.98
YHR065C,0.98,0.98
YHR066W,0.98,0.98
YHR067W,0.98,0.98
YHR068W,0.98,0.98
YHR069C,0.98,0.98
YHR070W,0.98,0.98
YHR071W,0.98,0.98
YHR072W,0.98,0.98
YHR072W-A,0.98,0.98
YHR073W,0.98,0.98
YHR074W,0.98,0.98
YHR075C,0.98,0.98
YHR076W,0.98,0.98
YHR077C,0.98,0.98
YHR078W,0.98,0.98
YHR079C,0.98,0.98
YHR079C-A,0.98,0.98
YHR080C,0.98,0.98
YHR081W,0.98,0.98
YHR082C,0.98,0.98
YHR083W,0.98,0.98
YHR084W,0.98,0.98
YHR085W,0.98,0.98
YHR086W,0.98,0.98
YHR086W-A,0.98,0.98
YHR087W,0.98,0.98
YHR088W,0.98,0.98
YHR089C,0.98,0.98
YHR090C,0.98,0.98
YHR091C,0.98,0.98
YHR092C,0.98,0.98
YHR094C,0.98,0.98
YHR096C,0.98,0.98
YHR097C,0.98,0.98
YHR098C,0.98,0.98
YHR099W,0.98,0.98
YHR100C,0.98,0.98
YHR101C,0.98,0.98
YHR102W,0.98,0.98
YHR103W,0.98,0.98
YHR104W,0.98,0.98
YHR105W,0.98,0.98
YHR106W,0.98,0.98
YHR107C,0.98,0.98
YHR108W,0.98,0.98
YHR109W,0.98,0.98
YHR110W,0.98,0.98
YHR111W,0.98,0.98
YHR112C,0.98,0.98
YHR113W,0.98,0.98
YHR114W,0.98,0.98
YHR115C,0.98,0.98
YHR116W,0.98,0.98
YHR117W,0.98,0.98
YHR118C,0.98,0.98
YHR119W,0.98,0.98
YHR120W,0.98,0.98
YHR121W,0.98,0.98
YHR122W,0.98,0.98
YHR123W,0.98,0.98
YHR124W,0.98,0.98
YHR126C,0.98,0.98
YHR127W,0.98,0.98
YHR128W,0.98,0.98
YHR129C,0.98,0.98
YHR131C,0.98,0.98
YHR132C,0.98,0.98
YHR132W-A,0.98,0.98
YHR133C,0.98,0.98
YHR134W,0.98,0.98
YHR135C,0.98,0.98
YHR136C,0.98,0.98
YHR137W,0.98,0.98
YHR138C,0.98,0.98
YHR139C,0.98,0.98
YHR140W,0.98,0.98
YHR141C,0.98,0.98
YHR142W,0.98,0.98
YHR143W,0.98,0.98
YHR143W-A,0.98,0.98
YHR144C,0.98,0.98
YHR146W,0.98,0.98
YHR147C,0.98,0.98
YHR148W,0.98,0.98
YHR149C,0.98,0.98
YHR150W,0.98,0.98
YHR151C,0.98,0.98
YHR152W,0.98,0.98
YHR153C,0.98,0.98
YHR154W,0.98,0.98
YHR155W,0.98,0.98
YHR156C,0.98,0.98
YHR157W,0.98,0.98
YHR158C,0.98,0.98
YHR159W,0.98,0.98
YHR160C,0.98,0.98
YHR161C,0.98,0.98
YHR162W,0.98,0.98
YHR163W,0.98,0.98
YHR164C,0.98,0.98
YHR165C,0.98,0.98
YHR166C,0.98,0.98
YHR167W,0.98,0.98
YHR168W,0.98,0.98
YHR169W,0.98,0.98
YHR170W,0.98,0.98
YHR171W,0.98,0.98
YHR172W,0.98,0.98
YHR174W,0.98,0.98
YHR175W,0.98,0.98
YHR175W-A,0.98,0.98
YHR176W,0.98,0.98
YHR177W,0.98,0.98
YHR178W,0.98,0.98
YHR179W,0.98,0.98
YHR181W,0.98,0.98
YHR182W,0.98,0.98
YHR183W,0.98,0.98
YHR184W,0.98,0.98
YHR185C,0.98,0.98
YHR186C,0.98,0.98
YHR187W,0.98,0.98
YHR188C,0.98,0.98
YHR189W,0.98,0.98
YHR190W,0.98,0.98
YHR191C,0.98,0.98
YHR192W,0.98,0.98
YHR193C,0.98,0.98
YHR194W,0.98,0.98
YHR195W,0.98,0.98
YHR196W,0.98,0.98
YHR197W,0.98,0.98
YHR198C,0.98,0.98
YHR199C,0.98,0.98
YHR199C-A,0.98,0.98
YHR200W,0.98,0.98
YHR201C,0.98,0.98
YHR202W,0.98,0.98
YHR203C,0.98,0.98
YHR204W,0.98,0.98
YHR205W,0.98,0.98
YHR206W,0.98,0.98
YHR207C,0.98,0.98
YHR208W,0.98,0.98
YHR209W,0.98,0.98
YHR210C,0.98,0.98
YHR211W,0.98,0.98
YHR212W-A,0.0,0.0
YHR213W,0.0,0.0
YHR213W-A,0.36,0.4
YHR213W-B,0.56,0.58
YHR214W,0.38,0.42
YHR214C-D,0.0,0.0
YHR214C-E,0.58,0.56
YHR215W,0.28,0.24
YHR216W,0.98,0.98
YHR218W,0.02,0.0
YHR219W,0.04,0.02
YIL177C,0.0,0.0
YIL176C,0.0,0.0
YIL173W,0.0,0.0
YIL172C,0.02,0.0
YIL169C,0.94,0.98
YIL166C,0.98,0.98
YIL165C,0.98,0.98
YIL164C,0.98,0.98
YIL162W,0.98,0.98
YIL161W,0.98,0.98
YIL160C,0.98,0.98
YIL159W,0.98,0.98
YIL158W,0.98,0.98
YIL157C,0.98,0.98
YIL156W-B,0.98,0.98
YIL156W,0.98,0.98
YIL155C,0.98,0.98
YIL154C,0.98,0.98
YIL153W,0.98,0.98
YIL152W,0.98,0.98
YIL151C,0.98,0.98
YIL150C,0.98,0.98
YIL149C,0.98,0.98
YIL148W,0.98,0.98
YIL147C,0.98,0.98
YIL146C,0.98,0.98
YIL145C,0.98,0.98
YIL144W,0.98,0.98
YIL143C,0.98,0.98
YIL142W,0.98,0.98
YIL140W,0.98,0.98
YIL139C,0.98,0.98
YIL138C,0.98,0.98
YIL137C,0.98,0.98
YIL136W,0.98,0.98
YIL135C,0.98,0.98
YIL134C-A,0.98,0.98
YIL134W,0.98,0.98
YIL133C,0.98,0.98
YIL132C,0.98,0.98
YIL131C,0.98,0.98
YIL130W,0.98,0.98
YIL129C,0.98,0.98
YIL128W,0.98,0.98
YIL127C,0.98,0.98
YIL126W,0.98,0.98
YIL125W,0.98,0.98
YIL124W,0.98,0.98
YIL123W,0.98,0.98
YIL122W,0.98,0.98
YIL121W,0.98,0.98
YIL120W,0.98,0.98
YIL119C,0.98,0.98
YIL118W,0.98,0.98
YIL117C,0.98,0.98
YIL116W,0.98,0.98
YIL115C,0.98,0.98
YIL114C,0.98,0.98
YIL113W,0.98,0.98
YIL112W,0.98,0.98
YIL111W,0.98,0.98
YIL110W,0.98,0.98
YIL109C,0.98,0.98
YIL108W,0.98,0.98
YIL107C,0.98,0.98
YIL106W,0.98,0.98
YIL105C,0.98,0.98
YIL104C,0.98,0.98
YIL103W,0.98,0.98
YIL102C-A,0.98,0.98
YIL102C,0.98,0.98
YIL101C,0.98,0.98
YIL099W,0.98,0.98
YIL098C,0.98,0.98
YIL097W,0.98,0.98
YIL096C,0.98,0.98
YIL095W,0.98,0.98
YIL094C,0.98,0.98
YIL093C,0.98,0.98
YIL092W,0.98,0.98
YIL091C,0.98,0.98
YIL090W,0.98,0.98
YIL089W,0.98,0.98
YIL088C,0.98,0.98
YIL087C,0.98,0.98
YIL085C,0.98,0.98
YIL084C,0.98,0.98
YIL083C,0.98,0.98
YIL079C,0.98,0.98
YIL078W,0.98,0.98
YIL077C,0.98,0.98
YIL076W,0.98,0.98
YIL075C,0.98,0.98
YIL074C,0.98,0.98
YIL073C,0.98,0.98
YIL072W,0.98,0.98
YIL071C,0.98,0.98
YIL070C,0.98,0.98
YIL069C,0.98,0.98
YIL068C,0.98,0.98
YIL067C,0.98,0.98
YIL066C,0.98,0.98
YIL065C,0.98,0.98
YIL064W,0.98,0.98
YIL063C,0.98,0.98
YIL062C,0.98,0.98
YIL061C,0.98,0.98
YIL060W,0.86,0.86
YIL057C,0.98,0.98
YIL056W,0.98,0.98
YIL055C,0.98,0.98
YIL053W,0.98,0.98
YIL052C,0.98,0.98
YIL051C,0.98,0.98
YIL050W,0.98,0.98
YIL049W,0.98,0.98
YIL048W,0.98,0.98
YIL047C,0.98,0.98
YIL046W-A,0.98,0.98
YIL046W,0.98,0.98
YIL045W,0.98,0.98
YIL044C,0.98,0.98
YIL043C,0.98,0.98
YIL042C,0.98,0.98
YIL041W,0.98,0.98
YIL040W,0.98,0.98
YIL039W,0.98,0.98
YIL038C,0.98,0.98
YIL037C,0.98,0.98
YIL036W,0.98,0.98
YIL035C,0.98,0.98
YIL034C,0.98,0.98
YIL033C,0.98,0.98
YIL031W,0.98,0.98
YIL030C,0.98,0.98
YIL029C,0.98,0.98
YIL027C,0.98,0.98
YIL026C,0.98,0.98
YIL024C,0.98,0.98
YIL023C,0.98,0.98
YIL022W,0.98,0.98
YIL021W,0.98,0.98
YIL020C,0.98,0.98
YIL019W,0.98,0.98
YIL018W,0.98,0.98
YIL017C,0.98,0.98
YIL016W,0.98,0.98
YIL015W,0.5,0.5
YIL014C-A,0.98,0.98
YIL014W,0.98,0.98
YIL013C,0.98,0.98
YIL011W,0.98,0.98
YIL010W,0.98,0.98
YIL009C-A,0.98,0.98
YIL009W,0.98,0.98
YIL008W,0.98,0.98
YIL007C,0.98,0.98
YIL006W,0.98,0.98
YIL005W,0.98,0.98
YIL004C,0.98,0.98
YIL003W,0.98,0.98
YIL002W-A,0.98,0.98
YIL002C,0.98,0.98
YIL001W,0.98,0.98
YIR001C,0.98,0.98
YIR002C,0.98,0.98
YIR003W,0.98,0.98
YIR004W,0.98,0.98
YIR005W,0.98,0.98
YIR006C,0.98,0.98
YIR007W,0.98,0.98
YIR008C,0.98,0.98
YIR009W,0.98,0.98
YIR010W,0.98,0.98
YIR011C,0.98,0.98
YIR012W,0.98,0.98
YIR013C,0.98,0.98
YIR014W,0.98,0.98
YIR015W,0.98,0.98
YIR016W,0.98,0.98
YIR017C,0.98,0.98
YIR018W,0.98,0.98
YIR018C-A,0.98,0.98
YIR019C,0.98,0.98
YIR021W,0.98,0.98
YIR021W-A,0.98,0.98
YIR022W,0.98,0.98
YIR023W,0.98,0.98
YIR024C,0.98,0.98
YIR025W,0.98,0.98
YIR026C,0.98,0.98
YIR027C,0.98,0.98
YIR028W,0.98,0.98
YIR029W,0.98,0.98
YIR030C,0.98,0.98
YIR031C,0.98,0.98
YIR032C,0.98,0.98
YIR033W,0.98,0.98
YIR034C,0.98,0.98
YIR035C,0.98,0.98
YIR036C,0.98,0.98
YIR037W,0.98,0.98
YIR038C,0.98,0.98
YIR039C,0.98,0.98
YIR041W,0.66,0.68
YIR042C,0.98,0.98
YJL225C,0.0,0.0
YJL223C,0.0,0.0
YJL222W,0.0,0.0
YJL221C,0.3,0.26
YJL219W,0.4,0.38
YJL218W,0.98,0.98
YJL217W,0.98,0.98
YJL216C,0.98,0.98
YJL214W,0.98,0.98
YJL213W,0.98,0.98
YJL212C,0.98,0.98
YJL210W,0.98,0.98
YJL209W,0.98,0.98
YJL208C,0.98,0.98
YJL207C,0.98,0.98
YJL206C,0.98,0.98
YJL205C,0.98,0.98
YJL204C,0.98,0.98
YJL203W,0.98,0.98
YJL201W,0.98,0.98
YJL200C,0.98,0.98
YJL198W,0.98,0.98
YJL197W,0.98,0.98
YJL196C,0.98,0.98
YJL194W,0.98,0.98
YJL193W,0.98,0.98
YJL192C,0.98,0.98
YJL191W,0.98,0.98
YJL190C,0.98,0.98
YJL189W,0.98,0.98
YJL187C,0.98,0.98
YJL186W,0.98,0.98
YJL185C,0.98,0.98
YJL184W,0.98,0.98
YJL183W,0.98,0.98
YJL181W,0.98,0.98
YJL180C,0.98,0.98
YJL179W,0.98,0.98
YJL178C,0.98,0.98
YJL177W,0.98,0.98
YJL176C,0.98,0.98
YJL174W,0.98,0.98
YJL173C,0.98,0.98
YJL172W,0.98,0.98
YJL171C,0.98,0.98
YJL170C,0.98,0.98
YJL168C,0.98,0.98
YJL167W,0.98,0.98
YJL166W,0.98,0.98
YJL165C,0.98,0.98
YJL164C,0.98,0.98
YJL163C,0.98,0.98
YJL162C,0.98,0.98
YJL161W,0.98,0.98
YJL160C,0.98,0.98
YJL159W,0.98,0.98
YJL158C,0.98,0.98
YJL157C,0.98,0.98
YJL156C,0.98,0.98
YJL155C,0.98,0.98
YJL154C,0.98,0.98
YJL153C,0.98,0.98
YJL151C,0.98,0.98
YJL149W,0.98,0.98
YJL148W,0.98,0.98
YJL147C,0.98,0.98
YJL146W,0.98,0.98
YJL145W,0.98,0.98
YJL144W,0.98,0.98
YJL143W,0.98,0.98
YJL141C,0.98,0.98
YJL140W,0.98,0.98
YJL139C,0.98,0.98
YJL138C,0.74,0.74
YJL137C,0.98,0.98
YJL136W-A,0.98,0.98
YJL136C,0.98,0.98
YJL134W,0.98,0.98
YJL133C-A,0.98,0.98
YJL133W,0.98,0.98
YJL132W,0.98,0.98
YJL131C,0.98,0.98
YJL130C,0.98,0.98
YJL129C,0.98,0.98
YJL128C,0.98,0.98
YJL127C-B,0.98,0.98
YJL127C,0.98,0.98
YJL126W,0.98,0.98
YJL125C,0.98,0.98
YJL124C,0.98,0.98
YJL123C,0.98,0.98
YJL122W,0.98,0.98
YJL121C,0.98,0.98
YJL118W,0.98,0.98
YJL117W,0.98,0.98
YJL116C,0.98,0.98
YJL115W,0.98,0.98
YJL112W,0.98,0.98
YJL111W,0.98,0.98
YJL110C,0.98,0.98
YJL109C,0.98,0.98
YJL108C,0.98,0.98
YJL107C,0.98,0.98
YJL106W,0.98,0.98
YJL105W,0.98,0.98
YJL104W,0.98,0.98
YJL103C,0.98,0.98
YJL102W,0.98,0.98
YJL101C,0.98,0.98
YJL100W,0.98,0.98
YJL099W,0.98,0.98
YJL098W,0.98,0.98
YJL097W,0.98,0.98
YJL096W,0.98,0.98
YJL095W,0.98,0.98
YJL094C,0.98,0.98
YJL093C,0.98,0.98
YJL092W,0.98,0.98
YJL091C,0.98,0.98
YJL090C,0.98,0.98
YJL089W,0.98,0.98
YJL088W,0.98,0.98
YJL087C,0.98,0.98
YJL085W,0.98,0.98
YJL084C,0.98,0.98
YJL083W,0.98,0.98
YJL082W,0.98,0.98
YJL081C,0.98,0.98
YJL080C,0.98,0.98
YJL079C,0.98,0.98
YJL078C,0.98,0.98
YJL077W-B,0.98,0.98
YJL077C,0.98,0.98
YJL076W,0.98,0.98
YJL074C,0.98,0.98
YJL073W,0.98,0.98
YJL072C,0.98,0.98
YJL071W,0.98,0.98
YJL070C,0.98,0.98
YJL069C,0.98,0.98
YJL068C,0.98,0.98
YJL066C,0.98,0.98
YJL065C,0.98,0.98
YJL063C,0.98,0.98
YJL062W-A,0.98,0.98
YJL062W,0.98,0.98
YJL061W,0.98,0.98
YJL060W,0.98,0.98
YJL059W,0.98,0.98
YJL058C,0.98,0.98
YJL057C,0.98,0.98
YJL056C,0.98,0.98
YJL055W,0.98,0.98
YJL054W,0.98,0.98
YJL053W,0.98,0.98
YJL052C-A,0.98,0.98
YJL052W,0.98,0.98
YJL051W,0.98,0.98
YJL050W,0.98,0.98
YJL049W,0.98,0.98
YJL048C,0.98,0.98
YJL047C-A,0.98,0.98
YJL047C,0.98,0.98
YJL046W,0.98,0.98
YJL045W,0.98,0.98
YJL044C,0.98,0.98
YJL043W,0.98,0.98
YJL042W,0.98,0.98
YJL041W,0.98,0.98
YJL039C,0.98,0.98
YJL038C,0.98,0.98
YJL037W,0.98,0.98
YJL036W,0.98,0.98
YJL035C,0.98,0.98
YJL034W,0.98,0.98
YJL033W,0.98,0.98
YJL031C,0.98,0.98
YJL030W,0.98,0.98
YJL029C,0.98,0.98
YJL028W,0.98,0.98
YJL027C,0.98,0.98
YJL026W,0.98,0.98
YJL025W,0.98,0.98
YJL024C,0.98,0.98
YJL023C,0.98,0.98
YJL020C,0.98,0.98
YJL019W,0.98,0.98
YJL016W,0.98,0.98
YJL014W,0.98,0.98
YJL013C,0.98,0.98
YJL012C,0.98,0.98
