orf_name,coverage_rep1,coverage_rep2
YOR017W,0.98,0.98
YOR018W,0.98,0.98
YOR019W,0.98,0.98
YOR020C,0.98,0.98
YOR020W-A,0.98,0.98
YOR021C,0.98,0.98
YOR022C,0.98,0.98
YOR023C,0.98,0.98
YOR025W,0.98,0.98
YOR026W,0.98,0.98
YOR027W,0.98,0.98
YOR028C,0.98,0.98
YOR030W,0.98,0.98
YOR031W,0.98,0.98
YOR032C,0.98,0.98
YOR032W-A,0.98,0.98
YOR033C,0.98,0.98
YOR034C,0.98,0.98
YOR034C-A,0.98,0.98
YOR035C,0.98,0.98
YOR036W,0.98,0.98
YOR037W,0.98,0.98
YOR038C,0.98,0.98
YOR039W,0.98,0.98
YOR040W,0.98,0.98
YOR042W,0.98,0.98
YOR043W,0.98,0.98
YOR044W,0.98,0.98
YOR045W,0.98,0.98
YOR046C,0.98,0.98
YOR047C,0.98,0.98
YOR048C,0.98,0.98
YOR049C,0.98,0.98
YOR051C,0.98,0.98
YOR052C,0.98,0.98
YOR054C,0.98,0.98
YOR056C,0.98,0.98
YOR057W,0.98,0.98
YOR058C,0.98,0.98
YOR059C,0.98,0.98
YOR060C,0.98,0.98
YOR061W,0.98,0.98
YOR062C,0.98,0.98
YOR063W,0.98,0.98
YOR064C,0.98,0.98
YOR065W,0.98,0.98
YOR066W,0.98,0.98
YOR067C,0.98,0.98
YOR069W,0.98,0.98
YOR068C,0.98,0.98
YOR070C,0.98,0.98
YOR071C,0.98,0.98
YOR072W-B,0.98,0.98
YOR073W,0.98,0.98
YOR074C,0.98,0.98
YOR075W,0.98,0.98
YOR076C,0.98,0.98
YOR077W,0.98,0.98
YOR078W,0.98,0.98
YOR079C,0.98,0.98
YOR080W,0.98,0.98
YOR081C,0.98,0.98
YOR083W,0.98,0.98
YOR084W,0.98,0.98
YOR085W,0.98,0.98
YOR086C,0.98,0.98
YOR087W,0.98,0.98
YOR089C,0.98,0.98
YOR090C,0.98,0.98
YOR091W,0.98,0.98
YOR092W,0.98,0.98
YOR093C,0.98,0.98
YOR094W,0.98,0.98
YOR095C,0.98,0.98
YOR096W,0.98,0.98
YOR097C,0.98,0.98
YOR098C,0.98,0.98
YOR099W,0.98,0.98
YOR100C,0.98,0.98
YOR101W,0.98,0.98
YOR103C,0.98,0.98
YOR104W,0.98,0.98
YOR106W,0.98,0.98
YOR107W,0.98,0.98
YOR108W,0.98,0.98
YOR109W,0.98,0.98
YOR110W,0.98,0.98
YOR111W,0.98,0.98
YOR112W,0.98,0.98
YOR113W,0.98,0.98
YOR114W,0.98,0.98
YOR115C,0.98,0.98
YOR116C,0.98,0.98
YOR117W,0.98,0.98
YOR118W,0.98,0.98
YOR119C,0.98,0.98
YOR120W,0.98,0.98
YOR122C,0.98,0.98
YOR123C,0.98,0.98
YOR124C,0.98,0.98
YOR125C,0.98,0.98
YOR126C,0.98,0.98
YOR127W,0.98,0.98
YOR128C,0.98,0.98
YOR129C,0.98,0.98
YOR130C,0.98,0.98
YOR131C,0.98,0.98
YOR132W,0.98,0.98
YOR133W,0.64,0.6
YOR134W,0.98,0.98
YOR136W,0.98,0.98
YOR137C,0.98,0.98
YOR138C,0.98,0.98
YOR140W,0.98,0.98
YOR141C,0.98,0.98
YOR142W,0.98,0.98
YOR143C,0.98,0.98
YOR144C,0.98,0.98
YOR145C,0.98,0.98
YOR147W,0.98,0.98
YOR148C,0.98,0.98
YOR149C,0.98,0.98
YOR150W,0.98,0.98
YOR151C,0.98,0.98
YOR152C,0.98,0.98
YOR153W,0.98,0.98
YOR154W,0.98,0.98
YOR155C,0.98,0.98
YOR156C,0.98,0.98
YOR157C,0.98,0.98
YOR158W,0.98,0.98
YOR159C,0.98,0.98
YOR160W,0.98,0.98
YOR161C,0.98,0.98
YOR161C-C,0.98,0.98
YOR162C,0.98,0.98
YOR163W,0.98,0.98
YOR164C,0.98,0.98
YOR165W,0.98,0.98
YOR166C,0.98,0.98
YOR167C,0.98,0.98
YOR168W,0.98,0.98
YOR171C,0.98,0.98
YOR172W,0.98,0.98
YOR173W,0.98,0.98
YOR174W,0.98,0.98
YOR175C,0.98,0.98
YOR176W,0.98,0.98
YOR177C,0.98,0.98
YOR178C,0.98,0.98
YOR179C,0.98,0.98
YOR180C,0.98,0.98
YOR181W,0.98,0.98
YOR182C,0.98,0.98
YOR183W,0.98,0.98
YOR184W,0.98,0.98
YOR185C,0.98,0.98
YOR186W,0.98,0.98
YOR187W,0.98,0.98
YOR188W,0.98,0.98
YOR189W,0.98,0.98
YOR190W,0.98,0.98
YOR191W,0.98,0.98
YOR192C,0.98,0.98
YOR192C-C,0.54,0.54
YOR193W,0.98,0.98
YOR194C,0.98,0.98
YOR195W,0.98,0.98
YOR196C,0.98,0.98
YOR197W,0.98,0.98
YOR198C,0.98,0.98
YOR201C,0.98,0.98
YOR202W,0.98,0.98
YOR204W,0.98,0.98
YOR205C,0.98,0.98
YOR206W,0.98,0.98
YOR207C,0.98,0.98
YOR208W,0.98,0.98
YOR209C,0.98,0.98
YOR210W,0.98,0.98
YOR211C,0.98,0.98
YOR212W,0.98,0.98
YOR213C,0.98,0.98
YOR214C,0.98,0.98
YOR215C,0.98,0.98
YOR216C,0.98,0.98
YOR217W,0.98,0.98
YOR219C,0.98,0.98
YOR220W,0.98,0.98
YOR221C,0.98,0.98
YOR222W,0.98,0.98
YOR223W,0.98,0.98
YOR224C,0.98,0.98
YOR226C,0.98,0.98
YOR227W,0.98,0.98
YOR228C,0.98,0.98
YOR229W,0.98,0.98
YOR230W,0.98,0.98
YOR231W,0.98,0.98
YOR232W,0.98,0.98
YOR233W,0.98,0.98
YOR234C,0.98,0.98
YOR236W,0.98,0.98
YOR237W,0.98,0.98
YOR238W,0.98,0.98
YOR239W,0.98,0.98
YOR241W,0.98,0.98
YOR242C,0.98,0.98
YOR243C,0.98,0.98
YOR244W,0.98,0.98
YOR245C,0.98,0.98
YOR246C,0.98,0.98
YOR247W,0.98,0.98
YOR249C,0.98,0.98
YOR250C,0.98,0.98
YOR251C,0.98,0.98
YOR252W,0.98,0.98
YOR253W,0.98,0.98
YOR254C,0.98,0.98
YOR255W,0.98,0.98
YOR256C,0.98,0.98
YOR257W,0.98,0.98
YOR258W,0.98,0.98
YOR259C,0.98,0.98
YOR260W,0.98,0.98
YOR261C,0.98,0.98
YOR262W,0.98,0.98
YOR264W,0.98,0.98
YOR265W,0.98,0.98
YOR266W,0.98,0.98
YOR267C,0.98,0.98
YOR268C,0.98,0.98
YOR269W,0.98,0.98
YOR270C,0.98,0.98
YOR271C,0.98,0.98
YOR272W,0.98,0.98
YOR273C,0.98,0.98
YOR274W,0.98,0.98
YOR275C,0.98,0.98
YOR276W,0.98,0.98
YOR278W,0.98,0.98
YOR279C,0.98,0.98
YOR280C,0.98,0.98
YOR281C,0.98,0.98
YOR283W,0.98,0.98
YOR284W,0.98,0.98
YOR285W,0.98,0.98
YOR286W,0.98,0.98
YOR287C,0.98,0.98
YOR288C,0.98,0.98
YOR289W,0.98,0.98
YOR290C,0.98,0.98
YOR291W,0.98,0.98
YOR292C,0.98,0.98
YOR293W,0.98,0.98
YOR293C-A,0.98,0.98
YOR294W,0.98,0.98
YOR295W,0.98,0.98
YOR296W,0.98,0.98
YOR297C,0.98,0.98
YOR298W,0.98,0.98
YOR298C-A,0.98,0.98
YOR299W,0.98,0.98
YOR301W,0.98,0.98
YOR302W,0.98,0.98
YOR303W,0.98,0.98
YOR304W,0.98,0.98
YOR304C-A,0.98,0.98
YOR305W,0.98,0.98
YOR306C,0.98,0.98
YOR307C,0.98,0.98
YOR308C,0.98,0.98
YOR310C,0.98,0.98
YOR311C,0.98,0.98
YOR312C,0.98,0.98
YOR313C,0.98,0.98
YOR315W,0.98,0.98
YOR316C,0.98,0.98
YOR316C-A,0.98,0.98
YOR317W,0.98,0.98
YOR319W,0.98,0.98
YOR320C,0.98,0.98
YOR321W,0.98,0.98
YOR322C,0.98,0.98
YOR323C,0.98,0.98
YOR324C,0.98,0.98
YOR326W,0.98,0.98
YOR327C,0.98,0.98
YOR328W,0.98,0.98
YOR329C,0.98,0.98
YOR330C,0.98,0.98
YOR332W,0.98,0.98
YOR334W,0.98,0.98
YOR335C,0.98,0.98
YOR336W,0.98,0.98
YOR337W,0.98,0.98
YOR338W,0.98,0.98
YOR339C,0.98,0.98
YOR340C,0.98,0.98
YOR341W,0.98,0.98
YOR342C,0.98,0.98
YOR344C,0.98,0.98
YOR346W,0.98,0.98
YOR347C,0.98,0.98
YOR348C,0.98,0.98
YOR349W,0.98,0.98
YOR350C,0.98,0.98
YOR351C,0.98,0.98
YOR352W,0.98,0.98
YOR353C,0.98,0.98
YOR354C,0.98,0.98
YOR355W,0.98,0.98
YOR356W,0.98,0.98
YOR357C,0.98,0.98
YOR358W,0.98,0.98
YOR359W,0.98,0.98
YOR360C,0.98,0.98
YOR361C,0.98,0.98
YOR362C,0.98,0.98
YOR363C,0.98,0.98
YOR365C,0.98,0.98
YOR367W,0.98,0.98
YOR368W,0.98,0.98
YOR369C,0.98,0.98
YOR370C,0.98,0.98
YOR371C,0.98,0.98
YOR372C,0.98,0.98
YOR373W,0.98,0.98
YOR374W,0.98,0.98
YOR375C,0.98,0.98
YOR376W-A,0.98,0.98
YOR377W,0.98,0.98
YOR378W,0.98,0.98
YOR380W,0.98,0.98
YOR381W,0.98,0.98
YOR381W-A,0.98,0.98
YOR382W,0.98,0.98
YOR383C,0.98,0.98
YOR384W,0.98,0.98
YOR385W,0.98,0.98
YOR386W,0.98,0.98
YOR387C,0.98,0.98
YOR388C,0.76,0.74
YOR389W,0.98,0.98
YOR390W,0.44,0.42
YOR391C,0.88,0.88
YOR393W,0.0,0.0
YOR394W,0.0,0.0
YOR394C-A,0.2,0.24
YOR396W,0.0,0.0
YPL283C,0.0,0.0
YPL282C,0.0,0.0
YPL281C,0.0,0.0
YPL280W,0.36,0.36
YPL279C,0.4,0.4
YPL278C,0.82,0.9
YPL277C,0.98,0.98
YPL274W,0.98,0.98
YPL273W,0.98,0.98
YPL272C,0.98,0.98
YPL271W,0.98,0.98
YPL270W,0.98,0.98
YPL269W,0.98,0.98
YPL268W,0.98,0.98
YPL267W,0.98,0.98
YPL266W,0.98,0.98
YPL265W,0.98,0.98
YPL264C,0.98,0.98
YPL263C,0.98,0.98
YPL262W,0.98,0.98
YPL260W,0.98,0.98
YPL259C,0.98,0.98
YPL258C,0.98,0.98
YPL257W,0.98,0.98
YPL256C,0.98,0.98
YPL255W,0.98,0.98
YPL254W,0.98,0.98
YPL253C,0.98,0.98
YPL252C,0.98,0.98
YPL250C,0.98,0.98
YPL249C-A,0.98,0.98
YPL249C,0.98,0.98
YPL248C,0.98,0.98
YPL247C,0.98,0.98
YPL246C,0.98,0.98
YPL245W,0.98,0.98
YPL244C,0.98,0.98
YPL243W,0.98,0.98
YPL242C,0.98,0.98
YPL241C,0.98,0.98
YPL240C,0.98,0.98
YPL239W,0.98,0.98
YPL237W,0.98,0.98
YPL236C,0.98,0.98
YPL235W,0.98,0.98
YPL234C,0.98,0.98
YPL233W,0.98,0.98
YPL232W,0.98,0.98
YPL231W,0.98,0.98
YPL230W,0.98,0.98
YPL229W,0.98,0.98
YPL228W,0.98,0.98
YPL227C,0.98,0.98
YPL226W,0.98,0.98
YPL225W,0.98,0.98
YPL224C,0.98,0.98
YPL223C,0.98,0.98
YPL222W,0.98,0.98
YPL221W,0.98,0.98
YPL220W,0.72,0.68
YPL219W,0.98,0.98
YPL218W,0.98,0.98
YPL217C,0.98,0.98
YPL216W,0.98,0.98
YPL215W,0.98,0.98
YPL214C,0.98,0.98
YPL213W,0.98,0.98
YPL212C,0.98,0.98
YPL211W,0.98,0.98
YPL210C,0.98,0.98
YPL209C,0.98,0.98
YPL208W,0.98,0.98
YPL207W,0.98,0.98
YPL206C,0.98,0.98
YPL204W,0.98,0.98
YPL203W,0.98,0.98
YPL202C,0.98,0.98
YPL201C,0.98,0.98
YPL200W,0.98,0.98
YPL199C,0.98,0.98
YPL198W,0.98,0.98
YPL196W,0.98,0.98
YPL195W,0.98,0.98
YPL194W,0.98,0.98
YPL193W,0.98,0.98
YPL192C,0.98,0.98
YPL191C,0.98,0.98
YPL190C,0.98,0.98
YPL189C-A,0.98,0.98
YPL189W,0.98,0.98
YPL188W,0.98,0.98
YPL187W,0.98,0.98
YPL186C,0.98,0.98
YPL184C,0.98,0.98
YPL183W-A,0.98,0.98
YPL183C,0.98,0.98
YPL181W,0.98,0.98
YPL180W,0.98,0.98
YPL179W,0.98,0.98
YPL178W,0.98,0.98
YPL177C,0.98,0.98
YPL176C,0.98,0.98
YPL175W,0.98,0.98
YPL174C,0.98,0.98
YPL173W,0.98,0.98
YPL172C,0.98,0.98
YPL171C,0.98,0.98
YPL170W,0.98,0.98
YPL169C,0.98,0.98
YPL168W,0.98,0.98
YPL167C,0.98,0.98
YPL166W,0.98,0.98
YPL165C,0.98,0.98
YPL164C,0.98,0.98
YPL163C,0.98,0.98
YPL162C,0.98,0.98
YPL161C,0.98,0.98
YPL160W,0.98,0.98
YPL159C,0.98,0.98
YPL158C,0.98,0.98
YPL157W,0.98,0.98
YPL156C,0.98,0.98
YPL155C,0.98,0.98
YPL154C,0.98,0.98
YPL153C,0.98,0.98
YPL152W-A,0.98,0.98
YPL152W,0.98,0.98
YPL151C,0.98,0.98
YPL150W,0.98,0.98
YPL149W,0.98,0.98
YPL148C,0.98,0.98
YPL147W,0.98,0.98
YPL146C,0.98,0.98
YPL145C,0.98,0.98
YPL144W,0.98,0.98
YPL143W,0.98,0.98
YPL141C,0.98,0.98
YPL140C,0.98,0.98
YPL139C,0.98,0.98
YPL138C,0.98,0.98
YPL137C,0.98,0.98
YPL135W,0.98,0.98
YPL134C,0.98,0.98
YPL133C,0.98,0.98
YPL132W,0.98,0.98
YPL131W,0.98,0.98
YPL130W,0.98,0.98
YPL129W,0.98,0.98
YPL128C,0.98,0.98
YPL127C,0.98,0.98
YPL126W,0.98,0.98
YPL125W,0.98,0.98
YPL124W,0.98,0.98
YPL123C,0.98,0.98
YPL122C,0.98,0.98
YPL121C,0.98,0.98
YPL120W,0.98,0.98
YPL119C-A,0.98,0.98
YPL119C,0.98,0.98
YPL118W,0.98,0.98
YPL117C,0.98,0.98
YPL116W,0.98,0.98
YPL115C,0.98,0.98
YPL113C,0.98,0.98
YPL112C,0.98,0.98
YPL111W,0.98,0.98
YPL110C,0.98,0.98
YPL109C,0.98,0.98
YPL108W,0.98,0.98
YPL107W,0.98,0.98
YPL106C,0.98,0.98
YPL105C,0.98,0.98
YPL104W,0.98,0.98
YPL103C,0.98,0.98
YPL101W,0.98,0.98
YPL100W,0.98,0.98
YPL099C,0.98,0.98
YPL098C,0.98,0.98
YPL097W,0.98,0.98
YPL096C-A,0.98,0.98
YPL096W,0.98,0.98
YPL095C,0.98,0.98
YPL094C,0.98,0.98
YPL093W,0.98,0.98
YPL092W,0.98,0.98
YPL091W,0.98,0.98
YPL090C,0.98,0.98
YPL089C,0.98,0.98
YPL088W,0.98,0.98
YPL087W,0.98,0.98
YPL086C,0.98,0.98
YPL085W,0.98,0.98
YPL084W,0.98,0.98
YPL083C,0.98,0.98
YPL082C,0.98,0.98
YPL081W,0.98,0.98
YPL079W,0.98,0.98
YPL078C,0.98,0.98
YPL077C,0.98,0.98
YPL076W,0.98,0.98
YPL075W,0.98,0.98
YPL074W,0.98,0.98
YPL072W,0.98,0.98
YPL071C,0.98,0.98
YPL070W,0.98,0.98
YPL069C,0.98,0.98
YPL068C,0.98,0.98
YPL067C,0.98,0.98
YPL066W,0.98,0.98
YPL065W,0.98,0.98
YPL064C,0.98,0.98
YPL063W,0.98,0.98
YPL061W,0.98,0.98
YPL060W,0.98,0.98
YPL059W,0.98,0.98
YPL058C,0.98,0.98
YPL057C,0.98,0.98
YPL056C,0.98,0.98
YPL055C,0.98,0.98
YPL054W,0.98,0.98
YPL053C,0.98,0.98
YPL052W,0.98,0.98
YPL051W,0.98,0.98
YPL050C,0.98,0.98
YPL049C,0.98,0.98
YPL048W,0.98,0.98
YPL047W,0.98,0.98
YPL046C,0.98,0.98
YPL045W,0.98,0.98
YPL043W,0.98,0.98
YPL042C,0.98,0.98
YPL041C,0.98,0.98
YPL040C,0.98,0.98
YPL039W,0.98,0.98
YPL038W-A,0.98,0.98
YPL038W,0.98,0.98
YPL037C,0.98,0.98
YPL036W,0.98,0.98
YPL034W,0.98,0.98
YPL033C,0.98,0.98
YPL032C,0.98,0.98
YPL031C,0.98,0.98
YPL030W,0.98,0.98
YPL029W,0.98,0.98
YPL028W,0.98,0.98
YPL027W,0.98,0.98
YPL026C,0.98,0.98
YPL024W,0.98,0.98
YPL023C,0.98,0.98
YPL022W,0.98,0.98
YPL021W,0.98,0.98
YPL020C,0.98,0.98
YPL019C,0.98,0.98
YPL018W,0.98,0.98
YPL017C,0.98,0.98
YPL016W,0.98,0.98
YPL015C,0.98,0.98
YPL014W,0.98,0.98
YPL013C,0.98,0.98
YPL012W,0.98,0.98
YPL011C,0.98,0.98
YPL010W,0.98,0.98
YPL009C,0.98,0.98
YPL008W,0.98,0.98
YPL007C,0.98,0.98
YPL006W,0.98,0.98
YPL005W,0.98,0.98
YPL004C,0.98,0.98
YPL003W,0.98,0.98
YPL002C,0.98,0.98
YPL001W,0.98,0.98
YPR001W,0.98,0.98
YPR002W,0.98,0.98
YPR003C,0.98,0.98
YPR004C,0.98,0.98
YPR005C,0.98,0.98
YPR006C,0.98,0.98
YPR007C,0.98,0.98
YPR008W,0.98,0.98
YPR009W,0.98,0.98
YPR010C,0.98,0.98
YPR010C-A,0.98,0.98
YPR011C,0.98,0.98
YPR013C,0.98,0.98
YPR015C,0.98,0.98
YPR016C,0.98,0.98
YPR017C,0.98,0.98
YPR018W,0.98,0.98
YPR019W,0.98,0.98
YPR020W,0.98,0.98
YPR021C,0.98,0.98
YPR022C,0.98,0.98
YPR023C,0.98,0.98
YPR024W,0.98,0.98
YPR025C,0.98,0.98
YPR026W,0.98,0.98
YPR027C,0.98,0.98
YPR028W,0.98,0.98
YPR029C,0.98,0.98
YPR030W,0.98,0.98
YPR031W,0.98,0.98
YPR032W,0.98,0.98
YPR033C,0.98,0.98
YPR034W,0.98,0.98
YPR035W,0.98,0.98
YPR036W,0.98,0.98
YPR036W-A,0.98,0.98
YPR037C,0.98,0.98
YPR040W,0.98,0.98
YPR041W,0.98,0.98
YPR042C,0.98,0.98
YPR043W,0.98,0.98
YPR045C,0.98,0.98
YPR046W,0.98,0.98
YPR047W,0.98,0.98
YPR048W,0.98,0.98
YPR049C,0.98,0.98
YPR051W,0.98,0.98
YPR052C,0.98,0.98
YPR054W,0.98,0.98
YPR055W,0.98,0.98
YPR056W,0.98,0.98
YPR057W,0.98,0.98
YPR058W,0.98,0.98
YPR060C,0.98,0.98
YPR061C,0.98,0.98
YPR062W,0.98,0.98
YPR063C,0.98,0.98
YPR065W,0.98,0.98
YPR066W,0.98,0.98
YPR067W,0.98,0.98
YPR068C,0.98,0.98
YPR069C,0.98,0.98
YPR070W,0.98,0.98
YPR071W,0.98,0.98
YPR072W,0.98,0.98
YPR073C,0.98,0.98
YPR074C,0.98,0.98
YPR075C,0.98,0.98
YPR078C,0.98,0.98
YPR079W,0.98,0.98
YPR080W,0.5,0.5
YPR081C,0.98,0.98
YPR082C,0.98,0.98
YPR083W,0.98,0.98
YPR084W,0.98,0.98
YPR085C,0.98,0.98
YPR086W,0.98,0.98
YPR088C,0.98,0.98
YPR089W,0.98,0.98
YPR091C,0.98,0.98
YPR093C,0.98,0.98
YPR094W,0.98,0.98
YPR095C,0.98,0.98
YPR096C,0.98,0.98
YPR097W,0.98,0.98
YPR098C,0.98,0.98
YPR100W,0.98,0.98
YPR101W,0.98,0.98
YPR102C,0.82,0.8
YPR103W,0.98,0.98
YPR104C,0.98,0.98
YPR105C,0.98,0.98
YPR106W,0.98,0.98
YPR107C,0.98,0.98
YPR108W,0.98,0.98
YPR108W-A,0.98,0.98
YPR109W,0.98,0.98
YPR110C,0.98,0.98
YPR111W,0.98,0.98
YPR112C,0.98,0.98
YPR113W,0.98,0.98
YPR114W,0.98,0.98
YPR115W,0.98,0.98
YPR116W,0.98,0.98
YPR117W,0.98,0.98
YPR118W,0.98,0.98
YPR119W,0.98,0.98
YPR120C,0.98,0.98
YPR121W,0.98,0.98
YPR122W,0.98,0.98
YPR124W,0.98,0.98
YPR125W,0.98,0.98
YPR127W,0.98,0.98
YPR128C,0.98,0.98
YPR129W,0.98,0.98
YPR131C,0.98,0.98
YPR132W,0.98,0.98
YPR133C,0.98,0.98
YPR133W-A,0.98,0.98
YPR134W,0.98,0.98
YPR135W,0.98,0.98
YPR137W,0.98,0.98
YPR138C,0.98,0.98
YPR139C,0.98,0.98
YPR140W,0.98,0.98
YPR141C,0.98,0.98
YPR143W,0.98,0.98
YPR144C,0.98,0.98
YPR145W,0.98,0.98
YPR145C-A,0.98,0.98
YPR147C,0.98,0.98
YPR148C,0.98,0.98
YPR149W,0.98,0.98
YPR151C,0.98,0.98
YPR152C,0.98,0.98
YPR153W,0.98,0.98
YPR154W,0.98,0.98
YPR155C,0.98,0.98
YPR156C,0.98,0.98
YPR157W,0.98,0.98
YPR158W,0.98,0.98
YPR159W,0.98,0.98
YPR159C-A,0.98,0.98
YPR160W,0.98,0.98
YPR161C,0.98,0.98
YPR162C,0.98,0.98
YPR163C,0.98,0.98
YPR164W,0.98,0.98
YPR165W,0.98,0.98
YPR166C,0.98,0.98
YPR167C,0.98,0.98
YPR168W,0.98,0.98
YPR169W,0.98,0.98
YPR170W-B,0.98,0.98
YPR171W,0.98,0.98
YPR172W,0.98,0.98
YPR173C,0.98,0.98
YPR174C,0.98,0.98
YPR175W,0.98,0.98
YPR176C,0.98,0.98
YPR178W,0.98,0.98
YPR179C,0.98,0.98
YPR180W,0.98,0.98
YPR181C,0.98,0.98
YPR182W,0.98,0.98
YPR183W,0.98,0.98
YPR184W,0.98,0.98
YPR185W,0.98,0.98
YPR186C,0.98,0.98
YPR187W,0.98,0.98
YPR188C,0.98,0.98
YPR189W,0.98,0.98
YPR190C,0.98,0.98
YPR191W,0.98,0.98
YPR192W,0.98,0.98
YPR193C,0.98,0.98
YPR194C,0.98,0.98
YPR196W,0.98,0.98
YPR198W,0.98,0.98
YPR199C,0.98,0.98
YPR200C,0.98,0.98
YPR201W,0.98,0.98
YPR202W,0.82,0.78
YPR203W,0.0,0.0
YPR204W,0.02,0.02
