timepoint,chrom,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,3,2,1,10,9,7,9,21,28,42,50,74,106,107,140,199,229,266,312,333,378,462,470,541,614,659,713,757,807,893,1012,1034,1095,1140,1202,1240,1265,1329,1358,1492,1492,1515,1623,1536,1603,1645,1609,1712,1716,1693,1737,1736,1710,1783,1770,1947,1885,1895,1986,1956,2023,2038,2090,2148,2175,2219,2201,2236,2220,2255,2321,2433,2388,2357,2253,2425,2455,2532,2504,2568,2602,2570,2750,2631,2750,2804,2789,2796,2935,2986,2982,2998,3129,3313,3332,3443,3638,3744,3902,3980,4077,4156,4351,4446,4723,4997,5132,5311,5524,5778,5686,5827,5913,5887,6251,6407,6482,6984,7290,7666,8090,8256,8707,8912,9495,9825,10334,10972,11361,12085,12602,12803,13452,13749,14420,14557,14982,14904,15494,15090,14852,14594,13868,13356,13302,12963,12778,12295,12356,12135,11847,11654,11294,10941,10755,10440,10299,10077,9412,9204,8784,8640,8681,8352,8103,7963,8016,7492,7282,7048,6854,6593,6446,6443,6221,6035,5727,5579,5469,5355,5497,5405,5106,4946,4865,4847,5010,4619,4619,4415,4358,4189,4173,4240,4099,4067,3960,3780,3879,3810,3776,3690,3630,3654,3593,3479,3487,3247,3240,3324,3252,3327,3413,3259,3289,3197,3149,3150,3025,3122,3197
80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,4,2,3,8,4,14,15,22,31,44,59,71,95,117,114,162,199,220,265,345,328,372,430,469,515,583,606,599,676,738,779,803,850,884,897,925,1062,1081,1130,1118,1138,1162,1103,1213,1205,1328,1353,1287,1248,1344,1389,1338,1303,1346,1327,1489,1473,1471,1441,1527,1621,1609,1609,1662,1657,1713,1699,1744,1806,1758,1793,1906,1807,1827,1883,1890,1858,1945,1922,1937,1997,2038,2024,2018,2144,2206,2206,2153,2194,2197,2203,2358,2458,2500,2657,2625,2646,2769,2799,3048,3182,3288,3643,3706,3711,3911,4023,4013,4312,4227,4571,4447,4562,4676,4930,5246,5340,5671,5725,5913,6425,6622,6738,7233,7663,8071,8627,9167,9630,10266,10247,10498,10760,11138,11672,11623,11972,11783,11613,11504,11004,10865,10972,10411,10294,9824,9925,10022,9696,9351,9276,9010,8911,8598,8322,8103,7973,7579,7290,7160,7031,6958,6440,6411,6077,6036,5931,5723,5545,5395,5387,5052,5035,4865,4876,4650,4510,4351,4347,4195,3972,4012,3852,3823,3748,3764,3705,3708,3660,3502,3378,3365,3305,3197,3186,3144,3057,2961,3045,2929,2840,2877,2856,2884,2720,2835,2775,2698,2678,2520,2642,2553,2574,2602,2483,2493,2416,2486,2438,2533
80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,5,7,5,7,18,29,50,48,69,95,131,131,188,238,259,328,381,455,504,590,683,689,740,874,955,1096,1087,1223,1355,1382,1467,1470,1482,1567,1642,1824,1838,1896,1882,2037,2126,2126,2145,2134,2227,2232,2173,2261,2320,2316,2358,2400,2365,2482,2499,2518,2543,2553,2811,2735,2786,2956,2943,2913,2955,3040,3034,3039,3225,3205,3282,3144,3126,3296,3225,3276,3299,3373,3428,3462,3538,3863,3658,3594,3623,3768,3799,3884,3853,3902,4148,4299,4310,4580,4850,4959,5126,5347,5545,5756,6197,6224,6330,6538,6882,7048,7289,7495,7759,7710,8001,8123,8456,8459,8661,9223,9630,9823,10526,11023,11522,12166,12507,13073,13840,14483,15563,16159,16744,17392,18337,18742,19451,19841,20569,20756,20657,20690,19734,19757,19048,18718,18141,17814,17428,17451,16900,16836,16675,15996,15182,15106,14399,14043,13588,13296,13326,12628,12152,12253,11716,11416,10664,10829,10378,10038,9617,9701,9234,9011,8717,8553,8144,8074,7718,7690,7461,7397,7147,7270,6886,6830,6726,6623,6398,6330,6186,6042,5875,5875,5629,5589,5397,5395,5355,5130,5105,5065,5091,4925,5102,4923,4756,4644,4646,4687,4681,4495,4497,4482,4522,4444,4474,4341,4344,4340,4253,4288,4278
80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,6,6,7,18,25,48,48,57,95,119,142,214,210,295,352,426,490,491,545,623,693,811,870,941,1024,1055,1171,1209,1323,1392,1467,1504,1712,1700,1610,1788,1844,1938,1935,2028,2019,2106,2276,2298,2236,2312,2279,2196,2340,2357,2334,2289,2434,2620,2472,2632,2545,2708,2778,2851,2868,2719,2767,2829,2893,2971,3122,3034,3068,3121,3162,3181,3129,3170,3187,3233,3262,3317,3436,3472,3570,3650,3598,3679,3731,3791,3778,3760,3992,3949,4213,4434,4504,4603,4762,4869,5063,5324,5439,5658,6089,5961,6380,6608,6755,6947,7168,7577,7527,7654,7789,8022,8347,8720,8979,9133,9764,10098,10432,10834,11407,11871,12158,13329,14026,14919,15744,16606,17216,17529,18087,18320,19054,19376,19333,19471,19574,19215,18717,18216,17340,17059,16684,16346,16269,16021,15760,15723,15074,14757,14479,13723,13575,12868,12843,12427,12336,11978,11699,10915,10701,10426,10125,9948,9648,9122,9051,8727,8610,8254,8277,7958,7709,7485,7377,7026,7134,6944,6599,6499,6490,6386,6376,6283,5988,5838,5821,5743,5385,5461,5479,5365,5156,5196,4974,4964,4833,4871,4719,4827,4783,4589,4629,4634,4480,4444,4284,4255,4367,4322,4278,4083,4145,4254,4144,4348,4132,4180
80,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,6,10,6,11,15,27,37,52,55,77,100,113,199,238,318,375,436,521,597,670,730,864,935,1059,1214,1364,1381,1455,1635,1791,1903,1945,2071,2102,2378,2406,2457,2675,2725,2844,2869,2983,3113,3047,3217,3336,3200,3258,3378,3437,3469,3477,3503,3448,3502,3632,3675,3647,3847,3950,3934,4116,4258,4323,4357,4389,4520,4603,4517,4525,4813,4580,4878,4732,4824,4840,4834,4925,5075,5138,5044,5124,5293,5205,5298,5441,5519,5485,5678,5792,5811,5988,6165,6306,6441,6833,6955,7152,7340,7678,7868,8278,8485,9072,9161,9744,9941,10241,10592,10620,11085,10963,11318,11585,11970,12522,13082,13384,13701,14568,15205,15830,16528,17100,17941,18697,20025,21018,22136,23373,24274,24935,25760,26751,27306,27337,28341,29022,28863,28466,28314,27738,26479,25595,25463,24785,24572,24318,23980,23097,23062,22229,21462,21448,20280,19293,19328,18676,17846,17822,17366,16888,16432,15824,15333,14712,14449,13654,13464,13398,12884,12889,12139,12086,11807,11471,11340,10973,10600,10526,10146,10180,9815,9547,9370,9256,8916,9007,8667,8590,8371,8339,8326,7840,7746,7817,7687,7694,7529,7416,7162,7069,7179,6854,6906,6804,6862,6828,6701,6525,6307,6381,6363,6254,6262,6326,6118,6205,6101,6173,6066
80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,6,12,13,18,22,24,44,49,67,78,138,139,237,261,307,381,435,500,634,782,793,880,912,1060,1224,1214,1365,1456,1543,1642,1720,1876,1873,1963,2039,2240,2266,2478,2410,2582,2524,2671,2747,2687,2843,2845,2930,3017,3002,2998,3136,2980,3167,3243,3182,3193,3355,3477,3498,3633,3659,3645,3648,3720,3671,3842,3926,4175,4141,4045,4117,4243,4203,4150,4234,4268,4284,4287,4442,4460,4599,4607,4584,4944,4831,4934,5067,5183,5020,5227,5390,5517,5693,5788,6106,6052,6488,6772,7004,7129,7456,7672,8039,8314,8633,8980,9332,9381,9599,10015,10126,10296,10458,10692,11085,11504,12173,12471,12854,13579,14011,14749,15439,16104,16834,17874,18561,19818,21008,21627,22649,23755,24028,24745,25432,25806,26457,26375,26377,25630,25231,24247,23572,23166,22381,22389,22236,21899,21348,21011,20220,19570,19078,18368,17899,17622,17279,16407,16250,15907,15283,14882,14523,14220,13766,13220,12775,12506,11872,11756,11393,11174,10895,10386,10440,10154,9939,9567,9313,9135,8903,8816,8509,8544,8345,8310,7967,7778,7756,7739,7406,7227,7042,6987,7066,6900,6853,6705,6705,6565,6391,6464,6228,6166,6117,5862,5833,5974,5816,5690,5847,5724,5666,5566,5670,5561,5646,5555,5531,5573
80,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,2,3,8,14,13,28,38,50,77,95,115,177,216,247,300,319,403,462,540,619,646,757,821,942,1023,1087,1194,1302,1359,1412,1516,1523,1594,1655,1793,1845,1908,1973,2004,2108,2070,2123,2202,2130,2340,2331,2355,2475,2480,2471,2345,2481,2529,2515,2640,2679,2775,2838,2807,3014,3058,2940,3031,3184,3205,3168,3170,3299,3416,3402,3378,3273,3424,3316,3379,3443,3476,3609,3644,3686,3739,3876,3921,3948,3998,3941,4059,4096,4238,4224,4409,4315,4633,5007,5093,5026,5362,5587,5748,5897,6066,6468,6563,6708,7157,7165,7627,7725,7890,8065,8243,8230,8445,8695,9192,9476,9841,10329,10720,11114,11708,12100,12764,13562,14426,15603,15970,16715,17247,17627,18571,18989,19422,19887,20184,20858,20918,20722,19788,19790,19013,18538,18356,18196,17522,17503,17405,17162,16807,16141,16076,15176,14734,14368,13563,13498,13080,12924,12222,12093,11631,11374,11141,10759,10427,10099,9855,9792,9227,9182,8958,8739,8274,8307,8030,7840,7612,7321,7230,7085,7000,6897,6627,6437,6681,6437,6245,6090,6010,5791,5837,5698,5555,5456,5371,5347,5468,5183,5220,5008,5000,5132,4950,5056,4671,4693,4796,4642,4711,4498,4521,4482,4366,4207,4395,4431,4421,4379,4388
80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,9,9,7,21,21,41,34,55,77,123,118,196,242,304,351,451,568,634,784,819,991,1028,1286,1330,1331,1562,1668,1756,1871,2067,2176,2305,2324,2458,2577,2602,2792,2753,3015,3166,3126,3291,3289,3301,3281,3518,3477,3553,3539,3717,3692,3775,3917,3980,4020,4072,4166,4127,4243,4327,4334,4445,4577,4810,4691,4734,4742,4863,4974,4865,5106,4904,5170,5013,5200,5010,5144,5222,5446,5352,5507,5686,5739,5743,5840,5852,6068,6161,6110,6468,6582,6528,6825,7187,7281,7344,7870,8044,8280,8552,8718,9062,9541,9965,10192,10587,10828,11223,11665,11697,12099,11847,12555,12978,13524,13896,14253,14948,15433,16407,17066,17694,18360,18888,20119,21125,22574,24252,25274,26477,27486,27735,28738,29328,29913,30465,31082,31354,31066,29875,29664,28958,27874,27309,27278,26324,26005,25662,25027,24520,24496,23286,22637,22317,21202,20590,20322,19715,19409,18962,18435,17649,16877,16477,15827,15216,15004,14860,14715,14317,13785,13333,12859,12663,12485,12246,11724,11543,11649,11391,11010,10655,10377,10196,10060,9799,9575,9149,8908,9138,8852,8782,8413,8396,8503,8461,8289,8129,7934,7759,7997,7699,7534,7537,7311,7198,7303,6999,7099,6853,6985,6744,6620,6792,6716,6678,6668,6744,6550,6784
80,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,2,10,11,20,23,28,57,73,89,135,150,215,265,321,444,448,510,590,745,793,931,966,1068,1155,1260,1434,1598,1595,1706,1909,1925,2026,2065,2297,2380,2385,2415,2464,2632,2805,2846,2954,2916,3037,3032,3004,3192,3168,3074,3247,3256,3261,3311,3364,3294,3401,3405,3549,3692,3828,4025,3915,4028,3899,3993,3962,4048,4285,4300,4471,4400,4446,4291,4494,4493,4409,4654,4637,4693,4795,4882,4907,4925,5131,5200,5281,5193,5337,5438,5442,5636,5784,5909,6201,6463,6639,6894,7188,7440,7736,7870,8171,8358,8902,9077,9361,9827,10188,10088,10306,10555,10537,11052,11555,11767,12334,12931,12958,13876,14239,14565,15494,16262,17413,18208,19282,20423,21318,22319,22832,23339,24516,25228,25472,26397,26633,26687,26526,26172,25310,24393,23895,23574,23401,22662,22374,22463,21554,21215,20674,19832,18948,18415,17941,17450,17157,16638,16632,16039,15635,14860,14519,14262,13558,13532,13041,12668,12591,11863,11700,11269,10955,10792,10761,10360,9858,9759,9408,9156,9180,8694,8686,8738,8519,8237,8227,8031,7934,7610,7787,7550,7443,7349,7193,6962,7135,7025,6815,6631,6785,6750,6360,6440,6260,6364,6171,6004,6198,6000,6121,5977,5862,5926,5953,5939,5803,5767,5755,5668
90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,5,19,6,9,18,8,17,16,7,19,35,31,56,51,68,84,99,93,137,156,161,177,193,245,206,256,285,272,311,313,333,341,376,398,397,432,460,446,427,504,445,535,562,554,542,549,559,542,567,549,568,539,628,610,565,569,594,613,638,723,668,674,701,708,660,724,697,763,772,719,773,791,799,797,791,789,815,827,812,820,794,882,924,869,929,898,953,993,1003,1014,968,1045,1075,1086,1090,1194,1319,1324,1349,1457,1468,1490,1569,1688,1744,1751,1842,1930,1952,2008,1955,2084,2123,2244,2333,2242,2443,2627,2608,2747,2810,2987,3187,3225,3327,3456,3741,3878,4190,4194,4489,4540,4655,5027,5049,4992,4916,4888,4927,4790,4924,4767,4385,4263,4212,4131,4136,3931,4052,3856,3820,3613,3462,3425,3377,3188,3132,2841,2826,2866,2875,2651,2545,2510,2326,2377,2193,2028,1999,2099,1973,2034,1846,1720,1698,1684,1690,1653,1570,1515,1502,1472,1347,1332,1328,1240,1228,1233,1243,1239,1189,1213,1170,1121,1174,1033,1031,1040,1001,981,977,939,904,928,951,860,918,925,814,925,875,788,820,794,774,785,815,751,781,802,779
90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,4,7,15,15,29,32,40,53,90,124,151,197,247,280,356,433,495,550,634,737,822,896,941,1079,1165,1199,1361,1373,1510,1620,1773,1865,1824,1825,1965,2016,2041,2204,2329,2260,2355,2455,2452,2511,2499,2585,2618,2544,2577,2759,2770,2820,2785,2746,2765,2773,2784,2923,2901,2998,3086,3163,3290,3172,3333,3324,3386,3400,3326,3511,3582,3651,3708,3611,3726,3657,3606,3567,3719,3778,3980,3822,4158,4100,4243,4245,4387,4315,4314,4495,4699,4641,4804,5053,5322,5473,5653,5887,6306,6486,6468,6823,7063,7235,7631,7990,8226,8429,8398,8888,8867,9129,9142,9504,9475,10129,10466,11034,11383,11668,12084,12794,13505,14290,14774,15590,16284,17169,17603,18348,18949,19346,19826,19906,20379,20456,20719,20706,20234,19958,19355,18712,17732,17333,17480,17042,16694,16411,16168,15808,15318,14631,14246,13711,13085,12779,12207,11905,11522,11370,11087,10759,10265,9814,9664,9364,8982,8693,8490,8314,7971,7761,7551,7248,7165,7046,6710,6690,6402,6293,6113,5924,5665,5540,5659,5456,5514,5097,4897,4914,4933,4713,4722,4559,4560,4462,4481,4407,4296,4240,4273,4076,4025,3958,3908,3747,3836,3716,3797,3663,3495,3561,3542,3605,3438,3433,3345,3410,3373,3449
90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,6,7,11,11,11,14,12,40,53,75,69,102,124,157,165,199,211,235,283,328,366,392,398,491,514,523,621,571,621,670,767,777,757,768,881,788,891,914,907,875,1013,1044,1040,1045,1094,1026,1066,1051,1081,1109,1103,1093,1075,1147,1152,1157,1134,1246,1253,1228,1321,1350,1314,1324,1322,1346,1354,1313,1352,1328,1426,1385,1329,1489,1435,1476,1521,1493,1546,1496,1595,1432,1645,1609,1659,1655,1668,1698,1884,1804,1896,1952,2056,2189,2392,2367,2300,2523,2565,2705,2736,2881,2930,3119,3149,3293,3333,3355,3459,3486,3563,3697,3778,3866,4216,4193,4249,4466,4635,4845,5035,5393,5752,5865,6449,6448,6793,7083,7565,7652,7813,7899,8141,8393,8280,8412,8368,8214,7939,7644,7538,7531,7251,6957,6745,6751,6762,6697,6514,6210,5779,5615,5720,5443,5262,5038,4851,4607,4506,4532,4394,4278,4062,3937,3858,3719,3659,3482,3397,3340,3263,3003,2949,2846,2714,2702,2707,2696,2520,2526,2422,2379,2354,2281,2301,2214,2243,2032,2091,2030,2035,1936,1883,1819,1890,1880,1813,1883,1729,1701,1674,1639,1648,1667,1613,1554,1510,1417,1380,1433,1345,1431,1445,1531,1463,1355,1419,1408,1409
90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,9,12,6,22,29,34,50,80,121,137,212,254,376,420,523,642,753,839,962,1148,1251,1470,1657,1771,2015,2127,2327,2490,2711,2741,3073,3059,3320,3444,3561,3782,3831,3906,4190,4246,4428,4543,4551,4655,4671,4748,4983,4958,4934,4929,4860,4840,5076,4930,5300,5378,5356,5438,5359,5640,5671,5819,6042,5885,6109,6181,6300,6194,6266,6484,6481,6651,6886,6657,6729,6949,6984,6833,6931,7070,7214,7305,7519,7652,7930,8186,8170,8222,8483,8403,8580,8585,9038,9364,9691,10061,10225,10818,11003,11558,11935,12494,12752,13360,13764,14395,14981,15541,15840,16185,16342,16602,16710,17074,17531,17730,18923,19488,20224,21004,22161,23031,23731,24698,26094,27349,28902,30424,31663,32754,34109,34738,35549,36612,37161,37864,38404,37907,38238,37521,36824,35305,34150,33203,32498,31519,30873,31088,30186,29088,28130,27003,26569,25297,24835,23740,23494,22797,21798,21473,20778,20007,19484,18704,18091,17586,17354,16527,16276,15620,15259,14758,14553,13717,13552,13492,12883,12371,12158,11913,11519,11061,10798,10761,10639,10425,10055,10129,9864,9572,9382,9329,9105,8769,8454,8474,8548,8373,8340,8154,7797,7747,7747,7364,7526,7281,7174,7042,6932,6854,6962,6609,6509,6593,6666,6646,6509,6345,6590,6191,6370
90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,5,5,12,12,18,21,35,56,63,99,139,162,211,257,313,333,396,458,487,604,661,673,774,868,943,915,1017,1091,1157,1266,1321,1370,1484,1514,1507,1615,1711,1752,1854,1868,1926,1895,2004,1944,1887,2068,1984,2064,2052,2228,2112,2162,2191,2240,2290,2256,2226,2244,2346,2503,2545,2557,2625,2587,2566,2651,2653,2751,2726,2823,2746,2891,2785,2789,2896,2901,2989,2950,2947,3061,3120,3138,3253,3352,3345,3357,3377,3451,3585,3600,3604,3718,3777,3939,4097,4309,4405,4657,4725,4899,5029,5446,5469,5604,5864,6086,6339,6340,6461,6680,6760,6868,7112,7091,7434,7587,7889,8107,8494,8760,9338,9705,9957,10741,11005,11681,11997,12765,13397,14028,14092,14212,14763,15061,15224,15631,15556,15455,15214,14605,14347,14004,13528,13337,13378,12732,12354,11862,11916,11781,11564,11018,10598,10316,10018,9787,9520,9341,8741,8602,8393,8156,8077,7768,7383,7252,6910,6973,6778,6233,6536,6037,6060,5661,5560,5425,5349,5159,5130,5037,4873,4718,4682,4581,4479,4249,4233,3991,4057,3985,3874,3914,3796,3634,3719,3629,3557,3362,3395,3279,3248,3238,3052,3135,3077,3106,3016,3027,2996,2978,2788,2952,2739,2813,2798,2772,2733,2709,2603,2671
90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,4,6,5,13,20,26,31,35,36,58,68,65,116,104,116,138,201,203,211,228,255,288,293,364,380,403,450,458,473,566,521,613,629,615,732,681,718,709,763,857,789,807,715,839,830,820,811,796,854,876,869,831,898,906,895,927,913,929,948,978,994,1076,1047,1077,1037,966,1050,1036,1034,1084,1111,1108,1139,1209,1138,1141,1190,1159,1207,1229,1280,1308,1318,1404,1422,1374,1447,1481,1442,1518,1566,1654,1700,1731,1775,1834,1878,1998,2077,2137,2149,2354,2456,2465,2660,2777,2862,2835,2785,2910,3056,3088,3133,3198,3362,3540,3714,3818,3947,4231,4347,4585,4793,5179,5282,5367,5634,5968,6194,6322,6600,6714,6894,7036,7016,7136,7077,6826,6913,6898,6402,6158,5963,5954,6095,5815,5774,5657,5318,5252,5260,4953,4703,4514,4310,4208,4176,3996,3949,3827,3783,3505,3293,3259,3207,2970,3030,2857,2691,2583,2666,2499,2332,2401,2257,2211,2205,2158,2025,2074,2009,2006,1853,1847,1747,1833,1713,1641,1557,1649,1605,1533,1479,1507,1520,1409,1396,1345,1322,1365,1305,1337,1381,1282,1251,1237,1207,1197,1199,1160,1169,1070,1149,1169,1233,1201,1136,1130,1107
90,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,17,14,21,33,36,52,84,120,158,237,274,364,428,531,580,681,811,926,958,1107,1254,1363,1465,1520,1723,1711,1937,2026,2201,2313,2474,2550,2636,2760,2806,2999,2994,3177,3243,3267,3469,3481,3535,3602,3530,3688,3697,3757,3814,3871,3930,3830,3933,3808,4020,4056,4129,4060,4251,4498,4482,4475,4622,4505,4754,4656,4547,4687,4820,5018,4873,5122,5117,5025,5195,5041,5209,5318,5473,5609,5734,5755,5845,5999,5981,6159,6164,6391,6336,6479,6633,6849,7164,7543,7707,7827,8078,8337,8711,9186,9294,9592,10281,10611,11093,11192,11500,11703,11970,12140,12431,12454,13149,13530,13899,14510,15038,15510,16424,17017,17386,18321,19353,20063,21011,22578,23380,24177,25018,25412,25858,26405,26569,27283,27729,27966,28189,27479,26903,25820,24654,23957,23731,23272,22532,22611,21954,21855,20934,20266,19659,18963,18047,17699,17440,16602,16240,15967,15479,14749,14320,14018,13509,12949,12672,12536,11997,11790,11310,10963,10818,10504,10237,9726,9608,9362,8882,8856,8570,8479,8385,8153,7972,7863,7521,7471,7242,6977,6855,6702,6627,6709,6508,6493,6361,6206,6077,5821,5755,5585,5844,5729,5544,5389,5353,5223,5229,5315,5092,5053,4966,4955,4854,5034,4843,4873,4639,4797,4658
90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,7,10,5,15,13,14,27,40,59,57,62,103,130,152,195,210,290,348,370,426,518,542,584,648,734,745,759,804,909,1054,1032,1177,1213,1259,1282,1289,1361,1392,1458,1500,1534,1517,1568,1717,1697,1681,1642,1714,1677,1706,1769,1829,1825,1762,1739,1856,1896,1881,1940,1950,2020,2049,2111,2091,2169,2216,2188,2241,2238,2260,2269,2268,2350,2409,2410,2343,2333,2541,2452,2539,2562,2625,2664,2605,2833,2883,2910,2880,2953,2886,2998,3103,3247,3368,3604,3658,3668,3924,3903,4216,4292,4378,4602,4828,4954,5202,5311,5366,5638,5764,5890,6020,6056,6147,6360,6592,6815,7079,7526,7821,8208,8444,8762,9113,9452,9804,10439,11013,11302,11721,12418,12663,13137,13239,13728,13969,14049,13754,14259,13871,13131,13106,12702,11988,11787,11693,11171,10975,11023,10519,10550,10163,9836,9348,9123,8861,8614,8364,8235,7948,7703,7355,6883,6983,6797,6654,6516,6250,6007,5848,5552,5294,5333,5207,5047,4984,4757,4680,4561,4488,4307,4235,4149,3981,3816,3839,3776,3659,3537,3475,3380,3405,3174,3150,3151,3052,3141,2929,2984,2794,2849,2725,2656,2590,2695,2624,2506,2471,2395,2543,2438,2406,2380,2435,2372,2307,2265,2325,2278,2297,2243
90,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,8,9,26,27,41,55,68,89,111,116,154,176,226,276,347,361,351,415,442,499,593,609,694,674,776,745,870,849,907,977,990,1035,1047,1144,1165,1174,1230,1212,1230,1271,1328,1317,1394,1400,1408,1402,1446,1403,1368,1364,1405,1481,1506,1476,1471,1620,1586,1555,1625,1648,1691,1659,1733,1743,1789,1754,1808,1772,1885,1914,1900,1945,1931,1952,1920,2030,1948,2033,2060,2082,2073,2170,2214,2269,2305,2336,2364,2369,2502,2645,2611,2740,2898,3039,3025,3242,3251,3545,3603,3782,3844,4151,4167,4252,4361,4474,4657,4818,4847,5009,5088,5441,5673,5695,5979,6132,6335,6505,6986,7109,7498,8063,8637,8962,9271,9601,10361,10298,10384,10555,11100,11215,11227,11442,11256,11180,10814,10416,9963,10004,9719,9708,9117,8949,9022,8818,8630,8428,8210,7830,7414,7309,7084,6959,6766,6508,6464,6243,5998,5678,5325,5416,5280,5030,5059,4852,4702,4411,4421,4453,4091,4053,3944,3941,3671,3555,3500,3367,3326,3250,3211,3108,3157,3044,3032,3028,2883,2904,2661,2645,2617,2544,2490,2423,2487,2257,2328,2318,2222,2220,2263,2200,2164,2016,2097,2018,1975,1984,1942,1974,1989,1839,1882,1815,1900,1857,1902
90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,3,4,9,12,14,17,23,38,54,77,109,147,150,197,246,301,353,469,538,556,683,697,798,793,888,1015,1094,1308,1284,1298,1457,1520,1675,1645,1812,1777,1824,1896,1974,2099,2195,2186,2235,2275,2199,2224,2347,2379,2330,2359,2289,2390,2469,2412,2390,2451,2507,2545,2599,2560,2756,2817,2877,2888,2984,2931,2945,2977,3001,3079,3160,3277,3169,3139,3133,3250,3283,3319,3260,3489,3436,3545,3638,3734,3847,3720,3771,3724,3942,4015,4074,4058,4381,4395,4649,4878,5104,5296,5539,5726,5840,6199,6418,6502,6849,7139,7294,7542,7772,7749,8133,8242,8479,8512,8762,9328,9244,9830,10283,10521,11046,11609,12020,12564,13401,13566,14330,15212,15866,16262,16836,17656,17965,18531,19071,19408,19765,19906,19969,19155,18318,18056,17677,17152,16541,16375,16038,15771,15419,15172,14741,14473,13736,13260,12937,12345,12149,11780,11310,11023,10722,10418,10163,9821,9377,9111,8846,8518,8435,8177,7745,7653,7235,7086,6797,6657,6598,6451,6233,6112,5985,5835,5788,5467,5469,5298,5143,5146,4971,4802,4775,4691,4656,4430,4312,4296,4315,4197,4059,3905,3976,3879,3794,3849,3830,3581,3673,3580,3546,3486,3415,3490,3345,3460,3309,3239,3135,3180,3113,3203,3149
