length,0_replicate1,10_replicate1,20_replicate1,30_replicate1,40_replicate1,50_replicate1,60_replicate1,70_replicate1,80_replicate1,90_replicate1,100_replicate1,110_replicate1,120_replicate1,130_replicate1,140_replicate1,150_replicate1,0_replicate2,10_replicate2,20_replicate2,30_replicate2,40_replicate2,50_replicate2,60_replicate2,70_replicate2,80_replicate2,90_replicate2,100_replicate2,110_replicate2,120_replicate2,130_replicate2,140_replicate2
161,1.2747872730996141,1.476057538758317,1.8577482552684756,1.423318385969448,1.4813578561409286,1.3919371382529286,0.9888705559452039,0.9401376003734788,1.2711698920537067,1.2939253468480194,1.0818657109188072,1.350374404477788,1.1856164133671838,0.7104571361481673,0.548196561014544,0.6515753819062814,1.107506585288324,1.0511897725886792,1.0688795342250192,0.8344890718450425,0.7718492889538471,0.8074835025293984,0.7013579325575631,0.7337333512866915,1.008967762427524,0.9669647396796784,0.9234913046373564,0.9861860788168736,0.9299743389753483,0.8295309150588979,0.8025983773365807
162,1.2804334845394039,1.4746965282005176,1.8577482552684756,1.432207697949879,1.4828167247489814,1.3932214304821962,1.0027112735088386,0.9549218830717559,1.2598460213746647,1.3000797178246526,1.089826621854464,1.3608856274657657,1.2168785999487666,0.7318148340767898,0.568170682842043,0.6658174973664567,1.1276229967897438,1.0699553732590574,1.082903379679792,0.850259112529102,0.7873971474659455,0.8213560594669364,0.7205596503061504,0.7552299009757684,1.0395820789718226,0.9862777519925744,0.9438068176835227,1.004094505070147,0.9481995816180733,0.8476998864768086,0.8181436108748752
163,1.2817729065170431,1.4593198842501416,1.8577482552684756,1.4239837704934106,1.4785061772628632,1.397265736227236,1.013506878381352,0.9663682676249028,1.2593579183482195,1.3059931994462837,1.1028670058182426,1.3630279382429455,1.2464203022740556,0.7526269621880453,0.5812746292693907,0.6778756649460057,1.1419343444374033,1.0898250549278616,1.1003703605541384,0.8721552146286234,0.8036314288054327,0.8280825523968572,0.7382027753203175,0.7745180197924438,1.0620542671533355,0.9992541333442093,0.9599911360821172,1.0151552617007786,0.9632548086788176,0.865821330557623,0.8326735460820461
164,1.2964612451616344,1.4725630707698352,1.8577482552684756,1.440228270760162,1.4849541475765797,1.4057242915823178,1.0393822343697234,0.9880002125137107,1.2618165245897242,1.3210745074761616,1.1154582791714518,1.385334386265948,1.291779583075212,0.7882294405335836,0.6076631638849033,0.7015037224953635,1.1759097540668724,1.121096384490094,1.1270416891906003,0.9002183130124175,0.8298797159487161,0.84842897990344,0.7700234513964473,0.806602511344406,1.1015452761229234,1.0350557047808508,0.9903132441054638,1.0440365115755725,0.994245661013993,0.8944771273829493,0.8653651801096675
165,1.29835463787147,1.474625969920692,1.8577482552684756,1.4371222824619017,1.476499652752826,1.4077741162029123,1.0485265812478348,1.0026730345752548,1.261223374129984,1.3315455497129365,1.1205147917885647,1.3912479189492275,1.334916029590387,0.81634780292041,0.6291832948396576,0.7190337941701085,1.2012314716941896,1.1508233814461373,1.1459100158560167,0.9204225922104403,0.8485697658229142,0.8589489282397618,0.7919818767387637,0.8310266769019936,1.1369343284271842,1.0577371127781758,1.0096977745120035,1.0644109709261955,1.0136853330540994,0.9128790278120597,0.8835688708964202
166,1.3073598389888275,1.4759627525233079,1.8577482552684756,1.4317018514162363,1.4772715050574792,1.4053792733527088,1.0687819939962537,1.019010270622076,1.2598268443964453,1.3442330589255063,1.1364464376892474,1.3959680825314498,1.374583878080214,0.8441495630058359,0.6526207006860808,0.7405199298634335,1.2311531181175424,1.1858992451565027,1.1782766633710413,0.9509725350959735,0.871021475753427,0.882083988563926,0.818664683633903,0.8610543510697997,1.1740947941688413,1.0816061072167709,1.037294880375938,1.088836857431556,1.0375595096536088,0.940534939634081,0.9123272894108799
167,1.3180161316114687,1.486003306653788,1.8577482552684759,1.4489870239804237,1.474570900597664,1.4161242703591579,1.0855091271100976,1.0384688715707904,1.2530269108513956,1.3480034699495707,1.1497293170053504,1.4061915826844311,1.4244115347637967,0.883766426180748,0.6822676291323415,0.7628499988050422,1.2622656099090042,1.210665107202736,1.2031489727014084,0.978472441435841,0.8992348790435898,0.8987751524480265,0.850963704790197,0.8968755678645183,1.2129956109474056,1.1099631604703633,1.0676571353158044,1.1110625570444579,1.0642598247078368,0.9734460302138024,0.9438134545508804
168,1.3185588858126773,1.480026128042577,1.8577482552684756,1.4403596673504766,1.461158485114126,1.4106601267593224,1.0974455210963978,1.0487514819506625,1.249199002517622,1.3462899472169678,1.1559290511929594,1.4046730315522646,1.4666183163042266,0.9105306228984129,0.7022220681905523,0.7840172769654423,1.281911357945085,1.2322120407195303,1.2256616226544996,0.9946940053527981,0.9158190820111893,0.9093718266080644,0.8723042976240591,0.9206479194899296,1.247431980248733,1.1363921601940234,1.0915648748157671,1.1336031312362518,1.0876736715848216,0.9959856833958374,0.9609737816136896
169,1.3308997145423116,1.4789268677925491,1.8577482552684756,1.4393840556546478,1.4593424003540323,1.4078897634867804,1.112411020806884,1.065413258772218,1.2430141042815794,1.3626884973792297,1.167689471953863,1.4135249159712975,1.5065073277545098,0.936062954780614,0.7276870326474801,0.8033788352063493,1.29813530771011,1.252405340496414,1.2339794951781817,1.011095401212812,0.9330669157445949,0.9214053174342148,0.8960129009043284,0.9421474097584801,1.2747819030994567,1.1550567207669384,1.1088467842899032,1.1485779114948673,1.1114410233241834,1.0210767349582484,0.9887977000544137
170,1.336763414487706,1.4821235593741307,1.8577482552684756,1.4426209651239128,1.4518654742733534,1.411747243196366,1.1256658703139886,1.0779030042228939,1.2422277046644086,1.3619119008179439,1.1743442164729707,1.4143847466774317,1.5432164616784887,0.95927688861328,0.7463554109969269,0.8166201554131722,1.3133513459635613,1.2659423727163464,1.2506557346341907,1.0224968516147654,0.9438638533421078,0.9259305852408013,0.9156581560713724,0.9617965961306485,1.3042921109525834,1.172535632606235,1.1276256344492142,1.1661615909353085,1.1303263336793137,1.0424592073810373,1.0130933482982496
171,1.3519603602687498,1.492813381917612,1.8577482552684756,1.4600189540050352,1.4554352191816964,1.407320930489728,1.1394660373917926,1.0975123745273399,1.2419022144573832,1.3734953305099118,1.1838218329599646,1.4301534658572008,1.58202062584843,0.9861526101863317,0.769348073355813,0.8372650722346978,1.3337030725888464,1.2809193356238346,1.2615697305685665,1.0407720341847135,0.9601864174817896,0.9360995886137189,0.9348470298261176,0.985098708133704,1.3306244401328728,1.1996635387270658,1.1484106953840214,1.1796546524085822,1.1515677186676716,1.0633088111096858,1.02998823634818
172,1.367794780963537,1.4958819626161675,1.8577482552684759,1.4680897576933856,1.4560283926029831,1.405860602390169,1.152846563964477,1.1098942279945057,1.2484721778979408,1.381588563067572,1.187596060682652,1.4356568573268893,1.6095660563732928,0.996674648339575,0.7811369740705819,0.8440344356747865,1.3350104419287534,1.2878223998585456,1.2645529990006512,1.046421303732777,0.9631284090530443,0.9375906460391373,0.9474674752875096,0.9932756249081703,1.3427623293700375,1.1994445615630411,1.1608791717552005,1.1943765595387517,1.167158429892505,1.0779056779977751,1.046935009402788
173,1.3809574104593918,1.497844696614363,1.8577482552684756,1.4709720617239856,1.451393881075504,1.4065517525545883,1.16773063706885,1.1269746853639615,1.2477547436174725,1.387750345658244,1.1935088840662547,1.4387825243939159,1.6335638140886741,1.0183479459495712,0.8012260309182135,0.8576523225244015,1.3479615518494823,1.2980582804023606,1.2749666775300093,1.057725319907272,0.9739247742530195,0.9425499105443798,0.9663781240839039,1.016532753564573,1.3672377291668147,1.2130565031217517,1.174670189027811,1.2022128092508508,1.1823342678370024,1.0989781649782147,1.0657439400798818
174,1.3864187657510232,1.5054427683720684,1.8577482552684756,1.4735785811949584,1.446329963179882,1.4023138155656785,1.1770011015655564,1.133679683247175,1.2442949528486242,1.3850481043199547,1.2006830445461185,1.437851727214595,1.6663803572320683,1.0336334163081742,0.8186698549598603,0.8690326207917523,1.354682375697329,1.3087022857928172,1.2817439903830272,1.0657448780421455,0.9841468061898859,0.9501774241610857,0.9812332232644357,1.0264419149235369,1.3785951703391135,1.2241474408413897,1.1866832249780113,1.2194182180275204,1.1973165033232112,1.1111286488002652,1.081821118038748
175,1.399668789265083,1.5044666225902066,1.8577482552684756,1.479243943583609,1.4384342369171401,1.403227745702012,1.1910080643912104,1.1518331775160193,1.245329353116018,1.3878242544314279,1.2079816806501094,1.444660049887235,1.6916593652305096,1.0528889077227255,0.837850956283899,0.8821182141740439,1.3718236575882488,1.3254340470741197,1.2911006405915009,1.0832590877416062,0.9961138573525244,0.9618747402270238,0.9985908585242206,1.0492475208212972,1.4083411170981188,1.2427314670943554,1.2021498027963216,1.231253910650931,1.2140956908570684,1.1304107247322188,1.1032948983836486
176,1.408952137086505,1.5092806524421953,1.8577482552684756,1.483847588825993,1.4346037760614874,1.4025171567122157,1.2093117640274271,1.17861432004468,1.2453166231876411,1.3988520615990423,1.2158531198519558,1.450131555186636,1.740527624080964,1.0878169983180275,0.862409660894159,0.9015468880759488,1.3791287826497274,1.3439048029210938,1.307846714846788,1.0994295791516475,1.0171163382473836,0.9778876529120532,1.0239198414590605,1.0739167201321793,1.4383590072786363,1.2615792377429043,1.2280105489125548,1.2459201129892234,1.2373371894668537,1.1593262886863311,1.1275180181900586
177,1.417480610689656,1.5203189474441814,1.8577482552684756,1.494007705454176,1.4305833969649688,1.4082359241173255,1.2233595811431266,1.1847445979668787,1.2498466343154728,1.4047227052886582,1.226547153911812,1.4584033576713187,1.7832578454362,1.110947033890281,0.8870962842936321,0.9222091058242436,1.4121937005922462,1.3612992880302355,1.3285748536788113,1.1210353994781903,1.0368532012788765,0.9851487851974606,1.0506827216184933,1.1012705860851728,1.4677484926743338,1.2857934391205723,1.2464659894866088,1.267271693592432,1.2654904348931315,1.183091715405228,1.154561912844466
178,1.419247514948227,1.5159094822104346,1.8577482552684756,1.4927530892256209,1.4207984776817886,1.3973758836822665,1.2323841063220684,1.1966248830577633,1.2446879879522195,1.4130600566820057,1.231374868980054,1.4649187663982148,1.8178961178118385,1.138526581859652,0.908165157907723,0.9339487636952273,1.4210787117648775,1.3771600269689521,1.3359519967725924,1.138526581859652,1.051827143433996,0.9945805903368624,1.0751551549531004,1.126110956287301,1.4949922511240399,1.3022131421985577,1.2706124139911463,1.2843867959553303,1.2877345173647954,1.2094428598744666,1.173329615307056
179,1.4244260315658992,1.5100230446429352,1.8429931342356054,1.483857115157455,1.4136015331468847,1.3985109799769826,1.2435582589913992,1.2100580734423643,1.2372666223029727,1.4091224784317349,1.2391981818342366,1.4542929593454308,1.8577482552684756,1.164607656258979,0.9310918962348038,0.9529755974748783,1.4263987364194235,1.3882015791918574,1.345398428314409,1.1543933801626003,1.0645204069581782,1.0077425346824709,1.096997501154003,1.1490758342968594,1.5248907950438884,1.3156035395650534,1.2839595888489597,1.3052370470202093,1.3104125768773784,1.2271151594561611,1.1923582701607034
180,1.4027114224255217,1.483933162131819,1.8019283449641694,1.4597382701469142,1.3829030002688685,1.3614922431311653,1.2317443462695474,1.199206454857278,1.2108637065172216,1.379301705822699,1.2175126970022574,1.42786107473067,1.8577482552684756,1.161467658851925,0.932538346633021,0.9502951539640665,1.4118465777921054,1.3664165691623722,1.3261124712648475,1.1411961270632294,1.0530868880338138,0.9917759891799482,1.0912511720629807,1.1463393995126083,1.511689402229246,1.3099780596376356,1.275778682430396,1.2922651225481419,1.295702441113083,1.2278633474585605,1.1924589698065253
181,1.390065253095003,1.4676816663039525,1.7687935542309592,1.4367369827121736,1.3536916634432263,1.3411444031375914,1.2238104290178333,1.1907800519263658,1.1896045034922362,1.3667483553106294,1.2047405911610067,1.4131550014067946,1.8577482552684759,1.1626321303120841,0.9367208919850853,0.9478041835485469,1.400013937443707,1.3557918307048105,1.3136566226151634,1.1356545930292605,1.05232434019941,0.9827607584425931,1.0945693570357384,1.1448254695765465,1.516722492524651,1.3025629083942263,1.2762488872381024,1.2846515903073583,1.2957022174287798,1.2272428471543109,1.1962797961457177
182,1.366585398644332,1.43882061360653,1.726995258505585,1.4110544982340913,1.3232531907962812,1.3132287710281394,1.2168141047045533,1.1837884586528973,1.1653473974762933,1.3413464442050835,1.1838220827296142,1.3846353984755035,1.8577482552684756,1.1551822843265749,0.9376931386488859,0.9436559314042284,1.3754766085060017,1.3370188856521414,1.2924138806337517,1.1213796301649408,1.0403824815293359,0.973246700783214,1.0957021061659487,1.1442497597762178,1.5129971632770267,1.2930955456093542,1.2688180545122467,1.2760323875854849,1.290789950581943,1.2291121985144502,1.1890667022623278
183,1.3498465999430995,1.407571719445539,1.6989239533121099,1.3906814783791845,1.2959987129235078,1.2831036794415887,1.2041847478787462,1.1766947146976698,1.1432508496686997,1.3192311526508886,1.1652630727013946,1.3707703269937095,1.8577482552684756,1.1597849373179383,0.9396417718864446,0.9415032047661912,1.362147271515051,1.316114971685247,1.271345758303901,1.1164990919744602,1.0317989322556802,0.9632668609739015,1.0923937837985191,1.1400911311636264,1.5057494009265302,1.2817195458393884,1.2608754586427584,1.2669659227485581,1.2873157969759748,1.2217581004345117,1.190240264578753
184,1.3506657487335547,1.413684489789077,1.6783222945463374,1.3871494018325472,1.2864454738585858,1.2777977103844425,1.2061347312179296,1.1808656901708536,1.1374638073981778,1.316978749992496,1.1629152049052587,1.3602901515653905,1.8577482552684756,1.1585827925028098,0.9462659924345845,0.9475802228188392,1.3561103522973248,1.3196690477868704,1.2634134393838419,1.1153121054288222,1.036265222614218,0.9628114506381866,1.1021669403142933,1.1484092249052167,1.5079455323871997,1.2806673509470359,1.261940999026716,1.265643527086099,1.288894322855107,1.2280831832716934,1.1953105142781055
185,1.3180934788201457,1.3718861960174966,1.637052407756489,1.3593943562809956,1.257098952828593,1.2472056216433747,1.1960578473828414,1.1714272995788748,1.1096548042906282,1.2908581372651413,1.1491962140266376,1.3299396063961886,1.8577482552684759,1.1484799759113058,0.9504260804113519,0.9437747002910121,1.3340861578315817,1.2969126509960789,1.2515027062509603,1.1050453082880378,1.0296224393529252,0.9499075348424693,1.0940926485206148,1.1450159919491278,1.5032250963430234,1.272618380046396,1.2527509857876613,1.2599661912257314,1.2779266202559552,1.2253756942493421,1.1946032986870823
186,1.302570730444623,1.364848043063652,1.598097314370718,1.3359886035116468,1.2312270419411004,1.2288886121698963,1.1860234162338403,1.1646634985165423,1.0941914538014352,1.2644756277238087,1.1280283777241424,1.3138792905379064,1.8577482552684754,1.1540768099048164,0.9457363467758539,0.9396805258200075,1.3154934806053233,1.282597776730366,1.2305258305430378,1.0993062632593087,1.0219270759519574,0.9444334254307555,1.0924625533557175,1.1429840057589418,1.4963534982146403,1.263986877677052,1.2447739910561542,1.2473468986787468,1.2765287981224336,1.223186314580115,1.1888318410009757
187,1.2977610676146574,1.3365359994213717,1.5819013989102924,1.3271823497115134,1.200922216522514,1.2088893808032672,1.1791292786793914,1.1702060869480309,1.072523188946672,1.2591064450227343,1.123196915808618,1.2990496493472332,1.8577482552684759,1.1459348814304615,0.9487142163271632,0.9371990540164912,1.3088550374549939,1.2690001936602846,1.2210211223505159,1.0938324974480147,1.0155820088492609,0.9352418747532352,1.0995600992444463,1.1440826948620968,1.4974249611891781,1.255373345943127,1.2476656033944624,1.2378898739624176,1.2752683712327286,1.2243335324443756,1.1939646675101248
188,1.2745024573708221,1.305563646156939,1.539630218494549,1.2998436522942869,1.1746506497830504,1.1782825699523283,1.17056971204138,1.1492729039838472,1.0533582142326394,1.2290877828588762,1.1038826252294995,1.2755910464638927,1.8577482552684759,1.1456332498863717,0.951351144771609,0.9320036017249371,1.2854427743682826,1.2515957947829388,1.1937399837277416,1.084253015231869,1.0154797122442225,0.9294444012273659,1.095978708935145,1.1378893364929725,1.4973769852319776,1.2465136882159593,1.2399961524099716,1.2379473755472148,1.266556535751567,1.217785654994063,1.186957625148766
189,1.2516271464031363,1.2897614162288116,1.5063924022359423,1.2809742277872878,1.156806394939958,1.165516279637273,1.168178497150324,1.1540960032958991,1.0375291926894707,1.2175733869008822,1.0968136853910289,1.2596883137809465,1.8577482552684756,1.146384659819654,0.9555203862659537,0.9336204011709057,1.2721015470307009,1.2373984300950394,1.1906180693981614,1.079898287424274,1.0141256124483953,0.9257286469311184,1.0989732114212607,1.1447210976091529,1.4893488437023854,1.249951265164238,1.2354675985419503,1.2311983607868855,1.2646289108600137,1.223531601687887,1.1914209718470117
190,1.2423302417823667,1.2712785039750711,1.4919115558807985,1.2667001735113874,1.1398649695445746,1.154861084737189,1.1560635233947552,1.1485650125071578,1.0259900644175504,1.2034976407880387,1.084229075632773,1.2382561930288276,1.8577482552684756,1.1427312302814423,0.9565491610169511,0.9256677069218224,1.2573492004920215,1.2267566894415352,1.1722673083412094,1.0814149718959702,1.0121579901488114,0.9224377779728853,1.1001813922325598,1.1449861305624898,1.4867714271832255,1.2431723466487932,1.2356416852853462,1.2252273595990462,1.2675365423672362,1.229267481174514,1.198344136821908
191,1.2323501178120906,1.2536843053743008,1.4587253480868698,1.2610552268477655,1.1274331454894508,1.1376236652292862,1.1637280678111934,1.1546795624617439,1.0070059518942722,1.1924248610592552,1.0809124091945455,1.228074922381444,1.8577482552684756,1.155093669424588,0.9617252139490045,0.9319982079762252,1.24437810972745,1.2188789696097635,1.1641211003811567,1.0781896929702681,1.0138811138013633,0.9179634544659024,1.1048744649531168,1.1514043556856928,1.4941698080661656,1.2433622265761364,1.2397609843408266,1.2258834092421955,1.276060183627737,1.2287123886480102,1.1966007810002326
192,1.2108298278669143,1.2325247399733126,1.4235987208520833,1.2359699353093598,1.102877477816807,1.114555962794702,1.1495958447220334,1.1467764630097679,0.9921234774559609,1.1753275123976832,1.0651978719769355,1.2091781483329032,1.8577482552684756,1.1379089513927731,0.9554361640176853,0.9207711947917124,1.221991992293415,1.192829774750514,1.147796889554292,1.063139284604275,1.000123489241131,0.9079078410777638,1.100651396073947,1.1412695064888405,1.4870730055052643,1.2255310274045665,1.2290179343590375,1.2183542821995617,1.2647964183150535,1.2248889595176762,1.1928602044696368
193,1.1995567619232572,1.2122897908956487,1.4002604106300778,1.225488648400035,1.0779626188964802,1.1038164151020224,1.151176793007163,1.1463561196696122,0.9790927245037961,1.1620317431952685,1.0590842814480708,1.1970341947634235,1.8577482552684756,1.1380687521151784,0.9522820851873044,0.9227269485802057,1.2141860972805516,1.1807409906689939,1.1357403665028423,1.061705575403397,0.9986529847283329,0.9028325013695733,1.0938370592591855,1.140936427279744,1.486340280695669,1.223248052980603,1.2274012985638783,1.2072049155187687,1.2708455908343685,1.2250783743295963,1.1941085522812667
194,1.1927997745958494,1.205938607617252,1.3826099111146963,1.2184521114008908,1.075617545258614,1.0912652052123468,1.147828666883151,1.138512518787812,0.9647983599866302,1.1533383556039627,1.0509024440477723,1.1869486309961093,1.8577482552684756,1.13376479781266,0.9634924988825013,0.9255366392657595,1.2008064870195543,1.1638938138985784,1.12733522835773,1.059541243127707,0.999485099281202,0.9008239755781133,1.1037768480242858,1.1395788603988404,1.4850600356733636,1.2226550478286031,1.2275191429544117,1.2115766603884448,1.2663828653125264,1.2343818247172107,1.200134458093018
195,1.1727910124377168,1.180030827737284,1.3383652238047536,1.1990445203522122,1.0525420006955113,1.0698994410576752,1.1407736187601019,1.1343433691575133,0.9505256781671034,1.134304143496026,1.0324006994434067,1.168238252296266,1.8577482552684756,1.127574196255731,0.954547492543853,0.9180747771660166,1.1832744482019608,1.1473253402660868,1.1075483993407662,1.0486790413968041,0.9956552642637658,0.8919086874422331,1.0989032141800827,1.1341002137795944,1.4754923641010225,1.2149345515154326,1.2192336062769653,1.2026846229504613,1.2619554707875704,1.2229336806750826,1.1999041951054406
196,1.1622818439105393,1.1583499544488998,1.325046863412837,1.1795539237449617,1.0390046693012545,1.0625151620298063,1.1365949500235788,1.1316676915145811,0.9386737965295898,1.1228400923366915,1.0326159279437837,1.1541076881990486,1.8577482552684756,1.1195661353795596,0.956223184228025,0.919191496491219,1.1689810232188091,1.140717442523304,1.103293916539724,1.0480912103748063,0.9931238303040478,0.8955971315537703,1.100829441767035,1.1267428413755824,1.4653355465007853,1.2083494624813378,1.2181191281080155,1.2008281204294264,1.2581495747370028,1.226515129820605,1.20083723577379
197,1.1501687025284328,1.1415274193352076,1.2961620178709565,1.1696949445875136,1.0178701552832399,1.0455130884114971,1.137820770565989,1.1260205193685442,0.9264752023477022,1.11552440160655,1.0191202218733957,1.1405015946013954,1.8577482552684756,1.121488576713716,0.9523501876627276,0.911743056984467,1.152134127934592,1.127550541351963,1.0846404257358124,1.0440386718949375,0.9871401167378411,0.8888048761214321,1.1005829998929202,1.1345726381921208,1.478227058964705,1.2099138967378809,1.2128385063144935,1.1983171245650424,1.2520103306057133,1.2301461421195874,1.1936290952224486
198,1.1209195906101608,1.1178301320891741,1.2629570363573392,1.1557430955085048,1.0009068528468141,1.0259422901133328,1.1176920676463757,1.1230671293649268,0.911833839366168,1.0974447903035212,1.0056620189694976,1.1274923376119552,1.8577482552684754,1.1137629501470343,0.9516713564900846,0.9080481371651132,1.1253978323522762,1.1050163209603556,1.0693045568414346,1.036421954883032,0.9856376389159521,0.8756262799377973,1.0970622865691848,1.1281072679463833,1.4688225566230226,1.1946105140106142,1.2177698639924848,1.1837111751264282,1.2503707653835114,1.2183949604422437,1.1864173216686016
199,1.1206299601263194,1.1091025590531962,1.2466216563471975,1.147020362719752,0.9918464183811696,1.0196764891458192,1.1224233267358434,1.1277382925635686,0.8990306626256148,1.092406725843298,1.0043593663369184,1.11936907704373,1.8577482552684756,1.1150358517587977,0.9530642483086501,0.9072819045263053,1.128718319081511,1.1002294602090423,1.0604549150940599,1.0410085066220311,0.9847166432118332,0.877348439558508,1.1010930897266167,1.1335067049591692,1.4700319132579363,1.1975485999813211,1.2068626722544937,1.18764270572687,1.2565715806151592,1.2240602389117792,1.1910814653761288
200,1.0998222832116302,1.0935676925088185,1.2122351403335112,1.141559742835797,0.9783537775026777,1.0085381741366286,1.1217817773620558,1.1281271448767618,0.8913451060082569,1.0764653490564238,1.002017972431523,1.1106429524219688,1.8577482552684756,1.1116455868144255,0.9455671504776177,0.9094330298541717,1.1035931644766808,1.0802165823761407,1.0498585151363131,1.0255058788174825,0.9892928796251879,0.8753134264790297,1.1020980017994166,1.1280607760906614,1.4697375437250597,1.193256920478889,1.202568799719991,1.1743087117397997,1.2507320639532904,1.2282085177305468,1.1925571874113492
201,1.08716812921797,1.0709070481314131,1.1971345374377316,1.1257874170200792,0.9572269424012272,0.9965988399098027,1.1125072622917627,1.1228611769067576,0.875899255292362,1.0604270727351501,0.9944816438297452,1.096670488979248,1.8577482552684759,1.1017010445004154,0.9530881649292512,0.9075075278550967,1.0919449445584475,1.0671076481413582,1.0376729245667708,1.021233938478367,0.9807381122254822,0.8691223575043481,1.0991143177216371,1.131109166502614,1.4677748996514381,1.1874611691617842,1.2061751869127975,1.1704459235614446,1.2488617127360209,1.222474387244946,1.1929522045836758
202,1.090226028828684,1.0666083454929585,1.1888214616221815,1.1262625920536102,0.9571735669401586,0.9962668708186047,1.126920710022303,1.1350737881956474,0.8812941438466741,1.0665085250791313,0.9867697268549934,1.0910230817232036,1.8577482552684756,1.107369007524235,0.9578391189989602,0.9118007508001174,1.0906433874274686,1.0642087664760842,1.0323679556989989,1.0387411254619732,0.9886608804961705,0.8772115087315149,1.104344768531252,1.13323701619779,1.4752018713827706,1.198780508762166,1.2156134930882259,1.187335111063498,1.2647330301944282,1.2412642738959394,1.2065341542176475
203,1.0781006839961182,1.0540316351673957,1.16923390699961,1.1112852704078973,0.9462936229323721,0.9886960888425839,1.121239181292163,1.135613092689155,0.8626197018511698,1.0540962866526018,0.9883061988305528,1.0828364315053458,1.8577482552684759,1.0930294074184057,0.9502628938539641,0.9054935606664174,1.0776178024370688,1.0459667030836872,1.0213585427331646,1.0285631393143992,0.9888667624734272,0.8771236430572216,1.1104646037261598,1.135259432653117,1.4550720966888608,1.1979349783076565,1.2148843203996695,1.1946396667393753,1.266240334743691,1.2410926721035704,1.1966480037567133
204,1.051066759974622,1.0413873442584138,1.139182132133203,1.1048944878228968,0.9299010711164549,0.9735187853633908,1.1188192501387253,1.1333780960906634,0.8520070910011219,1.0479696517655948,0.9729680409816412,1.0695243273578776,1.8577482552684759,1.0907129500084027,0.9428202736852513,0.9056655979937418,1.0586567354752379,1.034042113746222,1.0094041629469743,1.0157304006270627,0.9823073928830387,0.8626784681749885,1.0997380323490908,1.1236633319636247,1.462780717607588,1.1849509078054166,1.207057645076026,1.1761579944222609,1.2553304830383334,1.2360742631060762,1.1951764910285723
205,1.053583999250928,1.037664126428274,1.127642052406538,1.1047854178367957,0.9269569942554272,0.9751560851492639,1.1260587778697575,1.150060911606795,0.8468052370801731,1.0355777537992066,0.9769378740302564,1.073160082581494,1.8577482552684756,1.0825028855718732,0.9455115897985817,0.9066793187833313,1.0505674501307254,1.029453614260566,1.006259493468224,1.0203788400386358,0.9871763141945277,0.8737845959904076,1.1113024872585875,1.1324415455543817,1.4669128948834809,1.1945236690941252,1.2159064227951377,1.1843304340506449,1.2574524795073623,1.2361467648729112,1.2059809759102433
206,1.0416006553039778,1.0154794394242317,1.0980149436227233,1.0947030681897767,0.9151289765210906,0.9578712645663295,1.1245566337563013,1.1391385772984461,0.8367654635572329,1.0264059552599316,0.972730223757312,1.0557918725066873,1.8577482552684756,1.0755979785208225,0.9403319057108204,0.9003685851607315,1.0398221852855645,1.0119711127373354,0.9855190079674038,1.0193012549804992,0.9842501804783071,0.8621301048983664,1.1011556544636096,1.1299320420499885,1.4563748346994183,1.1881062431435616,1.207038139989057,1.1663037698323209,1.2668906846815235,1.2425462186654075,1.2083100025271303
207,1.0271276226412185,1.0094797224085752,1.090000315619194,1.080529005042915,0.912701537593566,0.9568080830192182,1.1219353346287422,1.1394399804110127,0.8313994998098673,1.0207316338924375,0.9748874870153399,1.057614355168063,1.8577482552684756,1.0729573534363088,0.9334256846462711,0.9024782344136102,1.0301020476151803,1.0021952859300205,0.9825722768082263,1.0160705777168408,0.9845332958218425,0.8674957303953711,1.1056262385909943,1.1319783116897786,1.4596574913406501,1.1914563404395735,1.2106838342006179,1.1727905652232042,1.260912470244557,1.2377512697306676,1.2054923781550329
208,1.0113072681505684,0.9835802433675421,1.064088297161876,1.0697075225085422,0.8919082059548906,0.9438429941814519,1.1130363352077515,1.131818949000595,0.8206685518195196,1.0000708569448422,0.9597337627407058,1.034779198450575,1.8577482552684756,1.0595232766239495,0.9231189579350284,0.8912502051452,1.0081348903576348,0.9871922530039157,0.9621650305610693,1.0106548973406784,0.9789994662213873,0.8567092243731745,1.0991395471670435,1.1222422922713515,1.4471496410613773,1.1755959378830703,1.1998767974183675,1.1607754431462656,1.2468924633140261,1.226770714257793,1.1950859851953555
209,1.0079555712080857,0.9864052847800204,1.059864838250731,1.0808787577338772,0.8929275472239814,0.952232085850856,1.1415611655550797,1.1499075482885237,0.8208626264952218,1.0129749190738462,0.9649810276048084,1.0474056562778689,1.8577482552684756,1.0773541273768783,0.939770765851796,0.9061173270179594,1.007965890480496,0.9884155476358902,0.9739445862998288,1.0203656781476154,0.9997876059594561,0.8687928795706418,1.1133548674612228,1.131251542932064,1.4733271123750602,1.1831126366543303,1.2144153873651002,1.1830984196263237,1.2645143113853505,1.2549402743577562,1.2033425931269819
210,0.993771041747328,0.963445736343826,1.0366253508420462,1.0683211915291289,0.8802958698843524,0.9421203343771128,1.1199444785023556,1.1335345457334365,0.8038510638409865,1.00250654550166,0.9553173138711782,1.0290126000879447,1.8577482552684756,1.0599063981381571,0.9289831248329745,0.8992695235644511,0.9874803055726182,0.9731470071388844,0.9538497788903323,1.011860198086223,0.9920380338949848,0.858755369646825,1.1071923252752707,1.116797901369752,1.4506265121074868,1.1701280995937788,1.1981527339881362,1.1650768359220431,1.2579984941062967,1.2410065090124272,1.2041514706625174
