name,total_reads,coverage,small_reads,nucleosomal_reads,small_proportion,peak_position,peak_height,small_fragment_peak_position,small_fragment_peak_height,small_fragment_std
oridb_671,10458,5.229,1404.6750353747934,9053.324964625206,0.13431583815020018,-403,90.0,-95,8.844593158226562,1.3858467586521899
oridb_672,9549,4.7745,867.0309194294886,8681.969080570512,0.09079808560367458,161,82.0,44,6.987881236580926,0.9951129967369603
oridb_673,10545,5.2725,894.5923034613404,9650.40769653866,0.08483568548708775,-800,65.0,-941,2.1098747801680715,0.6957286745508565
oridb_674,10297,5.1485,1187.3975970992446,9109.602402900755,0.11531490697283138,876,53.0,-386,5.423088289590519,1.0146474862737822
oridb_675,6815,3.4075,929.044201153923,5885.9557988460765,0.13632343377166883,-478,23.0,64,4.282201403299305,0.926544131663747
oridb_676,7150,3.575,717.0056462272587,6432.994353772741,0.10028050996185436,89,45.0,-85,4.931849807241246,0.8932707374286062
oridb_677,9802,4.901,1106.173187803086,8695.826812196914,0.11285178410559947,732,45.0,46,4.098680087510695,1.031735586848291
oridb_678,13130,6.565,2148.454898652473,10981.545101347527,0.16362946676713425,962,43.0,-333,6.135178599476289,1.2807053268490622
oridb_679,9316,4.658,701.0133952337321,8614.986604766267,0.07524832494994978,311,56.0,-192,3.1376725896965305,0.690279021541683
oridb_680,9269,4.6345,950.7045342766754,8318.295465723324,0.10256818796813846,-653,84.0,-781,8.657106983490452,1.0870441789786296
oridb_681,5729,2.8645,621.1279970889975,5107.872002911003,0.10841822256746335,224,35.0,-267,4.773543887915456,0.8130039494460627
oridb_682,8709,4.3545,1416.5388540609288,7292.461145939071,0.16265229694120206,714,42.0,64,7.086238603187175,1.250425398406912
oridb_683,8828,4.414,1078.2740573454664,7749.725942654533,0.12214250762862103,497,76.0,-221,6.188332994487547,1.0931850523294677
oridb_684,14,0.007,3.0717998672946023e-18,14.0,2.1941427623532873e-19,445,8.0,445,2.8439600519008758e-19,4.216669640774587e-20
oridb_685,272,0.136,37.801725704453055,234.19827429554695,0.13897693273695977,590,23.0,957,0.758155283460072,0.1417169298497625
oridb_686,3926,1.963,490.27612011349385,3435.723879886506,0.1248792970233046,181,64.0,-656,3.228035575690951,0.6942169802015382
oridb_687,6501,3.2505,613.3222392382336,5887.677760761766,0.09434275330537358,152,58.0,17,4.852729669705561,0.8628098276476363
oridb_688,8579,4.2895,924.8576205534247,7654.142379446575,0.10780482813304869,-779,59.0,-257,3.371422086904274,0.8408967055390473
oridb_690,15876,7.938,1393.8176755594789,14482.18232444052,0.08779400828668928,-97,175.0,41,19.0320939272514,1.9129968139504494
oridb_691,9285,4.6425,922.1016440073086,8362.898355992691,0.09931089326950011,-876,104.0,132,7.086480602801504,1.0396385999589135
oridb_692,8527,4.2635,878.9915971939288,7648.008402806071,0.10308333495882828,150,42.0,14,3.3700808788458607,0.8425628118288919
oridb_693,10907,5.4535,1881.8854452204168,9025.114554779582,0.1725392358320727,-457,59.0,-558,9.093013096207098,1.723306513233297
oridb_694,8377,4.1885,940.3984174695881,7436.601582530412,0.11225956994981355,99,56.0,-55,12.33796824743643,1.2456701148984461
oridb_695,10500,5.25,1305.7101587351397,9194.289841264861,0.12435334845096568,512,43.0,701,4.116550770226032,1.084144380543546
oridb_696,14291,7.1455,1405.4321527217862,12885.567847278213,0.09834386346104444,-236,313.0,-103,14.904992408751683,1.615346352798588
oridb_697,11789,5.8945,1865.0693058425213,9923.93069415748,0.15820419932500818,-726,82.0,-851,16.140083840267003,2.5213331585793206
oridb_698,9156,4.578,973.3019248579182,8182.6980751420815,0.1063020887787154,-129,76.0,-305,4.513206149380962,0.9071728349056966
oridb_699,10077,5.0385,1302.8378965135498,8774.162103486451,0.12928826997256623,-672,63.0,-510,13.302813360536579,1.381274976994196
oridb_700,13476,6.738,1412.672107755961,12063.327892244039,0.10482874055772937,150,91.0,26,8.92734469193725,1.4145676673764207
oridb_701,15512,7.756,1746.1413423800623,13765.858657619938,0.11256713140665693,-3,65.0,158,5.466002230842724,1.3129990090686339
oridb_702,9109,4.5545,1176.2417005153143,7932.758299484685,0.12912961911464643,61,121.0,61,37.37814714339295,3.419837764930355
oridb_704,15265,7.6325,1221.8023674092788,14043.197632590722,0.08003946068845587,65,182.0,194,10.052410204390663,1.2556456469982205
oridb_705,8771,4.3855,1072.2600959435342,7698.739904056466,0.12225060950217014,903,30.0,-65,4.892289800808866,0.9882767516597125
oridb_706,13589,6.7945,1353.9508098879528,12235.049190112048,0.09963579438427793,-645,137.0,-645,18.948122254779456,2.2210259700563366
oridb_707,11911,5.9555,1144.6340233990704,10766.36597660093,0.09609890214080014,-156,66.0,18,7.735065556311945,1.187396229709952
oridb_708,13260,6.63,2195.0864252755428,11064.913574724458,0.16554196269046326,890,79.0,889,13.848885311422789,2.486949009485921
oridb_709,14796,7.398,1654.5672920034135,13141.432707996586,0.11182531035438048,-172,124.0,-641,7.2704394058892206,1.3302194729889831
oridb_710,8538,4.269,1035.3722719506054,7502.627728049394,0.12126637057280457,-991,41.0,-830,7.208154071061134,1.1638788541460632
oridb_711,6405,3.2025,582.320525017004,5822.679474982996,0.09091655347650336,155,29.0,26,2.9798307006732547,0.5588819909902601
oridb_712,14896,7.448,1712.6223863395853,13183.377613660414,0.11497196471130407,261,90.0,-264,12.375064015401058,1.7371770280811387
oridb_713,10861,5.4305,1696.586708763109,9164.413291236891,0.15620906995332925,248,50.0,62,8.985765921801443,1.4262512695744158
oridb_714,10869,5.4345,1060.4359914044066,9808.564008595593,0.09756518459880455,-932,54.0,-644,13.980529343942528,1.4977591124963872
oridb_715,11375,5.6875,1610.7716135933074,9764.228386406692,0.14160629570051053,31,81.0,-109,14.90573813865246,1.922425771157289
oridb_716,10266,5.133,1243.876398892925,9022.123601107076,0.12116465993502094,847,54.0,78,7.253021925221201,1.223079341425537
oridb_717,10449,5.2245,1219.0157756441452,9229.984224355854,0.11666339129525745,-993,60.0,-665,5.990387088881641,1.3696873045748623
oridb_718,9554,4.777,1083.6079997382412,8470.39200026176,0.11341930078901416,975,35.0,-157,8.697806599095752,1.1425614404355886
oridb_719,10332,5.166,1422.9008799577946,8909.099120042205,0.13771785520303859,-408,84.0,-229,7.8581353840135595,1.404185264611778
oridb_720,9546,4.773,1405.7222704003811,8140.277729599618,0.14725772788606548,79,49.0,-391,7.4067385369114636,1.3416443214284297
oridb_721,9565,4.7825,1262.854532274488,8302.145467725511,0.13202870175373635,-391,57.0,-232,9.008559726755783,1.5234842780015734
oridb_722,6287,3.1435,948.6174062954493,5338.38259370455,0.15088554259510883,319,55.0,460,13.228535273995448,1.3590826119863582
oridb_723,7750,3.875,819.5379654530627,6930.4620345469375,0.10574683425200809,-173,74.0,-129,6.357133213112586,1.049138483411465
oridb_724,7914,3.957,1294.2572121368817,6619.742787863119,0.16354020876129413,995,89.0,1000,19.75538083807746,2.141135094454758
oridb_725,11522,5.761,1924.6723393401885,9597.327660659812,0.1670432511144062,295,55.0,296,15.062469166904371,2.177868246753278
oridb_727,7135,3.5675,629.0678331134278,6505.932166886572,0.08816647976361988,175,36.0,-88,1.6745585598980264,0.5533325933821798
oridb_728,7810,3.905,913.6961286678576,6896.303871332142,0.11699054144274745,-85,37.0,394,4.654660329042505,0.917679542013168
oridb_729,8736,4.368,1211.919084034876,7524.0809159651235,0.1387270013776186,537,26.0,78,8.637002897456743,1.1448039691780216
oridb_730,9708,4.854,1436.7285641865726,8271.271435813427,0.14799428967723244,268,89.0,397,6.6527332847963505,1.3565348291674686
oridb_731,9225,4.6125,1399.7776219030015,7825.222378096998,0.15173741158840126,-107,80.0,925,13.08337618911741,1.4977182402051996
oridb_732,4,0.002,2.8095760447321373e-06,3.9999971904239553,7.023940111830343e-07,661,1.0,661,3.7363017375066943e-07,6.279263390911717e-08
oridb_733,5665,2.8325,784.5475563369157,4880.4524436630845,0.1384903012068695,-1,31.0,-16,5.92154323556733,0.9545152921492067
oridb_734,7664,3.832,727.9603634838359,6936.039636516164,0.09498438980738985,-181,39.0,14,5.8925101891990845,0.7564395845400042
oridb_735,5830,2.915,505.91581583873057,5324.084184161269,0.08677801300835859,-287,19.0,1000,1.142536013479117,0.48136282311806744
oridb_736,7726,3.863,874.6530069938647,6851.346993006136,0.11320903533443757,-88,43.0,21,8.93731633990974,1.2615262513371543
oridb_737,8177,4.0885,859.9012732902684,7317.098726709732,0.1051609726415884,682,69.0,-4,3.465928200320744,0.7739279984219943
oridb_738,10939,5.4695,1007.9083975742424,9931.091602425757,0.09213898871690669,-918,71.0,63,8.450114221759845,1.0888231331156912
oridb_739,12623,6.3115,1538.3969399634525,11084.603060036548,0.12187252950672997,-418,170.0,-70,7.995659690328273,1.348052936935535
oridb_740,12627,6.3135,1391.7536236294984,11235.246376370502,0.11022045011716942,-367,107.0,-53,12.576911426956642,1.5451063439138732
oridb_741,9727,4.8635,1449.3550661364904,8277.64493386351,0.14900329661113298,-358,39.0,-45,4.566148930340958,1.2417096328210266
oridb_742,7648,3.824,1119.8759682337775,6528.124031766222,0.14642729710169686,-882,47.0,392,7.1650803704529205,1.178692927272026
oridb_743,9567,4.7835,1091.2311973144788,8475.768802685521,0.11406200452748812,484,72.0,635,7.883444861907465,1.121602537872818
oridb_744,17970,8.985,3297.7591775998626,14672.240822400137,0.1835147010350508,179,73.0,631,19.32111225661638,3.1375304952111183
oridb_745,5291,2.6455,527.4807363641513,4763.519263635849,0.09969395886678346,-196,38.0,-46,2.269904952316109,0.5914628600672577
oridb_746,10172,5.086,1445.1263129805573,8726.873687019443,0.14206904374563087,-96,45.0,60,8.284226494108772,1.2972457437939213
oridb_747,5970,2.985,546.9606164344724,5423.039383565528,0.09161819370761681,-858,34.0,58,3.585123322596133,0.599572955155639
oridb_748,5457,2.7285,577.2776146650933,4879.722385334907,0.10578662537384888,-915,23.0,933,2.808828130608906,0.6012950386173072
oridb_749,8956,4.478,1206.973521185971,7749.026478814028,0.1347670300564952,-88,82.0,-746,9.366125304378633,1.5174813847738322
oridb_750,8035,4.0175,821.2424454066302,7213.75755459337,0.10220814504127321,712,29.0,53,2.4003478119133876,0.7296677886796126
oridb_751,12869,6.4345,1426.4799186972673,11442.520081302733,0.11084621327976278,945,58.0,38,10.792611054096202,1.4598515719924734
oridb_752,12450,6.225,1180.536561084769,11269.46343891523,0.09482221374174851,62,107.0,591,4.642314061882149,0.9957970661372721
oridb_753,2653,1.3265,451.11327122582475,2201.886728774175,0.17003892620649255,-607,58.0,-738,8.66889580547898,1.0775811698135322
oridb_754,52,0.026,4.628900201273737,47.37109979872626,0.08901731156295647,398,5.0,-405,0.1860930492807187,0.03529657498109856
oridb_755,184,0.092,27.9236848584417,156.0763151415583,0.15175915683935706,207,14.0,170,0.9901805876306584,0.14500567376223217
oridb_756,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oridb_757,62,0.031,22.551268199332842,39.44873180066716,0.3637301322473039,-293,6.0,-296,1.2977724065999316,0.1694875594744931
oridb_758,721,0.3605,49.96597164567334,671.0340283543267,0.06930093154739715,49,22.0,167,0.6734445961897382,0.15306274658178812
oridb_759,2646,1.323,269.95502874926393,2376.044971250736,0.10202382038898863,545,48.0,412,2.5248908221822752,0.47044400407702247
oridb_760,9406,4.703,954.200261949026,8451.799738050973,0.10144591345407462,803,47.0,4,8.480658814337485,1.1649052506258821
oridb_761,9541,4.7705,801.9404362674286,8739.059563732571,0.08405203189051762,115,53.0,152,4.473597276028745,0.7920946521985428
oridb_762,9389,4.6945,1412.610258472223,7976.389741527777,0.15045374997041464,-207,88.0,-78,12.125497213873608,1.763711210217952
oridb_763,7648,3.824,927.6836306949779,6720.316369305022,0.12129754585446886,-88,29.0,-57,5.091036110068124,0.8220790779710414
oridb_764,9474,4.737,1158.0267390438516,8315.973260956149,0.12223208138524928,208,96.0,14,6.827659178754893,1.3018080747639316
oridb_766,7593,3.7965,1150.8910638502039,6442.108936149796,0.15157264109708993,188,96.0,28,15.671148837397947,1.7418378191826691
oridb_767,6649,3.3245,638.2002036556134,6010.799796344387,0.09598438917966814,177,70.0,69,4.375739215249958,0.7530337211505342
oridb_768,8114,4.057,864.6329709683846,7249.367029031615,0.10656063235991922,-341,101.0,-19,7.648693999707827,0.9128672942459262
oridb_769,8697,4.3485,789.8647034621534,7907.135296537846,0.09082036374176768,-87,80.0,-225,4.004650586179041,0.739241607224977
oridb_770,10961,5.4805,1365.0992618259002,9595.9007381741,0.1245414890818265,-586,110.0,-543,10.467002697468303,1.397492783319342
oridb_771,13090,6.545,2543.7813496649105,10546.21865033509,0.19433012602482128,-698,63.0,-746,21.021006538549013,2.696760030938856
oridb_772,5924,2.962,620.6206268100623,5303.379373189938,0.10476377900237378,936,20.0,-827,2.56490732753141,0.6131971630318354
oridb_773,8048,4.024,857.2822301287604,7190.717769871239,0.10652115185496526,210,33.0,96,4.679339112819511,0.9047266062556701
oridb_774,6399,3.1995,645.3567651175542,5753.6432348824455,0.10085275279224164,567,28.0,-111,3.4726751515428296,0.6447004376889748
oridb_775,9368,4.684,1181.8348543129205,8186.1651456870795,0.12615658137413754,-108,56.0,-247,8.434461945011059,1.3001945675811521
oridb_776,7727,3.8635,896.3792541146611,6830.620745885339,0.11600611545420747,-837,26.0,-844,10.676431622571581,1.2564943017735841
oridb_777,8129,4.0645,680.4891219874356,7448.510878012565,0.08371129560677028,336,54.0,773,4.562436791477078,0.6881333071329465
oridb_778,11475,5.7375,1072.0728580779964,10402.927141922004,0.09342682859067507,-81,87.0,-200,4.633563870411608,1.0032378843526644
oridb_779,10603,5.3015,1127.8333526086094,9475.16664739139,0.10636926837768644,-68,88.0,-29,7.55868217243655,1.1526185059007887
oridb_780,8028,4.014,966.886686658656,7061.113313341344,0.12043929828832287,197,49.0,65,4.627110805580536,0.8565515767763436
oridb_781,7597,3.7985,960.416211979661,6636.583788020339,0.12642045701983165,-814,59.0,-943,10.10968229443607,1.344449118037573
oridb_782,6882,3.441,842.3243765990215,6039.675623400978,0.12239528866594326,910,30.0,948,6.443804410988035,0.8443005937547118
oridb_783,7705,3.8525,1026.4974073772382,6678.502592622762,0.1332248419697908,-113,39.0,64,12.025756921702191,1.3194007662078637
oridb_784,6607,3.3035,654.3088402674707,5952.691159732529,0.099032668422502,62,68.0,-97,11.467341976682196,1.1366174949616477
oridb_785,9033,4.5165,996.4371499676206,8036.562850032379,0.11031076607634457,-831,54.0,226,6.999018244435405,1.1589840813823453
oridb_786,6275,3.1375,647.0745277944891,5627.925472205511,0.10311944666047634,-62,31.0,-25,3.362876185311818,0.7111412366921817
oridb_787,10272,5.136,1174.1729527327896,9097.82704726721,0.11430811455731986,-107,58.0,30,14.147931119881328,1.7212360390204458
oridb_788,9832,4.916,1288.596923362323,8543.403076637676,0.1310615259725715,172,65.0,169,13.032919140436302,1.7372239701533772
oridb_789,10278,5.139,1114.134850205037,9163.865149794963,0.10839996596663136,-108,65.0,22,10.213522211590858,1.4055134733104613
oridb_790,10398,5.199,888.8194698423838,9509.180530157617,0.08547984899426657,700,70.0,-121,4.193584822082411,0.8592673655889675
oridb_791,9707,4.8535,1041.29016427215,8665.70983572785,0.10727208862389512,-271,105.0,-139,11.94124341417131,1.2237762580382656
oridb_792,4,0.002,8.776571049413151e-19,4.0,2.194142762353288e-19,289,2.0,289,1.0932376753043126e-19,1.2006802985279764e-20
oridb_793,11175,5.5875,2229.5470351984413,8945.45296480156,0.1995120389439321,-704,78.0,-704,25.071573642038793,2.769702342898803
oridb_794,9639,4.8195,1194.672600556803,8444.327399443197,0.1239415500110803,106,105.0,252,10.747002194926758,1.4875904880425765
oridb_795,6704,3.352,787.1400650480972,5916.859934951903,0.11741349418975197,594,153.0,725,19.45805458838123,1.9709274465203028
oridb_796,7116,3.558,691.9585613863312,6424.041438613669,0.09723982031848387,-687,62.0,-549,3.182900875689116,0.6631413196932711
oridb_797,7344,3.672,977.3699707044472,6366.630029295553,0.1330841463377515,56,39.0,70,5.410706411284603,1.020148872671943
oridb_798,12776,6.388,1551.0470982480088,11224.95290175199,0.12140318552348221,363,111.0,-902,12.99461807897752,1.8755217283247159
oridb_799,10010,5.005,807.2828602052141,9202.717139794786,0.08064763838213927,-882,71.0,31,2.433226502613037,0.7133371141401909
oridb_800,11145,5.5725,1248.830108946653,9896.169891053347,0.11205294831284458,-744,39.0,138,13.372246441379637,1.7885456808332418
oridb_801,10642,5.321,1088.009280195237,9553.990719804762,0.10223729376012375,40,46.0,56,13.456139548942808,1.4354949663932055
oridb_802,10532,5.266,1234.3161107402598,9297.68388925974,0.11719674427841434,183,78.0,55,19.285328527510764,2.2969555666065498
oridb_803,8884,4.442,926.2854998198807,7957.714500180119,0.10426446418503835,155,69.0,310,5.701571559300523,1.1622719309552727
oridb_804,8297,4.1485,800.0668242104736,7496.933175789526,0.09642844693388858,-316,44.0,-177,2.7249715841813207,0.6781430785900693
oridb_805,10287,5.1435,1019.863211763837,9267.136788236163,0.09914097518847448,-501,65.0,-450,7.4622518997129665,1.0359137687374511
oridb_806,7115,3.5575,848.4957071657228,6266.504292834277,0.11925449152012971,-453,65.0,-597,7.4434449038396275,0.9642666699445144
oridb_807,8252,4.126,780.2414773642395,7471.7585226357605,0.09455180287981574,-364,107.0,-216,7.18497472264607,1.0571915099797902
oridb_808,9423,4.7115,961.4404070159369,8461.559592984064,0.10203124344857656,-743,59.0,-320,3.807754271110329,0.8412436235474654
oridb_809,10066,5.033,1142.6424878120874,8923.357512187913,0.11351504945480702,-78,46.0,53,8.192707703751854,1.177935262702237
oridb_810,9292,4.646,1401.8267369957275,7890.1732630042725,0.15086383308176146,-702,55.0,-749,6.437126888966051,1.2537198064971045
oridb_811,10111,5.0555,969.5802489147536,9141.419751085246,0.09589360586635878,-637,75.0,94,4.52907682870368,0.911931610743694
oridb_812,12320,6.16,1524.5551679780776,10795.444832021922,0.12374636103718163,326,64.0,462,8.528809929385051,1.449075895780918
oridb_813,11058,5.529,1608.065715318301,9449.934284681698,0.14542102688716776,-325,99.0,54,11.514048311307027,1.8482036334691345
oridb_815,7336,3.668,1020.0831906835787,6315.916809316422,0.1390516890244791,605,113.0,739,10.234269439368735,1.425628345957507
oridb_816,5818,2.909,628.4769040519642,5189.523095948036,0.10802284359779378,-469,25.0,17,4.361077016020028,0.6743076937919865
oridb_817,17263,8.6315,1671.1776006069404,15591.822399393059,0.09680690497636218,-945,90.0,-49,7.7214442409597925,1.3505013798743422
oridb_818,10099,5.0495,1415.393170198442,8683.606829801558,0.14015181406064384,45,92.0,-83,15.39210042826949,1.7600849139601593
oridb_819,12075,6.0375,1547.8213864391694,10527.17861356083,0.12818396575065585,205,84.0,-509,8.15784241426386,1.384505457490494
oridb_820,11340,5.67,1112.804844305807,10227.195155694193,0.09813093865130572,144,63.0,317,7.14695732304051,1.0704985908983573
oridb_821,3121,1.5605,290.19641553213233,2830.8035844678675,0.09298186976357974,116,42.0,360,3.809093655349842,0.5958875048229703
oridb_822,8049,4.0245,807.3002476302213,7241.699752369779,0.10029820445151215,-176,44.0,-176,8.802033748927592,1.0215381153981224
oridb_823,7745,3.8725,1166.0780123125774,6578.921987687423,0.1505588137266078,541,70.0,539,28.384817742644266,2.6918951316526196
oridb_824,14021,7.0105,1820.3557321123492,12200.64426788765,0.1298306634414342,-87,83.0,41,12.83267028119142,1.6979357344686274
oridb_825,7900,3.95,603.5812545632856,7296.418745436715,0.0764026904510488,827,58.0,-246,2.391987639154451,0.5924175656687652
oridb_826,10917,5.4585,1433.3238890142563,9483.676110985743,0.13129283585364626,969,53.0,405,6.513831945920544,1.2282216044882261
oridb_827,11580,5.79,1404.1586565156201,10175.84134348438,0.12125722422414681,69,60.0,732,6.902065089585998,1.2521039305467316
oridb_828,12429,6.2145,868.3029615227874,11560.697038477212,0.06986104767260339,164,105.0,8,8.18544635572669,1.0266464286590256
oridb_829,5,0.0025,2.2980931322086815,2.7019068677913185,0.4596186264417363,127,3.0,127,0.23515687462836887,0.040697050000074945
