name,total_reads,coverage,small_reads,nucleosomal_reads,small_proportion,peak_position,peak_height,small_fragment_peak_position,small_fragment_peak_height,small_fragment_std
oridb_226,6660,3.33,781.8426781499135,5878.157321850086,0.11739379551800502,117,36.0,-61,3.66729933890631,0.7676099618292208
oridb_227,7413,3.7065,669.8968646109624,6743.103135389038,0.09036784899648759,24,29.0,-54,2.0505802661968353,0.6196137326078862
oridb_228,7401,3.7005,690.4062077189233,6710.593792281077,0.09328553002552673,-152,46.0,56,3.740791656083279,0.7439661448166308
oridb_229,13239,6.6195,1705.740067184737,11533.259932815263,0.1288420626319765,176,51.0,29,8.443772398918608,1.5314972123318533
oridb_230,13139,6.5695,2000.9929904423745,11138.007009557625,0.15229416168980703,893,49.0,891,19.740069462142696,2.0609800187653056
oridb_231,9471,4.7355,951.3152203420836,8519.684779657917,0.10044506602703872,549,45.0,53,2.8848440774362816,0.7961568449510874
oridb_232,14162,7.081,1311.0505387107864,12850.949461289214,0.09257523928193662,171,76.0,40,8.737478300368497,1.504393216661699
oridb_233,13075,6.5375,1390.789632075302,11684.210367924697,0.10637014394457377,78,269.0,106,11.65431457146348,1.6426488462435607
oridb_234,5339,2.6695,500.2367513501233,4838.763248649877,0.09369484011053068,448,45.0,320,1.7499437125413855,0.501240910027441
oridb_235,11159,5.5795,1685.3068460639429,9473.693153936058,0.15102669110708333,44,51.0,691,9.366741440186711,1.534006738465871
oridb_236,15780,7.89,1854.293261460176,13925.706738539824,0.11750907867301495,-733,92.0,245,11.142635222206124,1.5609629356959978
oridb_237,12986,6.493,1899.5161404524338,11086.483859547567,0.1462741521987089,945,73.0,-245,5.404388652136602,1.4275064582756285
oridb_238,4864,2.432,538.1559042128813,4325.844095787119,0.11064060530692461,987,20.0,1000,1.383085935230162,0.5000153145857307
oridb_239,11587,5.7935,1289.862671792825,10297.137328207175,0.1113198128758803,346,90.0,55,5.847814066486521,1.2584386361689934
oridb_240,5573,2.7865,505.33043466161024,5067.6695653383895,0.0906747594942778,22,24.0,247,1.4576471840620944,0.49130468377948877
oridb_241,5238,2.619,549.0488443588256,4688.951155641174,0.1048203215652588,643,21.0,93,2.859084762656174,0.5493970946935511
oridb_242,9085,4.5425,850.8090141851715,8234.190985814828,0.09364986397195063,110,57.0,-35,4.599134208384364,0.8516742574194726
oridb_243,10491,5.2455,1195.1357179185597,9295.86428208144,0.11392009512139546,-445,120.0,253,7.440204677395807,1.180174902262375
oridb_244,10395,5.1975,810.7147037438547,9584.285296256145,0.07799083249099131,-514,99.0,654,7.17740387010392,0.9925726368051941
oridb_245,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oridb_247,3751,1.8755,510.15093879374797,3240.849061206252,0.13600398261630178,518,33.0,-488,2.90336046972419,0.675337611294353
oridb_248,123,0.0615,30.160507737054115,92.83949226294588,0.24520737997604972,77,5.0,76,0.6422427486612704,0.13443444536661472
oridb_249,7319,3.6595,855.7018746815527,6463.298125318447,0.1169151352208707,29,33.0,568,5.917447621510609,0.9948772205227754
oridb_250,7662,3.831,864.383060398704,6797.616939601296,0.11281428613922004,141,115.0,-53,4.0725396986902584,0.9296898567138118
oridb_251,7762,3.881,1027.2901133701457,6734.709886629855,0.13234863609509737,128,39.0,-557,8.400754506399585,1.2139446999191923
oridb_252,7867,3.9335,1037.256831034024,6829.743168965976,0.1318490950850418,-132,39.0,-817,8.400754506399585,1.211989481969858
oridb_253,8566,4.283,2047.89656335484,6518.10343664516,0.2390726784210647,557,51.0,558,22.92599476274872,2.680628901507069
oridb_254,6132,3.066,589.1302821305026,5542.869717869497,0.09607473615957315,770,24.0,82,3.8738442254020993,0.6519963629613745
oridb_255,6741,3.3705,936.136840460981,5804.863159539019,0.13887210213039328,8,51.0,36,9.432116843978847,1.3066465144130681
oridb_256,7937,3.9685,823.5900877867969,7113.409912213203,0.1037659175742468,76,67.0,-75,11.238977304251994,1.2603440254464888
oridb_257,7074,3.537,804.0576791988995,6269.9423208011,0.11366379406260947,-914,49.0,-116,4.0471969615303385,0.7975770631567956
oridb_258,10848,5.424,1630.3388636002855,9217.661136399714,0.1502893495206753,-91,96.0,46,10.420961390599398,1.6372396827845637
oridb_259,9833,4.9165,803.45581644997,9029.54418355003,0.08171014099969186,-227,36.0,20,2.7338588206399175,0.6532726840822823
oridb_260,11682,5.841,1266.0662218394023,10415.933778160597,0.10837752284192795,-561,64.0,-24,7.73262479218874,1.3545162659376955
oridb_261,14211,7.1055,1292.2631099338867,12918.736890066113,0.09093400252859662,434,233.0,-234,5.544238606640467,1.2043174207081362
oridb_262,12211,6.1055,1113.287623653554,11097.712376346446,0.09117088065298125,-106,70.0,36,9.706084767726491,1.1941698917848245
oridb_263,9873,4.9365,1030.5395657639192,8842.46043423608,0.1043795772069198,171,50.0,16,6.686209465856773,1.001165064193927
oridb_264,5599,2.7995,447.3887318167384,5151.611268183262,0.07990511373758499,936,37.0,447,1.373478144028239,0.47983936675114225
oridb_265,7925,3.9625,697.6638507270436,7227.336149272956,0.08803329346713484,-950,155.0,48,5.692887303202241,0.7710677133262046
oridb_266,10286,5.143,1631.0281872594496,8654.97181274055,0.15856778021188506,488,68.0,-7,8.880004038943575,1.4002048194181818
oridb_267,5172,2.586,540.4437476724584,4631.556252327542,0.10449415074873518,898,60.0,-377,2.3153709836666154,0.5357161194271758
oridb_268,6307,3.1535,699.8441434771903,5607.15585652281,0.11096307966976221,-322,60.0,7,11.778277601944314,1.2391912190094054
oridb_269,260,0.13,43.28699977498881,216.7130002250112,0.16648846067303388,21,15.0,8,1.66203758411671,0.20626053728509156
oridb_270,775,0.3875,53.975481685302384,721.0245183146976,0.06964578281974501,-622,26.0,-655,0.4380877048377634,0.15640283467017327
oridb_271,10016,5.008,1319.8935025442916,8696.106497455708,0.13177850464699398,146,34.0,11,8.347448479233195,1.3355509104247325
oridb_272,5178,2.589,517.8362986613258,4660.163701338674,0.10000701017020584,738,39.0,939,2.0423307175423187,0.4869777904326573
oridb_273,8661,4.3305,853.9025696948495,7807.097430305151,0.09859168337314969,913,69.0,542,3.598255824743644,0.7831041005001071
oridb_274,11038,5.519,1258.261648079129,9779.73835192087,0.11399362638875964,-878,108.0,-139,4.867514086123551,1.0598178193609886
oridb_275,6267,3.1335,659.9278314741784,5607.072168525821,0.10530203151016092,-174,34.0,114,7.662397423951726,0.9128687576958998
oridb_276,9545,4.7725,947.6753537052965,8597.324646294703,0.09928500300736474,-97,107.0,90,4.488399318128121,0.9722147170052089
oridb_277,11856,5.928,1700.0706313660958,10155.929368633904,0.14339327187635761,-188,142.0,909,15.162510280174864,1.9977385845660733
oridb_278,5606,2.803,565.2799471699492,5040.720052830051,0.10083481041204945,814,23.0,-42,6.210892809018409,0.7470820240330139
oridb_279,10671,5.3355,1061.729164418984,9609.270835581015,0.09949668863452198,510,40.0,24,6.747613710271933,1.0801681960582918
oridb_280,12594,6.297,2217.3965066587325,10376.603493341267,0.1760676914926737,-927,47.0,343,15.925303103100894,2.292809271157385
oridb_281,8252,4.126,866.4165231435718,7385.583476856428,0.10499473135525592,142,40.0,106,3.72530280057109,0.7330069080082066
oridb_282,7343,3.6715,901.7625031582147,6441.237496841785,0.1228057337815899,144,41.0,-4,5.702810819639379,0.9414231876971355
oridb_283,11674,5.837,1072.347942998073,10601.652057001927,0.09185779878345665,113,63.0,-33,2.909910593682963,0.8338245205598416
oridb_284,5922,2.961,558.0986669747764,5363.901333025224,0.09424158510212367,314,48.0,449,1.9968261422355087,0.5412876041141094
oridb_285,5645,2.8225,798.3164840139061,4846.683515986094,0.14142010345684786,-88,27.0,-87,9.587636345717991,1.1430473067835885
oridb_286,6888,3.444,693.0196444874572,6194.980355512543,0.10061260808470633,-242,35.0,-118,2.0088755390538036,0.638288611291222
oridb_287,8196,4.098,1091.228018726728,7104.771981273272,0.1331415347397179,-467,56.0,-613,20.065785736914627,2.158060733700209
oridb_288,9992,4.996,833.006968503556,9158.993031496444,0.08336739076296597,979,47.0,-548,2.6194782451099137,0.6921679183584617
oridb_289,12335,6.1675,1075.1794979240765,11259.820502075923,0.08716493700235724,903,101.0,34,8.585273147711007,1.0271668438918165
oridb_290,17236,8.618,2380.056864810786,14855.943135189214,0.13808638110993188,-938,105.0,280,22.208592384227885,2.592714381990808
oridb_291,12516,6.258,1601.7279875336585,10914.272012466341,0.1279744317300782,443,96.0,725,10.243084469108508,1.407568094818413
oridb_292,6862,3.431,552.3538589497982,6309.646141050202,0.08049458743074879,-981,80.0,949,1.5910218935680271,0.5152935679737219
oridb_293,9782,4.891,1523.5663862772667,8258.433613722733,0.15575203294594833,-437,45.0,-438,19.56177047192353,2.413903686856633
oridb_294,9954,4.977,919.2214319744454,9034.778568025555,0.09234693911738451,-179,84.0,-45,3.9217571851295694,0.796984627097278
oridb_295,14050,7.025,1766.792788958856,12283.207211041145,0.12575037643835274,-12,64.0,-43,11.074932120316731,1.6648180577610954
oridb_296,6919,3.4595,709.5014841447301,6209.49851585527,0.10254393469355833,861,36.0,861,10.537046792060737,1.045207555999016
oridb_298,15290,7.645,2530.6723409975275,12759.327659002473,0.16551159849558714,-759,63.0,202,13.872289363215748,2.0179022252416603
oridb_299,12079,6.0395,1322.5487910954544,10756.451208904546,0.10949157969165116,-394,64.0,-19,11.476028497276793,1.534629899583533
oridb_300,9231,4.6155,1315.2762667038633,7915.723733296137,0.14248470010874914,-199,117.0,-406,11.40239514754634,1.543423050271362
oridb_301,6216,3.108,644.8973875413378,5571.102612458662,0.10374797096868368,577,39.0,-36,1.4282065546798466,0.5408009256293261
oridb_302,10982,5.491,1135.815687075299,9846.1843129247,0.10342521280962474,-865,106.0,-811,7.251405671818907,1.354411316140042
oridb_303,8382,4.191,1325.891755189938,7056.108244810062,0.15818322061440446,507,47.0,-12,8.660415243562763,1.6215588565446521
oridb_304,13477,6.7385,1722.281812294719,11754.71818770528,0.12779415391368398,986,75.0,-906,7.179187643491545,1.556430155923704
oridb_305,11060,5.53,1487.9222193859096,9572.07778061409,0.134531846237424,-871,88.0,-742,14.345831259287358,1.6620578121070317
oridb_306,11771,5.8855,1956.735932011778,9814.264067988222,0.16623361923471056,730,74.0,598,8.837252825026049,1.6198193467356852
oridb_307,6670,3.335,734.7813289984174,5935.218671001583,0.1101621182906173,-116,82.0,-251,7.458538748726977,0.9375786378051474
oridb_308,8101,4.0505,671.701658503994,7429.298341496006,0.08291589414936354,225,41.0,80,4.343978639113516,0.7140453757644291
oridb_309,7539,3.7695,730.0914130769929,6808.9085869230075,0.09684194363668827,-184,73.0,-126,3.051472929814202,0.7335852270898444
oridb_310,11119,5.5595,1212.3442613819734,9906.655738618027,0.10903356968989777,-664,62.0,-536,6.894365119001748,1.0824484420762535
oridb_311,12408,6.204,1356.3485166989426,11051.651483301057,0.10931242075265495,443,72.0,-21,8.144423758828692,1.2654691757500358
oridb_312,10448,5.224,1085.939372934755,9362.060627065244,0.10393753569436782,233,43.0,83,7.602472544317861,1.0548427080266873
oridb_313,5527,2.7635,731.1786446632074,4795.821355336792,0.13229213762677897,-89,59.0,760,4.558300302655888,0.8595546461820076
oridb_314,8506,4.253,1362.9940680294626,7143.005931970538,0.16023913332112186,443,60.0,911,8.598729942067038,1.4724978642158864
oridb_315,12660,6.33,1326.4378439785148,11333.562156021486,0.10477392132531713,553,42.0,61,6.062478016779994,1.1186460328564551
oridb_316,7961,3.9805,877.1803112968953,7083.8196887031045,0.11018468927231445,203,38.0,71,4.592996854974498,0.8127663349342709
oridb_317,9000,4.5,1486.1604189684067,7513.839581031593,0.16512893544093407,124,44.0,-16,6.7152868856901335,1.4613034861172238
oridb_318,12585,6.2925,1349.7957514421173,11235.204248557882,0.1072543306668349,-63,94.0,-44,13.329862526842932,1.8240013008901503
oridb_319,9600,4.8,911.1776388032624,8688.822361196737,0.09491433737533983,-937,65.0,-800,5.226997720771048,0.7903294554062097
oridb_320,6375,3.1875,860.2804952378588,5514.719504762141,0.13494596003731119,-757,78.0,-65,7.437410664213745,1.2287458075905042
oridb_322,12569,6.2845,1501.7423585568247,11067.257641443175,0.1194798598581291,379,69.0,-43,7.594660233388404,1.388277858041428
oridb_323,7341,3.6705,870.7272351431434,6470.272764856856,0.11861152910273033,530,44.0,115,2.9106815217911217,0.7856968989796181
oridb_324,7264,3.632,920.4583476466752,6343.541652353325,0.12671508089849604,-848,27.0,-350,4.8388564169040595,0.9001177248864102
oridb_325,11433,5.7165,1473.3924473483967,9959.607552651603,0.12887190128123824,-148,180.0,-812,20.39284141747788,2.116898058243818
oridb_326,13466,6.733,2071.120531903697,11394.879468096304,0.15380369314597483,227,59.0,716,8.52652927329006,1.8203747950000324
oridb_327,6141,3.0705,750.4720413959026,5390.527958604098,0.12220681344991086,268,47.0,143,8.606708018650354,0.9863052806197291
oridb_328,8946,4.473,1090.8232071862094,7855.176792813791,0.12193418367831538,16,56.0,-253,10.348523710291884,1.3438060274249743
oridb_329,7864,3.932,864.542753136693,6999.457246863307,0.10993676921880634,123,61.0,-882,9.448909387770563,1.1631654270024767
oridb_330,6822,3.411,1098.5116652363713,5723.488334763629,0.1610248703072957,585,26.0,123,7.63581097834413,1.3235839892589105
oridb_331,8445,4.2225,1386.1692990319907,7058.830700968009,0.16414082877821085,-952,147.0,-952,42.495510324414596,4.062588830624507
oridb_332,8079,4.0395,1245.729180193447,6833.270819806553,0.15419348684161988,570,52.0,642,9.675980458979247,1.7625352862408146
oridb_333,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oridb_334,511,0.2555,154.9316787250359,356.0683212749641,0.30319310905095087,-205,28.0,-207,6.934429219350935,0.6418099653212936
oridb_335,3661,1.8305,310.68006810121557,3350.3199318987845,0.08486207814837901,-414,43.0,-274,5.347911904600103,0.7071481814331771
oridb_336,10193,5.0965,1068.8825469661579,9124.117453033843,0.10486437231101323,98,79.0,49,5.131143313003245,1.0483781305020707
oridb_337,10017,5.0085,1169.2068554633195,8847.793144536681,0.11672225770822796,363,49.0,489,15.269376745189103,1.637082691333112
oridb_338,8628,4.314,894.8831654033133,7733.116834596687,0.1037184939039538,-170,29.0,10,4.497622879028845,0.796381907585907
oridb_339,10122,5.061,831.6361576696697,9290.363842330331,0.0821612485348419,139,61.0,-48,5.754904233352793,0.7749219806929217
oridb_340,11901,5.9505,1016.2822410464571,10884.717758953542,0.08539469297088119,543,166.0,67,6.891944186302071,0.915970471936661
oridb_341,8329,4.1645,951.0344500692038,7377.965549930796,0.11418350943320972,506,60.0,-344,9.06074501212622,1.1097846016526287
oridb_342,1,0.0005,2.194142762353288e-19,1.0,2.194142762353288e-19,-98,1.0,-98,2.9178706276609387e-20,4.903800468726755e-21
oridb_343,3066,1.533,272.1843104559294,2793.8156895440707,0.08877505233396261,157,39.0,181,1.6667859466860042,0.402433034609151
oridb_344,9510,4.755,941.0033000716444,8568.996699928355,0.09894882229985745,-350,42.0,-54,4.5810157296268725,0.8901746935764805
oridb_345,13288,6.644,2001.8295436106368,11286.170456389364,0.15064942381175775,-529,59.0,660,19.44822349382156,2.1330360693187482
oridb_346,12843,6.4215,1996.2204469756382,10846.779553024362,0.15543256614308482,111,75.0,-48,11.175803086796215,1.7103699779394668
oridb_347,10438,5.219,1094.499825753666,9343.500174246334,0.1048572356537331,720,41.0,-966,5.524547043391997,0.946764898659363
oridb_348,9712,4.856,1112.652949823316,8599.347050176684,0.11456476007241721,789,36.0,897,3.071588863558274,0.8527320746767665
oridb_349,8400,4.2,1183.3341481020525,7216.6658518979475,0.14087311286929197,-876,79.0,101,7.284498975930939,1.161729828848837
oridb_350,4701,2.3505,434.9692199101738,4266.030780089826,0.09252695594770768,555,67.0,995,1.5351629991937936,0.4716495884685981
oridb_351,7429,3.7145,903.5712880946377,6525.428711905362,0.12162757949853785,967,67.0,625,9.09734704757803,1.1270028880072338
oridb_352,5502,2.751,843.9161683328481,4658.083831667152,0.15338352750506146,698,107.0,698,38.65419354885455,3.4609274531658563
oridb_353,712,0.356,68.67632086870799,643.323679131292,0.09645550683807302,716,8.0,800,0.6516406668994598,0.18651634236235792
oridb_354,6812,3.406,529.3171302588604,6282.682869741139,0.07770363039619207,-333,60.0,-448,2.6697491704620697,0.5806172775465988
oridb_355,10661,5.3305,1229.8111462352585,9431.188853764741,0.11535607787592707,134,89.0,3,9.428169918134252,1.6658957255201001
oridb_356,9470,4.735,1589.2927977578365,7880.7072022421635,0.16782394907685708,-163,57.0,-147,20.499814046634533,2.3849318708518132
oridb_357,9175,4.5875,1279.1635805815322,7895.836419418468,0.13941837390534412,73,56.0,199,13.127533494355166,1.5042823964257779
oridb_358,9737,4.8685,798.5378256544141,8938.462174345586,0.08201066300240464,-444,62.0,-82,4.202257402463666,0.7525676762021916
oridb_359,11830,5.915,1568.4494490127317,10261.550550987267,0.13258237100699338,-444,54.0,-127,7.82443711382062,1.450552546180808
oridb_360,5877,2.9385,454.01281404712074,5422.987185952879,0.07725247814312076,985,155.0,-546,1.0785489480680828,0.4477143612211917
oridb_361,10985,5.4925,902.202188210341,10082.797811789658,0.08213037671464188,-159,83.0,-17,7.7097981668108755,1.0001201535922521
oridb_362,8515,4.2575,903.311844019116,7611.688155980884,0.10608477322596782,-837,40.0,-953,6.978737949613252,1.1277000319990165
oridb_363,10846,5.423,1454.8610465486531,9391.138953451347,0.13413802752615278,-459,72.0,869,5.180295770587628,1.1490133006410777
oridb_364,7792,3.896,891.1928887946801,6900.80711120532,0.11437280400342405,104,75.0,-26,5.848373923926417,0.9237549283676204
oridb_365,9993,4.9965,1159.0654540419869,8833.934545958013,0.11598773681997267,550,58.0,683,14.04274153181324,1.6265164854966478
oridb_366,12429,6.2145,1238.3948628016044,11190.605137198396,0.09963753019563959,-169,63.0,-43,7.461661430981497,1.4133300379624945
oridb_367,7849,3.9245,1053.0864079317307,6795.913592068269,0.1341682262621647,261,39.0,131,8.984857847953307,1.198829897157464
oridb_368,7257,3.6285,795.2061018412928,6461.793898158707,0.10957780099783558,-978,37.0,81,6.632607993273015,0.9035516851233008
oridb_369,11340,5.67,1253.8562408586308,10086.143759141369,0.11056933340905034,-712,53.0,-711,13.154154707109264,1.4541360288206435
oridb_371,8190,4.095,815.4062174759918,7374.593782524008,0.09956119871501731,87,64.0,29,3.288136828564946,0.8121528984520847
oridb_372,19,0.0095,2.9772590104738237,16.022740989526177,0.15669784265651704,-925,3.0,-957,0.23869332753455166,0.045718880775907966
oridb_373,799,0.3995,128.59491852992372,670.4050814700763,0.16094482919890327,-986,31.0,-1000,5.694233541937521,0.5208400213653624
oridb_374,9900,4.95,1418.0395103846606,8481.96048961534,0.14323631418026875,320,97.0,439,10.655776253537798,1.7466605004706572
oridb_375,6405,3.2025,880.33610679654,5524.66389320346,0.13744513767315222,-122,52.0,13,13.682074487137484,1.6437400882491884
oridb_376,1327,0.6635,181.37108470482752,1145.6289152951724,0.13667753180469294,164,32.0,209,5.143985534906986,0.5858081428206643
oridb_377,62,0.031,14.410744312978224,47.589255687021776,0.23243135988674554,-212,3.0,-234,0.8859460546995912,0.08822178620515876
oridb_378,11,0.0055,5.887201701804235e-06,10.999994112798298,5.35200154709476e-07,552,2.0,588,7.557123939272444e-07,8.142690876520114e-08
oridb_379,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oridb_380,4,0.002,0.0011892597886668343,3.9988107402113333,0.0002973149471667086,-538,1.0,-381,0.00014283054527180626,2.0308819596097468e-05
oridb_381,9206,4.603,860.1963420399159,8345.803657960085,0.09343866413642363,140,43.0,611,4.615260515682918,0.7432439000938442
oridb_382,9086,4.543,1003.7540600889199,8082.24593991108,0.11047260181476116,-532,54.0,30,8.125563675109165,1.1188022011252523
oridb_383,6695,3.3475,594.2909383151656,6100.7090616848345,0.088766383616903,-39,30.0,-503,1.993495608288069,0.5808012164136269
oridb_384,12109,6.0545,1136.433512912295,10972.566487087704,0.0938503190116686,-363,150.0,27,9.774360484279061,1.3730139565967776
oridb_385,8340,4.17,882.2133996412678,7457.786600358732,0.1057809831704158,106,56.0,-60,3.763826653458752,0.8550010546072734
oridb_386,11569,5.7845,1137.0343429274512,10431.96565707255,0.09828285443231491,-73,45.0,-57,5.276187643855571,1.1111412624482044
oridb_387,10323,5.1615,895.6353180248038,9427.364681975196,0.08676114676206566,104,101.0,-218,5.763510415877603,1.018487523982546
oridb_388,8386,4.193,1013.866743351171,7372.133256648829,0.12089992169701538,-856,37.0,-65,3.956064094097024,0.9017669800954878
oridb_389,6696,3.348,624.0029542499763,6071.997045750024,0.0931904053539391,909,27.0,38,2.086343450942694,0.5790876891621894
oridb_390,8112,4.056,1176.9056841845054,6935.094315815495,0.14508206165982562,-608,44.0,12,6.185184379928084,1.2896031487735886
oridb_391,9341,4.6705,1069.0624427578946,8271.937557242105,0.11444839340090938,907,76.0,376,6.088441213398747,1.1544482326199896
oridb_392,7815,3.9075,739.4349966097259,7075.565003390274,0.09461740199740575,-570,63.0,-860,3.4378797830962924,0.6742206906369618
oridb_393,11047,5.5235,1332.099874762697,9714.900125237304,0.12058476281005676,113,92.0,252,13.607725490551422,1.6256724311473323
oridb_394,8497,4.2485,775.1648896296527,7721.835110370347,0.09122806750966844,985,38.0,-56,6.158162131215423,0.8894109437210708
oridb_395,8836,4.418,1074.1346915200083,7761.865308479992,0.12156345535536536,-39,31.0,63,6.705717362762909,1.1903915048846416
oridb_396,12929,6.4645,1319.9085067419155,11609.091493258085,0.10208898652192092,309,117.0,-210,9.528673098916297,1.4561364384808677
oridb_397,10894,5.447,1326.9465260992097,9567.05347390079,0.12180526217176517,378,125.0,345,11.03365681269793,1.476431483821355
oridb_398,8765,4.3825,816.6514623795715,7948.348537620428,0.09317187249053868,-244,75.0,-102,8.474255696238503,0.9796950920987558
oridb_399,9583,4.7915,932.245885780548,8650.754114219451,0.09728121525415298,-336,81.0,74,15.033819033403972,1.4378024371208122
oridb_400,12437,6.2185,1295.4862593698344,11141.513740630166,0.10416388673875006,-126,76.0,19,5.966713036646029,1.2301046365377253
oridb_401,14304,7.152,2441.0735159248115,11862.92648407519,0.1706567055316563,471,64.0,480,11.677655640013661,2.107157760623823
oridb_402,6274,3.137,577.0249004393751,5696.975099560625,0.09197081613633648,654,21.0,-101,3.3903737973626464,0.616039653917753
oridb_403,8074,4.037,966.3451234648173,7107.654876535183,0.11968604452128033,203,99.0,80,22.733126009350546,2.1716401529758063
oridb_404,8515,4.2575,1170.222668430083,7344.777331569917,0.1374307302912605,301,99.0,156,13.092486630732324,1.5769488149300657
oridb_405,7501,3.7505,568.0748949635565,6932.925105036444,0.0757332215655988,-731,48.0,68,1.3719183025032589,0.5153386192822105
oridb_406,7356,3.678,1405.118160849274,5950.881839150726,0.191016606967003,-250,120.0,-250,26.83420945638906,2.9214844579201995
oridb_407,7779,3.8895,667.7573971080488,7111.242602891951,0.08584103318010655,-57,47.0,-201,4.141049242403216,0.6745870722244695
oridb_408,13847,6.9235,1612.6267414738795,12234.37325852612,0.11646036986162198,664,101.0,-13,15.612494510272501,1.8957658878845984
oridb_409,10558,5.279,1078.2105298249367,9479.789470175063,0.10212261127343594,-44,50.0,-193,5.031848991682399,0.8955694763686405
oridb_410,9724,4.862,1281.4120347289063,8442.587965271094,0.13177828411444945,-126,80.0,-128,29.671652032090037,2.741444774616897
oridb_411,10027,5.0135,900.970687525774,9126.029312474226,0.08985446170597128,-488,126.0,-350,15.081098561040195,1.4381396316774417
oridb_412,13948,6.974,1094.6561824280946,12853.343817571906,0.07848122902409625,93,88.0,-30,14.853118867418155,1.4866457714343746
oridb_413,3371,1.6855,240.0944332938224,3130.9055667061775,0.07122350438855603,-111,101.0,-163,6.06045166557623,0.6417008568084299
oridb_414,5244,2.622,661.1687164496741,4582.831283550326,0.12608099093243214,-106,42.0,-835,7.196932659009623,0.9841484337114714
oridb_415,78,0.039,28.091100248001304,49.908899751998696,0.3601423108718116,-181,5.0,-227,1.4043793746539508,0.15840123164809
oridb_416,31,0.0155,6.795385155971965,24.204614844028036,0.21920597277328918,587,3.0,699,0.43117344319949236,0.06786355965069485
oridb_417,8,0.004,1.8187852998086254,6.181214700191375,0.22734816247607817,-533,1.0,-482,0.1321477395426571,0.028464562415487223
oridb_418,8273,4.1365,1031.726930391672,7241.273069608328,0.12471013300999301,138,52.0,-33,7.084706667179044,1.2870532253899811
oridb_419,7377,3.6885,1133.5980105302028,6243.401989469798,0.15366653253764442,-53,67.0,96,24.988371005688865,2.293821608769953
oridb_420,9719,4.8595,1063.0811982114028,8655.918801788597,0.10938174690929137,67,73.0,47,9.310186700689805,1.3403881611632866
oridb_421,7809,3.9045,867.4320282031347,6941.567971796865,0.11108106392664037,-237,26.0,-11,4.823956142396415,0.8341402168187811
oridb_422,9083,4.5415,759.5587164818116,8323.441283518188,0.08362421187733256,98,57.0,-250,2.427162233210427,0.6994835484480432
oridb_423,8830,4.415,1451.1923447172508,7378.80765528275,0.1643479439090884,24,30.0,32,10.621945071614267,1.3360157094754879
oridb_424,6779,3.3895,733.261849572353,6045.738150427647,0.10816666906215562,838,69.0,-973,3.0281026767351786,0.7448357871540139
oridb_425,10383,5.1915,1148.3555020834938,9234.644497916506,0.11059958606216833,-78,83.0,46,11.42915969516227,1.4098176412856804
oridb_426,10107,5.0535,2103.2360185698017,8003.763981430198,0.2080969643385576,-551,38.0,-527,15.605122892424724,2.511921940977525
oridb_427,10173,5.0865,1140.339635125108,9032.660364874891,0.11209472477392196,-167,94.0,-33,6.206796079443959,1.175817088215484
oridb_428,8469,4.2345,988.5698037941945,7480.430196205805,0.11672804390060156,12,36.0,-146,11.07872622621989,1.2846593533672952
oridb_429,13368,6.684,1960.934521226639,11407.065478773362,0.14668869847596042,-100,107.0,-291,9.089774958758461,1.5295201047851712
oridb_430,4933,2.4665,489.9630544481695,4443.03694555183,0.09932354641154865,-744,23.0,502,2.2574351763086744,0.4909470796454855
oridb_431,8864,4.432,1159.8164399809666,7704.183560019033,0.130845717506878,-168,80.0,31,6.896854845533415,1.106519405985332
oridb_432,6695,3.3475,784.5820036373252,5910.417996362675,0.11718924624904035,141,50.0,-56,5.5802413762158345,0.886767075708132
oridb_433,8071,4.0355,718.3142710611355,7352.6857289388645,0.08899941408265835,-138,91.0,-13,5.5252745125971385,0.8641810389993113
oridb_435,11112,5.556,1702.7685125494004,9409.2314874506,0.15323690717687188,697,78.0,-50,14.517917511784708,1.939114034611967
oridb_436,6261,3.1305,841.5557125647314,5419.444287435269,0.13441234827738882,-730,38.0,-246,6.608366694469451,1.016498356929065
oridb_437,13826,6.913,1880.9939067469822,11945.006093253018,0.13604758474952858,-676,104.0,-837,10.299440523575049,1.9057059766479316
oridb_438,12097,6.0485,1413.0162267397957,10683.983773260205,0.11680716101015091,436,65.0,-876,8.558237505602186,1.3885336012082863
oridb_439,10231,5.1155,1005.7767935828617,9225.223206417138,0.09830679245263041,95,71.0,-838,5.348098277552049,0.8552797048223817
oridb_440,16626,8.313,1741.4895994225485,14884.510400577452,0.10474495365226444,-698,112.0,-18,13.622269855128344,1.7178155549291525
oridb_441,9839,4.9195,1311.4844797258947,8527.515520274104,0.13329448924950654,322,41.0,-50,11.71085664480195,1.5704349145742889
oridb_442,17786,8.893,2792.312017541947,14993.687982458054,0.15699494082660223,-35,140.0,-174,12.764993759534013,2.4061684211100998
oridb_443,13964,6.982,1040.4356331098174,12923.564366890183,0.07450842402677009,-110,95.0,51,4.556904051058281,0.8711115773358721
oridb_444,6350,3.175,700.463153818402,5649.536846181598,0.11030915808163812,298,28.0,-42,3.231014805013876,0.7622142817930077
oridb_445,6701,3.3505,565.989064341835,6135.010935658165,0.08446337327888898,234,93.0,211,5.729281019160409,0.7938327424610973
