mu0 delta sigma0 sigmav lambda gamma1 gamma2 mua1 sigmaa1 mua2 sigmaa2 mut sigmat a10 a11 a12 a13 a14 a15 a16 a17 a18 a19 a110 a111 a112 a113 a114 a115 a20 a21 a22 a23 a24 a25 a26 a27 a28 a29 a210 a211 a212 a213 a214 a215 tau0 tau1 tau2 tau3 tau4 tau5 tau6 tau7 tau8 tau9 tau10 tau11 tau12 tau13 tau14 tau15 halted score 
-16.8425 3.8666 10.5057 0.1438 64.2573 0.0465 0.3162 7.6096 0.0081 1.0130 0.0168 -2.4980 0.0638 7.8005 7.8484 7.6352 7.6124 7.6005 7.6313 7.6019 7.5961 7.5876 7.5813 7.5501 7.5436 7.5418 7.5530 7.5411 7.5325 1.4981 0.9062 0.8959 0.9664 0.9784 0.9839 0.9940 1.0055 0.9948 0.9934 0.9971 0.9971 0.9947 0.9822 0.9797 0.9860 -2.3810 -2.3118 -2.3847 -2.6075 -2.7539 -2.7205 -2.7384 -2.5735 -2.4537 -2.5354 -2.6092 -2.6658 -2.6457 -2.5465 -2.5478 -2.6095 0.3017 -4164728.7750 
-16.8425 3.8666 10.4897 0.1419 64.2573 0.0465 0.3162 7.6053 0.0049 1.0054 0.0319 -2.5208 0.0615 7.7999 7.8484 7.6352 7.6130 7.6003 7.6311 7.6029 7.5961 7.5857 7.5810 7.5501 7.5436 7.5418 7.5530 7.5411 7.5325 1.4981 0.9062 0.8950 0.9664 0.9784 0.9839 0.9940 1.0055 0.9956 0.9938 0.9971 0.9971 0.9947 0.9825 0.9797 0.9860 -2.3810 -2.3209 -2.3847 -2.6075 -2.7539 -2.7205 -2.7384 -2.5735 -2.4537 -2.5368 -2.6082 -2.6747 -2.6457 -2.5465 -2.5554 -2.6095 0.2985 -4164727.8189 
-16.8425 3.8666 10.4897 0.1419 64.2573 0.0461 0.3162 7.6086 0.0061 0.9980 0.0106 -2.4972 0.0668 7.7999 7.8484 7.6352 7.6130 7.6004 7.6311 7.6024 7.5961 7.5857 7.5805 7.5503 7.5436 7.5418 7.5533 7.5411 7.5325 1.4981 0.9062 0.8975 0.9664 0.9784 0.9839 0.9940 1.0048 0.9956 0.9938 0.9971 0.9971 0.9947 0.9825 0.9794 0.9860 -2.3856 -2.3025 -2.3847 -2.6075 -2.7502 -2.7280 -2.7384 -2.5693 -2.4537 -2.5368 -2.6082 -2.6747 -2.6640 -2.5465 -2.5554 -2.6095 0.2985 -4164726.8645 
-16.8425 3.8666 10.4897 0.1419 64.2573 0.0461 0.3162 7.6094 0.0073 1.0078 0.0222 -2.5259 0.0609 7.7999 7.8484 7.6356 7.6130 7.6016 7.6311 7.6024 7.5961 7.5857 7.5817 7.5499 7.5436 7.5424 7.5533 7.5407 7.5325 1.4981 0.9052 0.8975 0.9653 0.9767 0.9839 0.9940 1.0048 0.9946 0.9938 0.9985 0.9971 0.9946 0.9825 0.9809 0.9860 -2.3856 -2.3025 -2.3847 -2.6075 -2.7326 -2.7280 -2.7384 -2.5693 -2.4560 -2.5368 -2.6082 -2.6747 -2.6640 -2.5445 -2.5554 -2.6165 0.2982 -4164728.7786 
-16.8425 3.8666 10.4897 0.1419 64.0835 0.0469 0.3162 7.6076 0.0084 1.0098 0.0089 -2.4753 0.0961 7.8003 7.8476 7.6356 7.6130 7.6024 7.6306 7.6024 7.5961 7.5857 7.5817 7.5499 7.5436 7.5424 7.5533 7.5408 7.5322 1.4962 0.9112 0.8975 0.9672 0.9767 0.9835 0.9940 1.0048 0.9946 0.9924 0.9986 0.9971 0.9946 0.9825 0.9806 0.9860 -2.3856 -2.3199 -2.3847 -2.6081 -2.7326 -2.7292 -2.7360 -2.5693 -2.4560 -2.5368 -2.6037 -2.6747 -2.6640 -2.5423 -2.5554 -2.6103 0.2986 -4164741.0438 
-16.8425 3.8666 10.4897 0.1419 64.2018 0.0482 0.3162 7.6093 0.0053 1.0045 0.0126 -2.4733 0.0593 7.8003 7.8476 7.6356 7.6130 7.6019 7.6306 7.6024 7.5961 7.5857 7.5820 7.5500 7.5436 7.5411 7.5533 7.5407 7.5322 1.4973 0.9112 0.8975 0.9672 0.9767 0.9835 0.9940 1.0048 0.9946 0.9924 0.9986 0.9971 0.9946 0.9825 0.9806 0.9860 -2.3740 -2.3199 -2.3944 -2.6349 -2.7271 -2.7292 -2.7382 -2.5693 -2.4560 -2.5368 -2.6037 -2.6670 -2.6571 -2.5423 -2.5554 -2.6103 0.2983 -4164739.9795 
-16.8425 3.8666 10.4897 0.1436 64.2260 0.0482 0.3164 7.6083 0.0074 1.0056 0.0108 -2.4969 0.0317 7.8003 7.8476 7.6356 7.6130 7.6020 7.6306 7.6025 7.5969 7.5860 7.5820 7.5488 7.5430 7.5411 7.5533 7.5407 7.5322 1.4973 0.9112 0.8975 0.9672 0.9767 0.9835 0.9940 1.0048 0.9946 0.9922 0.9992 0.9971 0.9946 0.9832 0.9810 0.9860 -2.3740 -2.3199 -2.3988 -2.6349 -2.7271 -2.7292 -2.7382 -2.5787 -2.4555 -2.5368 -2.6078 -2.6670 -2.6571 -2.5423 -2.5554 -2.6129 0.2998 -4164740.7694 
-16.7323 3.9734 10.4897 0.1436 64.2260 0.0482 0.3187 7.6085 0.0064 1.0044 0.0101 -2.5008 0.0754 7.8003 7.8476 7.6331 7.6131 7.6020 7.6306 7.6023 7.5969 7.5860 7.5820 7.5488 7.5439 7.5411 7.5538 7.5407 7.5322 1.4973 0.9112 0.8919 0.9672 0.9767 0.9835 0.9940 1.0050 0.9946 0.9914 0.9992 0.9957 0.9946 0.9832 0.9810 0.9851 -2.3740 -2.3199 -2.3746 -2.6349 -2.7418 -2.7321 -2.7382 -2.5787 -2.4555 -2.5368 -2.6078 -2.6663 -2.6571 -2.5434 -2.5554 -2.6113 0.2982 -4164748.2374 
-16.7323 3.9734 10.4897 0.1436 64.2260 0.0482 0.3163 7.6069 0.0058 1.0032 0.0267 -2.4809 0.0722 7.8010 7.8485 7.6331 7.6116 7.6020 7.6306 7.6023 7.5969 7.5860 7.5820 7.5488 7.5439 7.5411 7.5538 7.5407 7.5325 1.4975 0.9171 0.8919 0.9672 0.9767 0.9835 0.9943 1.0050 0.9958 0.9914 0.9975 0.9957 0.9947 0.9832 0.9810 0.9850 -2.3838 -2.3199 -2.3746 -2.6210 -2.7418 -2.7321 -2.7382 -2.5787 -2.4543 -2.5274 -2.6078 -2.6663 -2.6571 -2.5434 -2.5554 -2.6087 0.2982 -4164747.4749 
-16.7323 3.9734 10.4897 0.1436 64.2260 0.0482 0.3163 7.6082 0.0046 1.0003 0.0139 -2.5114 0.1077 7.8007 7.8485 7.6331 7.6116 7.6020 7.6310 7.6023 7.5969 7.5860 7.5820 7.5488 7.5439 7.5419 7.5538 7.5407 7.5325 1.4975 0.9171 0.8983 0.9657 0.9767 0.9835 0.9943 1.0050 0.9958 0.9914 0.9975 0.9964 0.9947 0.9824 0.9802 0.9850 -2.3838 -2.3135 -2.3896 -2.6210 -2.7418 -2.7321 -2.7382 -2.5787 -2.4543 -2.5274 -2.5907 -2.6663 -2.6571 -2.5434 -2.5554 -2.6087 0.2982 -4164742.2508 
-16.8356 3.9734 10.4218 0.1436 64.2260 0.0478 0.3163 7.6078 0.0061 0.9972 0.0089 -2.4490 0.0419 7.8007 7.8488 7.6331 7.6127 7.6020 7.6309 7.6023 7.5960 7.5858 7.5820 7.5488 7.5439 7.5419 7.5538 7.5407 7.5325 1.4982 0.9120 0.8983 0.9657 0.9767 0.9835 0.9943 1.0050 0.9945 0.9914 0.9975 0.9964 0.9947 0.9824 0.9802 0.9850 -2.3838 -2.3135 -2.3948 -2.6210 -2.7418 -2.7321 -2.7382 -2.5787 -2.4512 -2.5274 -2.6066 -2.6663 -2.6524 -2.5434 -2.5558 -2.6087 0.2982 -4164738.4147 
-16.8356 3.9734 10.4218 0.1436 64.3103 0.0478 0.3163 7.6053 0.0072 1.0053 0.0143 -2.4967 0.0716 7.8007 7.8488 7.6333 7.6127 7.6019 7.6308 7.6023 7.5960 7.5858 7.5820 7.5499 7.5439 7.5419 7.5538 7.5408 7.5325 1.4982 0.9120 0.8983 0.9657 0.9770 0.9835 0.9943 1.0050 0.9945 0.9914 0.9975 0.9964 0.9939 0.9824 0.9801 0.9862 -2.3787 -2.3051 -2.3948 -2.6229 -2.7445 -2.7321 -2.7338 -2.5787 -2.4512 -2.5406 -2.6081 -2.6663 -2.6524 -2.5434 -2.5444 -2.6146 0.2952 -4164735.7514 
-16.8246 3.9734 10.5415 0.1436 64.3103 0.0478 0.3177 7.6073 0.0098 1.0068 0.0372 -2.5354 0.0555 7.8007 7.8491 7.6333 7.6127 7.6017 7.6308 7.6023 7.5964 7.5867 7.5820 7.5499 7.5438 7.5419 7.5538 7.5405 7.5335 1.4982 0.9120 0.8983 0.9657 0.9766 0.9835 0.9943 1.0050 0.9945 0.9914 0.9969 0.9964 0.9948 0.9824 0.9801 0.9862 -2.3787 -2.3051 -2.3948 -2.6229 -2.7445 -2.7321 -2.7338 -2.5787 -2.4512 -2.5406 -2.6081 -2.6663 -2.6524 -2.5508 -2.5444 -2.6146 0.2948 -4164738.1067 
-16.7476 3.9734 10.5415 0.1436 64.3103 0.0502 0.3177 7.6076 0.0051 1.0162 0.0253 -2.4914 0.0610 7.8007 7.8498 7.6362 7.6127 7.6019 7.6305 7.6023 7.5968 7.5867 7.5820 7.5499 7.5438 7.5419 7.5538 7.5405 7.5335 1.4982 0.9120 0.8917 0.9657 0.9766 0.9845 0.9947 1.0054 0.9945 0.9914 0.9969 0.9964 0.9945 0.9825 0.9801 0.9846 -2.3787 -2.3171 -2.3948 -2.6229 -2.7445 -2.7268 -2.7341 -2.5829 -2.4646 -2.5336 -2.6081 -2.6770 -2.6524 -2.5508 -2.5444 -2.6146 0.2948 -4164733.8259 
-16.7476 3.9734 10.5415 0.1436 64.3103 0.0502 0.3177 7.6065 0.0174 1.0084 0.0215 -2.5009 0.0553 7.8007 7.8498 7.6362 7.6127 7.6019 7.6295 7.6023 7.5967 7.5867 7.5820 7.5500 7.5438 7.5419 7.5529 7.5405 7.5335 1.4987 0.9023 0.8917 0.9671 0.9762 0.9843 0.9947 1.0054 0.9945 0.9917 0.9969 0.9964 0.9945 0.9825 0.9801 0.9842 -2.3787 -2.3136 -2.3938 -2.6229 -2.7369 -2.7101 -2.7341 -2.5729 -2.4646 -2.5336 -2.6081 -2.6770 -2.6524 -2.5508 -2.5444 -2.6080 0.2945 -4164737.6908 
-16.7476 3.9734 10.5415 0.1436 64.2187 0.0502 0.3177 7.6076 0.0063 1.0092 0.0236 -2.4910 0.0724 7.8007 7.8498 7.6362 7.6127 7.6014 7.6301 7.6023 7.5958 7.5863 7.5820 7.5500 7.5444 7.5419 7.5529 7.5405 7.5335 1.4987 0.9023 0.8917 0.9671 0.9762 0.9839 0.9938 1.0054 0.9945 0.9917 0.9976 0.9964 0.9941 0.9830 0.9801 0.9842 -2.3787 -2.3007 -2.3938 -2.6209 -2.7369 -2.7101 -2.7341 -2.5729 -2.4413 -2.5347 -2.6212 -2.6770 -2.6404 -2.5508 -2.5444 -2.6080 0.2953 -4164732.2505 
-16.7476 3.9734 10.5415 0.1436 64.2284 0.0502 0.3187 7.6077 0.0071 1.0022 0.0165 -2.5048 0.0812 7.8007 7.8498 7.6362 7.6127 7.6014 7.6311 7.6026 7.5958 7.5863 7.5822 7.5500 7.5444 7.5430 7.5529 7.5405 7.5335 1.4987 0.9105 0.8982 0.9671 0.9770 0.9839 0.9946 1.0054 0.9945 0.9917 0.9972 0.9970 0.9941 0.9831 0.9801 0.9842 -2.3787 -2.3007 -2.3688 -2.6151 -2.7369 -2.7158 -2.7432 -2.5729 -2.4413 -2.5347 -2.6212 -2.6666 -2.6404 -2.5400 -2.5444 -2.6163 0.2953 -4164738.1088 
-16.7985 3.9734 10.5415 0.1436 64.2284 0.0502 0.3187 7.6067 0.0095 1.0053 0.0130 -2.5037 0.0402 7.8002 7.8493 7.6362 7.6127 7.6017 7.6301 7.6022 7.5958 7.5863 7.5805 7.5500 7.5430 7.5430 7.5529 7.5405 7.5335 1.4987 0.9105 0.8880 0.9671 0.9770 0.9839 0.9946 1.0054 0.9945 0.9931 0.9969 0.9970 0.9931 0.9831 0.9801 0.9842 -2.3787 -2.3007 -2.3688 -2.6287 -2.7389 -2.7237 -2.7387 -2.5729 -2.4413 -2.5425 -2.6212 -2.6666 -2.6508 -2.5400 -2.5434 -2.6163 0.2951 -4164731.4522 
-16.7985 3.9734 10.5415 0.1436 64.2284 0.0503 0.3187 7.6082 0.0063 1.0053 0.0083 -2.5012 0.0847 7.8002 7.8493 7.6362 7.6127 7.6017 7.6301 7.6017 7.5958 7.5863 7.5805 7.5502 7.5435 7.5429 7.5519 7.5405 7.5340 1.4987 0.9170 0.8894 0.9671 0.9770 0.9839 0.9946 1.0054 0.9941 0.9931 0.9969 0.9970 0.9930 0.9844 0.9801 0.9842 -2.3787 -2.3007 -2.3688 -2.6287 -2.7389 -2.7253 -2.7387 -2.5625 -2.4413 -2.5342 -2.6212 -2.6666 -2.6356 -2.5396 -2.5434 -2.6163 0.2951 -4164730.4644 
-16.7902 3.9734 10.5415 0.1435 64.2284 0.0503 0.3190 7.6062 0.0074 1.0092 0.0156 -2.4812 0.0621 7.8002 7.8493 7.6371 7.6135 7.6017 7.6301 7.6019 7.5958 7.5863 7.5805 7.5502 7.5435 7.5429 7.5519 7.5405 7.5340 1.4987 0.9073 0.8894 0.9671 0.9773 0.9839 0.9946 1.0054 0.9941 0.9931 0.9969 0.9970 0.9926 0.9844 0.9806 0.9842 -2.3787 -2.3007 -2.3786 -2.6287 -2.7545 -2.7327 -2.7387 -2.5625 -2.4413 -2.5342 -2.6212 -2.6581 -2.6356 -2.5396 -2.5434 -2.6163 0.2951 -4164733.4648 
-16.7902 3.9734 10.6060 0.1435 64.2284 0.0503 0.3196 7.6074 0.0090 1.0106 0.0171 -2.4991 0.0447 7.8002 7.8490 7.6371 7.6135 7.6017 7.6301 7.6019 7.5958 7.5863 7.5803 7.5506 7.5435 7.5429 7.5509 7.5405 7.5340 1.4987 0.9053 0.8894 0.9669 0.9773 0.9847 0.9946 1.0054 0.9941 0.9931 0.9954 0.9970 0.9926 0.9844 0.9806 0.9845 -2.3787 -2.3007 -2.3786 -2.6287 -2.7545 -2.7327 -2.7316 -2.5625 -2.4413 -2.5342 -2.6212 -2.6581 -2.6485 -2.5396 -2.5434 -2.6146 0.2951 -4164739.3724 
-16.7902 3.9734 10.5997 0.1435 64.2284 0.0503 0.3196 7.6119 0.0079 1.0068 0.0114 -2.5019 0.0692 7.8002 7.8490 7.6368 7.6135 7.6017 7.6301 7.6019 7.5958 7.5863 7.5803 7.5518 7.5439 7.5429 7.5509 7.5405 7.5340 1.4946 0.9053 0.8894 0.9669 0.9773 0.9847 0.9946 1.0054 0.9941 0.9931 0.9952 0.9970 0.9926 0.9844 0.9806 0.9845 -2.3787 -2.3003 -2.3786 -2.6137 -2.7545 -2.7327 -2.7293 -2.5625 -2.4413 -2.5342 -2.6210 -2.6581 -2.6485 -2.5396 -2.5434 -2.6048 0.2951 -4164737.6996 
-16.7902 3.9858 10.5997 0.1435 64.2284 0.0503 0.3187 7.6081 0.0049 1.0068 0.0144 -2.4660 0.0568 7.8002 7.8492 7.6360 7.6135 7.6017 7.6301 7.6019 7.5958 7.5863 7.5803 7.5516 7.5439 7.5429 7.5516 7.5405 7.5340 1.4946 0.9053 0.8894 0.9669 0.9773 0.9847 0.9946 1.0054 0.9941 0.9931 0.9952 0.9964 0.9930 0.9844 0.9801 0.9833 -2.3742 -2.3003 -2.3840 -2.6137 -2.7528 -2.7327 -2.7356 -2.5625 -2.4413 -2.5342 -2.6210 -2.6673 -2.6557 -2.5396 -2.5434 -2.6108 0.2951 -4164732.6875 
-16.7902 3.9858 10.5997 0.1435 64.1970 0.0503 0.3177 7.6072 0.0048 1.0000 0.0115 -2.4865 0.1110 7.8002 7.8492 7.6367 7.6135 7.6017 7.6301 7.6019 7.5958 7.5863 7.5803 7.5516 7.5441 7.5429 7.5516 7.5405 7.5340 1.4984 0.9053 0.8888 0.9658 0.9788 0.9845 0.9946 1.0054 0.9941 0.9931 0.9952 0.9964 0.9930 0.9844 0.9801 0.9833 -2.3685 -2.3087 -2.3840 -2.6137 -2.7460 -2.7327 -2.7290 -2.5757 -2.4474 -2.5342 -2.6100 -2.6709 -2.6557 -2.5389 -2.5434 -2.6108 0.2961 -4164732.7482 
