"","X0","X20","X30","X40","X50","X60","X70","X80","X90","X100","X110","X120","X130","X140","X150"
"YIL073C",243.366812854426,154.95655226334,145.282019347284,117.271762309304,106.389016639147,92.2148350296706,97.7620754831921,89.6859914473743,108.954875003199,119.895292319174,122.206192910759,126.811706908417,135.700555237017,113.896088273178,118.183574690555
"YIL072W",277.627189421311,163.661976547798,159.067904394836,169.990260962111,129.917356857419,123.310535214094,137.953150959615,130.357545708393,143.072058085008,145.587140673283,138.59970659391,137.785796929337,115.56434381475,112.044119358167,166.492189162606
"YIL071C",920.30459812426,505.78515092697,458.115564657129,504.591344248291,455.222234657887,507.181592663188,472.516698168762,458.858560893543,423.713402790217,522.400916533543,472.431257959885,513.343544311956,513.91113499438,549.108783300767,540.021297491148
"YIL070C",1479.10315385311,2017.04680670876,1429.4902341616,1138.28921580958,981.029489970593,1051.89247865241,1444.70622658495,1646.67651738842,1787.30017176964,1742.28793838419,1466.47431492911,1309.57474249653,1571.49997838997,1884.37837102371,2059.1546918712
"YIL069C",5510.01366579146,7073.15723112157,8820.84552504166,10643.7572892289,12337.0340448857,13121.3132123032,13219.6050958939,12625.9104471321,12019.1534334337,11096.9753890969,11441.1822314134,11230.1521214088,11031.1419095898,9913.58960205397,8941.40694647883
"YIL068C",3039.7223760895,2335.6653355199,2453.88753846434,2755.34847040484,2910.35338786896,3053.81221121514,2943.72471732723,2789.65147815961,2897.7594533679,2834.66726840332,3000.01300401656,3041.04227913069,3169.2645803742,2921.48096342988,2809.66352384771
"YIL067C",2304.89636834458,1439.0066342208,1304.35681603766,1295.36882404039,1411.70041309637,1520.47251246596,1379.53150959615,1391.17572779997,1375.692866202,1296.01101697393,1403.13573933512,1537.59194626455,1539.98243007686,1595.47122028199,1563.12873970281
"YIL066C",344.966550259671,430.918502080637,486.7477874482,409.91322421876,365.200759040148,343.124967552263,299.803698148456,355.615384692496,432.517837133909,410.118023726698,406.112043514413,345.074163991172,335.311694553403,329.650466871961,332.984378325213
"YIL065C",1269.99671756557,1050.744711134,783.674542318561,655.215626113452,613.782788302769,597.251896645657,689.765754798077,711.230769384991,648.226478554383,675.600456719154,701.940449523994,677.954894625766,707.393862138772,811.162384774826,894.572021562812
"YIL064W",685.207531337703,2260.79868667357,2560.99326075687,2742.43781767354,2921.60607232118,2956.23604856746,2602.6436984192,2382.93593554942,2236.32632329797,2262.78575503965,2138.60837593828,1944.85262037428,1756.22783100294,1437.12787804855,1311.23382138426
"YIL063C",3057.44326052065,3248.86434295947,3127.27500040248,2879.0755590798,2577.88771087163,2453.34351799868,2723.21692484847,3062.8808939644,3132.17751776872,3244.78529213002,3194.49968907575,3034.9455624524,2683.36904388037,2969.63215522017,3154.72505579094
"YIL062C",5720.30149437441,3397.72709822369,2763.53972568629,2674.65689083422,2586.07148138233,2458.70484561668,2502.70913236972,2464.27904407146,2515.86711371022,2686.22547791292,2668.41693178919,2864.2374954603,2825.19801128938,3031.67311387304,3344.50889835971
"YIL061C",387.496672894425,535.383593494125,502.654577887683,503.515456520682,526.830226626543,539.349558371213,517.052754777771,526.644484661907,579.992112390764,516.691616899297,528.318236425171,526.756321004193,504.280773009818,500.031607052975,473.596952592077
"YIL060W",0,2.6116272853372,5.30226347982788,1.0758877276083,1.02297131383795,1.07226552360082,1.08624528314658,1.04286036566714,3.3016628788848,0,1.49031942574096,0,0.875487453142045,0,2.58796148957419
