Gene_ID,Gene_name,Fourier_score,P_value,FDR
YBL082C,ALG3,7.47437862722367,0.00696,0.151145
YIR007W,YIR007W,7.33936432026942,0.007,0.151145
YDL127W,PCL2,7.25805594886632,0.00702,0.151145
YCL056C,YCL056C,7.32140147339731,0.00703,0.151145
YCR083W,TRX3,7.35980491726521,0.00708,0.151636781609195
YNL023C,FAP1,7.33291186815652,0.00711,0.151698091603053
YLR210W,CLB4,6.72066785893821,0.00723,0.15325393258427
YBR180W,DTR1,7.04507022365995,0.00724,0.15325393258427
YBR261C,TAE1,7.3982886475349,0.0073,0.15325393258427
YLL056C,YLL056C,7.39986595658808,0.00732,0.15325393258427
YPR074C,TKL1,7.49380609883108,0.00732,0.15325393258427
YHR110W,ERP5,7.4285587047848,0.00738,0.153776951672862
YOR196C,LIP5,7.23029819090146,0.0074,0.153776951672862
YMR154C,RIM13,7.28377791020161,0.00743,0.153828518518519
YER030W,CHZ1,7.18945739577229,0.00749,0.15449852398524
YML019W,OST6,7.32646317674752,0.00756,0.155209523809524
YKL087C,CYT2,7.3573521981827,0.00758,0.155209523809524
YOL124C,TRM11,7.38136076767971,0.00763,0.155663138686131
YOR009W,TIR4,6.89962081917548,0.00773,0.157129818181818
YDR113C,PDS1,7.30582307993307,0.00788,0.159598550724638
YDR313C,PIB1,7.28525550280912,0.00795,0.160435018050542
YIL067C,YIL067C,7.25722985160246,0.00807,0.162270863309353
YJL044C,GYP6,7.4135773066753,0.00823,0.163735460992908
YLR139C,SLS1,7.36657524400781,0.00823,0.163735460992908
YLL035W,GRC3,7.53900606607407,0.00825,0.163735460992908
YOR233W,KIN4,7.17501908396873,0.00826,0.163735460992908
YIL131C,FKH1,7.41982682339053,0.00836,0.164169473684211
YBL063W,KIP1,7.24895996947314,0.00837,0.164169473684211
YML116W,ATR1,7.33310708088122,0.00837,0.164169473684211
YNL223W,ATG4,7.18981097434133,0.00841,0.16420625
YMR118C,YMR118C,7.19245531961584,0.00844,0.16420625
YML077W,BET5,7.48167849878723,0.00846,0.16420625
YBL003C,HTA2,7.41663549160323,0.00851,0.164605190311419
YOR247W,SRL1,7.40273755232453,0.00864,0.165792150170648
YJL024C,APS3,7.49539574995131,0.00869,0.165792150170648
YMR235C,RNA1,7.48932828018474,0.00869,0.165792150170648
YOL162W,YOL162W,7.3382178774302,0.00869,0.165792150170648
YDL044C,MTF2,7.13853271048531,0.00877,0.166563050847458
YJL084C,ALY2,7.17479291512926,0.00879,0.166563050847458
YNL115C,YNL115C,7.15992058861843,0.0089,0.167345079365079
YMR150C,IMP1,6.97046146791606,0.00896,0.167345079365079
YLR017W,MEU1,7.26737664752762,0.00905,0.167345079365079
YLL042C,ATG10,7.05262103253208,0.00911,0.167345079365079
YER153C,PET122,7.40470789528619,0.00914,0.167345079365079
YER077C,YER077C,7.4842347808495,0.00917,0.167345079365079
YCL012C,YCL012C,7.39074993109609,0.00918,0.167345079365079
YDR049W,VMS1,7.3169484120712,0.00918,0.167345079365079
YCR100C,YCR100C,7.18508516680653,0.00922,0.167345079365079
YDR194C,MSS116,7.39463182249515,0.00923,0.167345079365079
YPL242C,IQG1,6.49924216898495,0.00931,0.167345079365079
YDL045C,FAD1,7.07549460299373,0.00933,0.167345079365079
YIL069C,RPS24B,7.29803553889656,0.00933,0.167345079365079
YML009C,MRPL39,7.18956275834534,0.00934,0.167345079365079
